sku,product_name,brand,main_cat,price,image_url,url,sub_cat,sub_cat2,target_surface,template_group,template_sub_type,search_text,base_name,variant_skus
513547,"FLEX Pasta Cila Vidalama ve Temizlik Fırça Seti - PXE80 Mini Polisaj, DD 2G Şarjlı Matkap,3lü Fırça",FLEX,MAKİNE-EKİPMAN,36500,https://mgpolishing.com/wp-content/uploads/2025/11/513547_0.jpg,https://mtskimya.com/makine-ekipman/polisaj-makineleri/kablosuz-makineler/prd-flex-pasta-cila-vidalama-ve-temizlik-firca-seti-pxe80-mini-polisaj-dd-2g-sarjli-matkap-3lu-firca,Polisaj Makineleri,Kablosuz Makineler,"Araç boyası, iç mekan kumaş ve plastikler, hassas yüzeyler",polisher_machine,machine_kit,"FLEX Pasta Cila Vidalama ve Temizlik Fırça Seti - PXE80 Mini Polisaj, DD 2G Şarjlı Matkap,3lü Fırça | Marka: FLEX | Kategori: Kablosuz Makineler | Set İçeriği: PXE 80 Nano Polisaj, DD 2G Şarjlı Matkap, 3'lü Fırça | Özellikler: Detaylı temizlik ve polisaj için komple set | Güç Kaynağı: Battery | Voltaj: 10.8 | Yüzeyler: Araç boyası, iç mekan kumaş ve plastikler, hassas yüzeyler | Özellikler: Tek sette 3 fonksiyon - polisaj, matkap, temizlik | PXE 80 nano polisaj - rotary+orbital | DD 2G matkap - vidalama ve delme | 3'lü fırça seti - detaylı temizlik | Kullanım: PXE 80 ile bölgesel polisaj ve çizik giderme yapın. DD 2G matkap ile vidalama ve delme işlemlerini gerçekleştirin. 3'lü fırça seti ile detaylı temizlik yapın (kumaş, plastik, hassas yüzeyler). | FLEX Pasta Cila, Vidalama ve Temizlik Seti; PXE 80 mini polisaj makinesi, DD 2G matkap ve 3’lü temizlik fırçasıyla detaylandırma, vidalama ve temizlik işlemleri için eksiksiz çözümdür! | Varyantlar: tek ebat, 513547","FLEX Pasta Cila Vidalama ve Temizlik Fırça Seti - PXE80 Mini Polisaj, DD 2G Şarjlı Matkap, 3lü Fırça",513547
513547-01,"FLEX Şarjlı Vidalama ve Detaylı Temizlik Fırça Seti - DD 2G Matkap, 3lü Fırça (10.8V 2.5AH Akülü)",FLEX,MAKİNE-EKİPMAN,15000,https://mgpolishing.com/wp-content/uploads/2025/11/513547-01_0.jpg,https://mtskimya.com/makine-ekipman/polisaj-makineleri/kablosuz-makineler/prd-flex-sarjli-matkap-detayli-temizlik-firca-seti-dd-2g-matkap-3lu-firca-10-8v-2-5ah-akulu,Polisaj Makineleri,Kablosuz Makineler,"Kumaş, plastik, hassas yüzeyler + ahşap/metal (delme)",polisher_machine,mini_cordless_polisher,"FLEX Şarjlı Vidalama ve Detaylı Temizlik Fırça Seti - DD 2G Matkap, 3lü Fırça (10.8V 2.5AH Akülü) | Marka: FLEX | Kategori: Kablosuz Makineler | Alt Tip: mini_cordless_polisher | Voltaj: 10.8 | Motor Tipi: Brushless | Maks Tork (Nm): 34 | Özellikler: Matkap+Fırça seti, Fırçasız motor, Detaylı temizlik için | Yüzeyler: Kumaş, plastik, hassas yüzeyler + ahşap/metal (delme) | Özellikler: Matkap + 3'lü fırça seti | Fırçasız motor - uzun ömür | 50/75/100mm fırça çeşitliliği | Çok amaçlı kullanım | Kullanım: DD 2G matkaba uygun fırçayı (50/75/100mm) takın. Kumaş, plastik veya hassas yüzeye göre fırça seçin. Düşük devirde başlayarak temizlik yapın. | FLEX Şarjlı Vidalama ve Temizlik Seti, DD 2G matkap ve 3’lü matkap uyumlu fırça ile detaylı temizlik, vidalama ve delme işlemlerinde pratik ve güçlü bir çözüm sunar! | Varyantlar: tek ebat, 513547-01","FLEX Şarjlı Vidalama ve Detaylı Temizlik Fırça Seti - DD 2G Matkap, 3lü Fırça (10.8V 2.5AH Akülü)",513547-01
516112,FLEX FS 140 Set PXE 80 İçin Esnek Uzatma Aparatı Seti,FLEX,MAKİNE-EKİPMAN,17500,https://mgpolishing.com/wp-content/uploads/2025/11/516112_0.jpg,https://mtskimya.com/makine-ekipman/polisaj-makineleri/uzatma-aparatlari/prd-flex-fs-140-set-pxe-80-icin-esnek-uzatma-aparati-seti,Polisaj Makineleri,Uzatma Aparatları,Araç boyası - dar ve ulaşılması zor alanlar,polisher_machine,other,"FLEX FS 140 Set PXE 80 İçin Esnek Uzatma Aparatı Seti | Marka: FLEX | Kategori: Uzatma Aparatları | Alt Tip: other | Aksesuar Tipi: extension_shaft | Uyumlu Makine: PXE 80 | Mil Uzunluğu (cm): 140 | Maks Hız (rpm): 6000 | Özellikler: Aparatsız montaj, Hızlı değişim sistemi, 140cm esneklik | Yüzeyler: Araç boyası - dar ve ulaşılması zor alanlar | Özellikler: 140cm esnek mil - maksimum erişim | Aparatsız montaj - hızlı kurulum | 24 adet sünger dahil | PXE 80 ile uyum | Kullanım: PXE 80 makineye aparatsız olarak takın. Konik veya silindirik süngeri ucuna yerleştirin. Dar alana veya ulaşılması zor bölgeye yönlendirin. | FLEX FS 140 PXE 80 Esnek Uzatma Aparatı, 140 cm uzunluğu ve aparatsız hızlı montaj sistemiyle dar ve ulaşılması zor alanlarda polisaj kolaylığı sağlar! | Varyantlar: tek ebat, 516112",FLEX FS 140 Set PXE 80 İçin Esnek Uzatma Aparatı Seti,516112
530375,FLEX TL 4000 18.0/230 Akülü/Elektrikli LED Kule Tipi Aydınlatma Lambası - Katlanır Taşınabilir,FLEX,MAKİNE-EKİPMAN,18500,https://mgpolishing.com/wp-content/uploads/2025/08/530375_1.jpg,https://mtskimya.com/makine-ekipman/aydinlatma-urunleri/prd-flex-tl-4000-18-0230-akuluelektrikli-led-kule-tipi-tasinabilir-aydinlatma-lambasi,Aydınlatma Ürünleri,,Çalışma alanı aydınlatması,storage_accessories,work_light,"Marka: FLEX | Özellikler: Öne Çıkan Özellikler: 
• 3 Parlaklık Seviyesi (1000 / 2000 / 4000 Lümen) – İhtiyaca göre ayarlanabilir ışık şiddeti 
• Akülü ve Elektrikli Kullanım – FLEX 18V aküler veya 230V/110V prizle çalışma imkanı 
• Ayarlanabilir Yükseklik (1,1 m – 2,2 m) – Tripod ile esnek kullanım alanı 
• Dönebilir ve Konumlandırılabilir Panel Tasarımı – Işığı tek yöne odaklayabilir veya geniş alana yayabilirsiniz 
• Bluetooth Bağlantısız Kolay Kontrol – Ergonomik açma/kapama düğmesi ve kontrol paneli 
• USB-C Şarj Portu – Akıllı cihazlarınızı şarj etme imkanı 
• Katlanabilir ve Taşınabilir Tasarım – Hızlı kurulum ve kolay taşıma 
• IP Koruma Standardı – Toz ve suya karşı korumalı, sağlam yapı 
• LED Şarj Seviyesi Göstergesi – Pil durumunu kolayca takip edebilirsiniz 
• Çok Yönlü Kullanım – Tripod veya kancayla sabitlenerek çalışma alanına uyarlanabilir 
• FLEX Yetkili Servis Garantisi - 2 Sene 
 
Neden FLEX TL 4000 LED Kule Lambası? 
• Büyük çalışma alanlarını aydınlatmak için ideal 
• Tripod, kanca ve dönebilir panellerle maksimum ışık esnekliği 
• Hem aküyle kablosuz hem de elektrikle kesintisiz kullanım 
• Şantiye, atölye, detaylandırma ve boyahane gibi profesyonel alanlar için mükemmel çözüm 
 
Kullanım Alanları: 
• Detailing merkezleri ve boya uygulama alanları 
• Tamir atölyeleri ve kaporta işleri 
• Şantiyeler ve endüstriyel çalışma alanları 
• Büyük alanlarda geçici aydınlatma çözümleri 
 
Teknik Özellikler: 
• Ürün Kodu: 530375 
• Akü Voltajı: 18V 
• Akü Kapasitesi: 2. 0 Ah 
• Voltaj: 230V / 110V 
• Işık Akısı: 1000 / 2000 / 4000 lm 
• Renk Sıcaklığı: 6500K 
• Koruma Sınıfı: IP (toz ve sıçramalara karşı koruma) 
• Yükseklik Aralığı: 1,1 m – 2,2 m (tripod ile) 
• Ölçüler (GxUxY): 1190 x 295 x 275 mm 
• Ağırlık (Aküsüz): 8,2 kg 
• Kullanım Süresi (5,0Ah akü ile): 1000 lm › ~12 saat, 2000 lm › ~5 saat, 4000 lm › ~2 saat 20 dk 
 
Ürün Özellikleri: 
• Tripod üzerinde ikinci açma/kapama düğmesi ile kolay kontrol 
• Üç panel, iki dönme ekseni ile ışığı tek yöne... | Varyantlar: tek ebat, 530375",FLEX TL 4000 18.0/230 Akülü/Elektrikli LED Kule Tipi Aydınlatma Lambası - Katlanır Taşınabilir,530375
530537,FLEX BW Cordless Blower EC Akülü Hava Üfleyici Detay Seti,FLEX,MAKİNE-EKİPMAN,20000,https://mgpolishing.com/wp-content/uploads/2025/11/530537_0.jpg,https://mtskimya.com/makine-ekipman/hava-tabancalari/prd-flex-bw-cordless-blower-ec-akulu-hava-ufleyici-detay-seti,Hava Tabancaları,,"Araç boyası, fitil kenarları, kapı araları, motor bölmesi, hassas elektronik",polisher_machine,mini_cordless_polisher,"FLEX BW Cordless Blower EC Akülü Hava Üfleyici Detay Seti | Marka: FLEX | Alt Tip: mini_cordless_polisher | Ürün Tipi: cordless_air_blower | Voltaj: 18 | Motor Tipi: Brushless | Hız Kademeleri: 3 | Pil Kapasitesi (Ah): 5 | Şarj Aleti Dahil: Evet | Özellikler: EC fırçasız motor, 3 hava üfleme modu, Değiştirilebilir nozullar, Kompakt tasarım | Yüzeyler: Araç boyası, fitil kenarları, kapı araları, motor bölmesi, hassas elektronik | Özellikler: Kablosuz özgürlük - 18V akü sistemi | EC fırçasız motor - bakımsız ve uzun ömür | 3 kademeli hava kontrolü | Akü + şarj cihazı dahil | Kullanım: 18V aküyü hava üfleyiciye takın. Kullanım amacına göre nozul seçin (düz, ince uçlu veya uzatma). Hız kadranından 3 moddan birini seçin. | FLEX BW Cordless Blower EC Akülü Hava Üfleyici, 18V fırçasız motoru, 3 modlu hava üflemesi ve kompakt tasarımıyla boyalı yüzeyleri hızlı ve güvenli şekilde kurutmak için idealdir! | Varyantlar: tek ebat, 530537",FLEX BW Cordless Blower EC Akülü Hava Üfleyici Detay Seti,530537
530632,FLEX OSE 2-70x198-EC Elektrikli Rende Orbital Zımpara Makinesi 260W - Avuç İçi Kömürsüz Hız Kontrol,FLEX,MAKİNE-EKİPMAN,18500,https://mgpolishing.com/wp-content/uploads/2025/11/530632_0.jpg,https://mtskimya.com/makine-ekipman/zimpara-makineleri/prd-flex-ose-2-70x198-ec-elektrikli-rende-orbital-zimpara-makinesi-260w-avuc-ici-komursuz-hiz-kontrol,Zımpara Makineleri,,"Dolgulu yüzeyler, ahşap, metal - düz ve dar alanlar",polisher_machine,sander,"FLEX OSE 2-70x198-EC Elektrikli Rende Orbital Zımpara Makinesi 260W - Avuç İçi Kömürsüz Hız Kontrol | Marka: FLEX | Güç Kaynağı: Corded | Güç (W): 260 | Özellikler: Hız ayarlı, kömürsüz motor | Orbit (mm): 2 | Zımpara Ped Çapı (mm): 198x70 | Hız Aralığı (rpm): 5000-10000 | Salınım Hızı (rpm): 10000-20000 | Motor Tipi: Brushless | Ağırlık (kg): 1.3 | Kablo Uzunluğu (m): 4 | Yüzeyler: Dolgulu yüzeyler, ahşap, metal - düz ve dar alanlar | Özellikler: 260W kömürsüz motor - bakımsız kullanım | 198x70mm rende taban - dar alanlar için | Sadece 1.3kg - hafif ve ergonomik | Düşük titreşim - bilek dostu | Kullanım: Cırt cırtlı rende zımpara kağıdını takın. 4 kademeli hız kadranından devir seçin. Tek elle tutarak yüzeye hafif basınçla uygulayın. | FLEX OSE 2-70x198-EC Rende Orbital Zımpara Makinesi, 260W fırçasız motoru, düşük titreşimli ergonomik tasarımı ve hız kontrolüyle tozsuz ve hassas zımparalama sağlar! | Varyantlar: tek ebat, 530632",FLEX OSE 2-EC Elektrikli Rende Orbital Zımpara Makinesi 260W - Avuç İçi Kömürsüz Hız Kontrol,530632
530882,"FLEX İkili Makine, Akü, Pasta Duvar Askı Aparatı - Metal",FLEX,MAKİNE-EKİPMAN,7500,https://mgpolishing.com/wp-content/uploads/2025/11/530882_0.jpg,https://mtskimya.com/makine-ekipman/tasiyicilar-koruyucular/tasiyicilar/prd-flex-ikili-makine-aku-pasta-duvar-aski-aparati-metal,Taşıyıcılar-Koruyucular,Taşıyıcılar,Duvar,storage_accessories,wall_stand,"Marka: FLEX | Özellikler: Profesyonel düzen ve yer tasarrufu için dayanıklı duvar askı çözümü! 
 
FLEX’in orijinal Almanya üretimi metal duvar askı aparatı, yüksek kaliteli toz boyalı çelik malzemeden üretilmiştir. İki adet polisaj makinesi, akü, şarj cihazı, ufak boy pasta/cila ürünleri ve kablolarınızı düzenli bir şekilde saklamanızı sağlar. FLEX rotary ve orbital polisaj makinelerinin yanı sıra birçok marka ve model için de uyumludur. Öne Çıkan Özellikler 
İki Makine Kapasitesi – Aynı anda iki polisaj makinesi muhafaza edilebilir 
Çok Yönlü Kullanım – Akü, şarj cihazı ve küçük boy pasta/cila ürünleri için bölmeler 
Yer Tasarrufu Sağlar – Dar alanlarda maksimum düzen 
Yüksek Kaliteli Çelik Malzeme – Toz boyalı, sağlam ve uzun ömürlü 
Kenar Koruması – Polisaj makinelerini çizilmelere karşı korur 
Tam Sabitleme – 6 adet vida yeri sayesinde duvarda sağlam durur 
Şık ve Modern Tasarım – Çalışma alanınıza profesyonel görünüm katar 
FLEX ve Diğer Tüm Rotary/Orbital Makinelerle Uyumluluk 
 
Neden FLEX Metal Duvar Askı Aparatı? 
• Makine ve aksesuarlarınızı güvenli ve düzenli şekilde saklayın 
• Profesyonel çalışma alanlarında organizasyon ve şıklığı bir arada sunar 
• Duvar montajı sayesinde zeminde yer açar, çalışma alanınızı genişletir 
• Tüm FLEX polisaj makineleriyle uyumlu 
 
Uyumlu FLEX Makineleri 
• PE 8-4 80 
• PE 14-1 180 
• PE 14-2 150 
• PE 14-3 125 
• PE 150 18 | Kullanım: 1. 6 vida bağlantı noktasını kullanarak duvara monte edin. 2. 2 polisaj makinesini kenar korumalı bölmelere yerleştirin. 3. Akü ve şarj cihazını özel bölmelerine koyun. 4. Küçük boy pasta/cila ürünlerini alt kısma yerleştirin. 5. Kabloları düzenli şekilde sarın.  | Avantajlar: • 2 makine + akü + pasta kapasitesi
• Kenar korumalı yapı - çizilmelere karşı koruma
• 6 vida bağlantı noktası - sağlam sabitleme
• Tüm FLEX ve diğer marka makinelerle uyumlu | Teknik: Aksesuar Tipi: wall_stand | Malzeme: Metal | Kapasite: 2 makine + akü + pasta | Duvara Monte Edilir: Evet | Taşınabilir: Hayır | Monta... | Varyantlar: tek ebat, 530882","FLEX İkili Makine, Akü, Pasta Duvar Askı Aparatı - Metal",530882
530883,FLEX İkili Makine Duvar Askı Aparatı - Metal,FLEX,MAKİNE-EKİPMAN,4000,https://mgpolishing.com/wp-content/uploads/2025/11/530883_0.jpg,https://mtskimya.com/makine-ekipman/tasiyicilar-koruyucular/tasiyicilar/prd-flex-ikili-makine-duvar-aski-aparati-metal,Taşıyıcılar-Koruyucular,Taşıyıcılar,Duvar,storage_accessories,wall_stand,"Marka: FLEX | Özellikler: Profesyonel düzen ve yer tasarrufu için sağlam duvar montaj çözümü! 
 
FLEX’in orijinal Almanya üretimi ikili makine duvar askı aparatı, yüksek kaliteli toz boyalı çelik malzemeden üretilmiştir. İki adet rotary veya orbital polisaj makinenizi düzenli bir şekilde saklamanızı sağlar. FLEX polisaj makinelerinin yanı sıra, diğer marka ve modellerle de uyumludur. Öne Çıkan Özellikler: 
İki Polisaj Makinesi Kapasitesi – Aynı anda iki rotary veya orbital makineyi taşıyabilir 
Yer Tasarrufu Sağlar – Dar alanlarda maksimum düzen ve organizasyon 
Toz Boyalı Çelik Malzeme – Dayanıklı ve uzun ömürlü yapı 
Kenar Koruma Sistemi – Makine gövdesini çizilmelere karşı korur 
Kablo Asma Kancaları – Makine kablolarını düzenli ve pratik şekilde saklama 
Sağlam Montaj – 4 vida bağlantı noktası ile duvara sabitlenir, sallanma yapmaz 
Modern ve Yenilikçi Tasarım – Çalışma alanınıza şıklık ve profesyonellik katar 
FLEX ve Tüm Rotary/Orbital Makinelerle Uyumluluk 
 
Neden FLEX İkili Makine Duvar Askı Aparatı? 
• Makine ve kablolarınızı düzenli, güvenli ve kolay erişilebilir şekilde saklayın 
• Duvar montajı ile zeminde yer açar, çalışma alanınızı genişletir 
• Boyahane, oto detailing merkezleri ve atölyeler için ideal düzen çözümü 
• Kompakt ve estetik tasarımıyla çalışma ortamına profesyonellik katar 
 
Uyumlu FLEX Makineleri 
• PE 8-4 80 
• PE 14-1 180 
• PE 14-2 150 
• PE 14-3 125 
• PE 150 18 | Kullanım: 1. 4 vida bağlantı noktasını kullanarak duvara monte edin. 2. 2 polisaj makinesini kenar korumalı bölmelere yerleştirin. 3. Makine kablolarını kancalara sarın. 4. Makineleri düzenli ve güvenli şekilde saklayın.  | Avantajlar: • 2 makine kapasitesi
• Kenar koruma sistemi - çizilmelere karşı
• Kablo asma kancaları
• Kompakt ve estetik tasarım | Teknik: Aksesuar Tipi: wall_stand | Malzeme: Metal | Kapasite: 2 makine | Duvara Monte Edilir: Evet | Taşınabilir: Hayır | Montaj Noktaları: 4 | Kullanım Alanı: Duvar | Varyantlar: tek ebat, 530883",FLEX İkili Makine Duvar Askı Aparatı - Metal,530883
532024,FLEX VC 6 L MC Elektrikli Omuz Askılı El Süpürgesi 6 Litre 1200W - 4 Başlıklı Taşınabilir Tekerlekli,FLEX,MAKİNE-EKİPMAN,13000,https://mgpolishing.com/wp-content/uploads/2025/06/532024.jpg,https://mtskimya.com/makine-ekipman/supurgeler/prd-flex-vc-6-l-mc-elektrikli-omuz-askili-el-supurgesi-6-litre-1200w-4-baslikli-tasinabilir-tekerlekli,Süpürgeler,,"Araç koltukları, döşemeler, atölye zeminleri, toz ve kuru atıklar",storage_accessories,vacuum_cleaner,"Marka: FLEX | Özellikler: Kompakt, güçlü ve çok amaçlı taşınabilir süpürme çözümü!

FLEX VC 6 L MC Elektrikli El Süpürgesi, kompakt tasarımı, 1200W yüksek emiş gücü ve 6 litrelik geniş haznesi ile profesyonel kullanım için ideal bir temizlik çözümüdür. 4 farklı başlık aparatı ile detaylı temizlikten geniş yüzeylere kadar farklı uygulama alanları için uyumludur. Öne Çıkan Özellikler:
1200W Güçlü Motor – Yüksek emiş kapasitesiyle etkili temizlik
6 Litre Geniş Hazne – Uzun süreli kullanım için ideal kapasite
Omuz Askısı ve Tekerlekli Tasarım – Hafif, taşınabilir ve ergonomik kullanım
4 Farklı Başlık – Dar alan, döşeme, köşe ve geniş yüzeyler için çok amaçlı temizlik
Toz ve Kir İçin İdeal – Atölyeler, araç içi ve profesyonel yüzeylerde kullanım
Dayanıklı Gövde ve Uzun Ömürlü Filtre Sistemi
Pratik Kablo ve Hortum Saklama Özelliği
FLEX Yetkili Servis Garantisi - 2 sene

Kullanım Alanları:
• Oto Detailing ve Araç İçi Temizlik
• Boyahane ve Atölye Temizliği
• Mobilya ve Marin Uygulamaları
• Depo, Ofis ve Ev İçerisinde Taşınabilir Kullanım

Uygulama Yüzeyleri:
• Araç koltukları ve döşemeler
• Atölye zeminleri
• Tozlu köşeler ve dar alanlar
• Geniş yüzeylerde hızlı temizlik

Teknik Bilgiler:
• Güç Tüketimi - 1200W
• Hazne Kapasitesi - 6 Litre
• Taşınabilirlik - Omuz askısı + tekerlekli gövde
• Başlık Sayısı - 4 adet
• Kullanım Tipi - Kuru temizlik
• Filtre Sistemi - Yıkanabilir filtre (tahmini)

Kutu İçeriği
• 1 x FLEX VC 6 L MC Elektrikli El Süpürgesi
• 4 x Farklı Temizlik Başlığı
• Omuz Askısı ve Hortum Seti
• Tekerlekli Taşıma Aparatı

Neden FLEX VC 6 L MC Elektrikli El Süpürgesi?
• Kompakt boyut + yüksek performans + çok yönlü kullanım
• Profesyonel atölye ve detailing ortamları için ideal çözüm
• Taşınabilirlik ve kolay hareket imkanı sunar

Hafif tasarım + güçlü motor + çok amaçlı başlıklar = Profesyonel temizlik deneyimi! | Kullanım: 1. Elektrik prizine takın. 2. Uygun başlığı seçin (4 farklı seçenek). 3. Omuz askısı veya tekerlekli gövde ile taşıyın. 4. Dar alanlarda ... | Varyantlar: tek ebat, 532024",FLEX VC 6 L MC Elektrikli Omuz Askılı El Süpürgesi 6 Litre 1200W - 4 Başlıklı Taşınabilir Tekerlekli,532024
532579,FLEX HG 650 Profesyonel Sıcak Hava Tabancası 2000W - LCD Ekran Değişken Isı Hız Ayarlı,FLEX,MAKİNE-EKİPMAN,8400,https://mgpolishing.com/wp-content/uploads/2025/11/532579_0.jpg,https://mtskimya.com/makine-ekipman/hava-tabancalari/prd-flex-hg-650-profesyonel-sicak-hava-tabancasi-2000w-lcd-ekran-degisken-isi-hiz-ayarli,Hava Tabancaları,,"PPF film, cam filmi, boya, yapışkan, plastik, metal bağlantılar",polisher_machine,other,"FLEX HG 650 Profesyonel Sıcak Hava Tabancası 2000W - LCD Ekran Değişken Isı Hız Ayarlı | Marka: FLEX | Alt Tip: other | Ürün Tipi: heat_gun | Güç (W): 2000 | Voltaj: 230 | Sıcaklık Aralığı (°C): 50-650 | Sıcaklık Adımı (°C): 10 | Hava Akışı (L/dk): 250-500 | Hava Akışı Kademeleri: 2 | Kablo Uzunluğu (m): 4 | Ağırlık (g): 700 | Özellikler: LCD ekran, Sabit sıcaklık teknolojisi, 4 nozul dahil, Koruyucu tutamak | Yüzeyler: PPF film, cam filmi, boya, yapışkan, plastik, metal bağlantılar | Özellikler: 2000W güçlü ısıtma | LCD ekranlı hassas sıcaklık kontrolü | 50-650°C geniş ısı aralığı | 4 farklı nozul dahil | Kullanım: Uygun nozulu takın (düz, reflektörlü veya redüktörlü). LCD ekrandan istenen sıcaklığı ayarlayın (50-650°C). Hava akış hızını seçin (250 veya 500 l/dk). | FLEX HG 650 Sıcak Hava Tabancası, 2000W gücü, 50°-650°C LCD sıcaklık kontrolü ve değişken hava akış ayarıyla folyo, boya, vernik ve kaplama söküm işlemlerinde profesyonel çözüm sunar! | Varyantlar: tek ebat, 532579",FLEX HG 650 Profesyonel Sıcak Hava Tabancası 2000W - LCD Ekran Değişken Isı Hız Ayarlı,532579
533019,FLEX PE 150 18-EC Set Rotary Çift Akülü Kablosuz Polisaj Makinesi Seti 18V -Kömürsüz Fırçasız Motor,FLEX,MAKİNE-EKİPMAN,42500,https://mgpolishing.com/wp-content/uploads/2025/11/533019_0.jpeg,https://mtskimya.com/makine-ekipman/polisaj-makineleri/kablosuz-makineler/prd-flex-pe-150-18-ec-set-rotary-cift-akulu-polisaj-makinesi-seti-18v-komursuz-fircasiz-motor,Polisaj Makineleri,Kablosuz Makineler,"Araç boyası, vernik, marin yüzeyler, akrilik cam, endüstriyel yüzeyler",polisher_machine,cordless_rotary_polisher,"FLEX PE 150 18-EC Set Rotary Çift Akülü Kablosuz Polisaj Makinesi Seti 18V -Kömürsüz Fırçasız Motor | Marka: FLEX | Kategori: Kablosuz Makineler | Güç Kaynağı: Battery (Akülü) | Voltaj: 18V | Desteklenen Taban (mm): 150 | Motor Tipi: Brushless (Kömürsüz) | Set İçeriği: 2x 5.0Ah Akü, Hızlı Şarj Cihazı, Çanta | Pil Kapasitesi (Ah): 5 | Pil Sayısı: 2 | Hız Aralığı (rpm): 550-1800 | Hız Kademeleri: 6 | Ağırlık (kg): 2.1 | Çalışma Süresi (dk): 30 | Şarj Süresi (dk): 45 | Özellikler: Kömürsüz motor, CDC sabit elektronik, 6 kademeli hız, EMS koruma sistemi, LED akü göstergesi | Yüzeyler: Araç boyası, vernik, marin yüzeyler, akrilik cam, endüstriyel yüzeyler | Özellikler: Kablosuz özgürlük - 2x 5.0Ah akü ile kesintisiz çalışma | Kömürsüz motor - uzun ömür ve sabit performans | CDC elektronik - yüksek baskıda bile sabit devir | 2 yıl akü dahil garanti | Kullanım: Tam şarjlı aküyü makineye takın. 150mm tabanlık ve uygun pedi monte edin. 6 kademeli hız kadranından uygun devir seçin. | FLEX PE 150 18-EC Set Rotary Polisaj Makinesi, 18V çift akü, fırçasız motor ve CDC sabit elektronik sistemiyle kablosuz, güçlü ve hassas profesyonel polisaj deneyimi sunar! | Varyantlar: tek ebat, 533019",FLEX PE 150 18-EC Set Rotary Çift Akülü Kablosuz Polisaj Makinesi Seti 18V - Kömürsüz Fırçasız Motor,533019
533020,FLEX XCE 8 150 18-EC Set DA Orbital Çift Akülü Kablosuz Polisaj Makinesi Seti - Pozitif Sürüş,FLEX,MAKİNE-EKİPMAN,42500,https://mgpolishing.com/wp-content/uploads/2025/08/533020_1.webp,https://mtskimya.com/makine-ekipman/polisaj-makineleri/kablosuz-makineler/prd-flex-xce-10-8-125-pozitif-surus-random-orbital-polisaj-makinesi-1010w-gear-driven-dual-action,Polisaj Makineleri,Kablosuz Makineler,"Araç boyası, hassas boyalar, vernik, marin yüzeyler, akrilik cam",polisher_machine,forced_rotation_polisher,"FLEX XCE 8 150 18-EC Set DA Orbital Çift Akülü Kablosuz Polisaj Makinesi Seti - Pozitif Sürüş | Marka: FLEX | Kategori: Kablosuz Makineler | Güç Kaynağı: Battery (Akülü) | Voltaj: 18V | Orbit (mm): 8 | Motor Tipi: Brushless | Desteklenen Taban (mm): 150 | Set İçeriği: 2x 5.0Ah Akü, Şarj Cihazı | Pil Kapasitesi (Ah): 5 | Pil Sayısı: 2 | Dönüş Hızı (rpm): 225-700 | Salınım Hızı (rpm): 2700-8700 | Hız Kademeleri: 6 | Ağırlık (kg): 2 | Çalışma Süresi (dk): 40 | Özellikler: Gear Driven, Dual Action, Kömürsüz motor, CDC elektronik, Kablosuz | Yüzeyler: Araç boyası, hassas boyalar, vernik, marin yüzeyler, akrilik cam | Özellikler: Kablosuz Gear Driven - özgürlük + güç | 8mm salınım - yüksek kesim, hologramsız finisaj | Kömürsüz motor - uzun ömür ve verimlilik | 2x 5.0Ah akü - kesintisiz çalışma | Kullanım: Tam şarjlı aküyü takın. 150mm orijinal FLEX tabanlık ve ped monte edin. 6 kademeli hız kadranından devir seçin. | FLEX XCE 8 150 18-EC Kablosuz Dual Action Polisaj Makinesi, rotary+orbital pozitif sürüş teknolojisi ve 8 mm salınımıyla ağır çizikleri hızla giderir, hologramsız finisaj sağlar! | Varyantlar: tek ebat, 533020",FLEX XCE 8 150 18-EC Set DA Orbital Çift Akülü Kablosuz Polisaj Makinesi Seti - Pozitif Sürüş,533020
