target_sku,section_name,category_name,question_tr,answer_tr,question_en,answer_en,url,article_id
Q2M-FYA4000M,Q²M Foam,Q²M Collection,Foam-gun'um yoksa Q²M Foam'u başka nasıl uygulayabilirim?,Solüsyonu Foamer sprayer'da da uygulayabilirsiniz.,"If I don’t have a foam-gun , how can apply Q²M Foam in other-way ?",You can apply the solution in a Foamer sprayer as well.,https://gyeon.zendesk.com/hc/en-us/articles/360000971618-If-I-don-t-have-a-foam-gun-how-can-apply-Q-M-Foam-in-other-way,360000971618
Q2M-QDYA1000M,Q²M QuickDetailer,Q²M Collection,Üzerine ek kaplama uygulayabilir miyim?,Hayır.,Can I top it off with additional coating ?,No,https://gyeon.zendesk.com/hc/en-us/articles/360000971498-Can-I-top-it-off-with-additional-coating,360000971498
_BRAND:gyeon:q2m_general,Q²M MetalPolish,Q²M Collection,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Pompayı kapalı konumda sabitleyin. Kuru, karanlık ve serin bir yerde saklayın. Lütfen donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 3 yıldır.",How to store the product after use? What is the shelf life once opened?,"Secure the dispenser in the closed position. Store it in a dry, dark, and cool place. Please do not allow it to freeze or expose it to sunlight. Once opened, it has a ""good-to-use"" shelf life of 3 years.",https://gyeon.zendesk.com/hc/en-us/articles/360000971218-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360000971218
Q2M-LCN1000M,Q²M LeatherCleaner Natural,Q²M Collection,Q²M LeatherCleaner Natural'ın pH seviyesi nedir?,Q²M LeatherCleaner Natural pH 7-8'dir.,What PH level is Q²M LeatherCleaner Natural ?,Q²M LeatherCleaner Natural is ph7-8,https://gyeon.zendesk.com/hc/en-us/articles/360000945838-What-PH-level-is-Q-M-LeatherCleaner-Natural,360000945838
Q2M-LCSYA1000M,Q²M LeatherCleaner Strong,Q²M Collection,Doğru uygulanmazsa iç mekana zarar verir mi?,Evet — lütfen kullanım kılavuzuna bakın.,Will it damage my interior if not apply properly ?,Yes - please refer to the instruction manual.,https://gyeon.zendesk.com/hc/en-us/articles/360000936557-Will-it-damage-my-interior-if-not-apply-properly,360000936557
Q2M-TEYA1000M,Q²M Tire Express,Q²M Collection,Ürünün kuruması ne kadar sürer?,15 dakika kurumaya bırakın.,How long the product needs to dry ?,Leave it to dry for 15 minutes.,https://gyeon.zendesk.com/hc/en-us/articles/360000942858-How-long-the-product-needs-to-dry,360000942858
Q2M-PPR1000M,Q²M PPF Renew,Q²M Collection,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Pompayı kapalı konumda sabitleyin. Kuru, karanlık ve serin bir yerde saklayın. Lütfen donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 3 yıldır.",How to store the product after use? What is the shelf life once opened?,"Secure the dispenser in the closed position. Store it in a dry, dark, and cool place. Please do not allow it to freeze or expose it to sunlight. Once opened, it has a ""good-to-use"" shelf life of 3 years.",https://gyeon.zendesk.com/hc/en-us/articles/360000942218-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360000942218
_BRAND:gyeon:q2m_general,Q²M DeFrost,Q²M Collection,Q²M DeFrost boyama zarar verir/değiştirir mi?,"Hayır, Q²M DeFrost zarar vermez.",Will Q²M DeFrost will damage/alter my paintwork?,"No, Q²M DeFrost it won't cause any damage.",https://gyeon.zendesk.com/hc/en-us/articles/18581046026268-Will-Q-M-DeFrost-will-damage-alter-my-paintwork,18581046026268
Q2M-GPYA1000M,Q²M Glass+,Q²M Collection,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Pompayı kapalı konumda sabitleyin. Kuru, karanlık ve serin bir yerde saklayın. Lütfen donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 3 yıldır.",How to store the product after use? What is the shelf life once opened?,"Secure the dispenser in the closed position. Store it in a dry, dark, and cool place. Please do not allow it to freeze or expose it to sunlight. Once opened, it has a ""good-to-use"" shelf life of 3 years.",https://gyeon.zendesk.com/hc/en-us/articles/18579465038748-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,18579465038748
Q2M-EW1000M,Q²M ECOWash,Q²M Collection,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Pompayı kapalı konumda sabitleyin. Kuru, karanlık ve serin bir yerde saklayın. Lütfen donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 3 yıldır.",How to store the product after use? What is the shelf life once opened?,"Secure the dispenser in the closed position. Store it in a dry, dark, and cool place. Please do not allow it to freeze or expose it to sunlight. Once opened, it has a ""good-to-use"" shelf life of 3 years.",https://gyeon.zendesk.com/hc/en-us/articles/18565630064924-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,18565630064924
Q2M-TOTR1000M,Q²M TotalRemover,Q²M Collection,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Pompayı kapalı konumda sabitleyin. Kuru, karanlık ve serin bir yerde saklayın. Lütfen donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 3 yıldır.",How to store the product after use? What is the shelf life once opened?,"Secure the dispenser in the closed position. Store it in a dry, dark, and cool place. Please do not allow it to freeze or expose it to sunlight. Once opened, it has a ""good-to-use"" shelf life of 3 years.",https://gyeon.zendesk.com/hc/en-us/articles/18564445259292-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,18564445259292
Q2M-CDYA1000M,Q²M CeramicDetailer,Q²M Collection,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Pompayı kapalı konumda sabitleyin. Kuru, karanlık ve serin bir yerde saklayın. Lütfen donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 3 yıldır.",How to store the product after use? What is the shelf life once opened?,"Secure the dispenser in the closed position. Store it in a dry, dark, and cool place. Please do not allow it to freeze or expose it to sunlight. Once opened, it has a ""good-to-use"" shelf life of 3 years.",https://gyeon.zendesk.com/hc/en-us/articles/18563960767900-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,18563960767900
Q2M-IWCR4000M,Q²M Iron WheelCleaner REDEFINED,Q²M Collection,Q²M Iron WheelCleaner REDEFINED'i durulamaktan sonra jantlarımda hâlâ kir var — neden?,Bu solüsyon demir partiküllerini çıkarmak için tasarlanmıştır — mükemmel sonuç için jant yıkama prosedürüne devam etmeniz gerekir.,After rinsing Q²M Iron WheelCleaner REDEFINED my wheels have still dirt on it - Why ?,This solution is designed to remove Iron particles - You will need to proceed with wheel wash procedure for a perfect result.,https://gyeon.zendesk.com/hc/en-us/articles/5742110944785-After-rinsing-Q-M-Iron-WheelCleaner-REDEFINED-my-wheels-have-still-dirt-on-it-Why,5742110944785
Q2M-PPFMR500M,Q²M PPF Maintain REDEFINED,Q²M Collection,Üzerine ek kaplama uygulayabilir miyim?,Hayır.,Can I top it off with additional coating?,No.,https://gyeon.zendesk.com/hc/en-us/articles/360003986318-Can-I-top-it-off-with-additional-coating,360003986318
_BRAND:gyeon:q2m_general,Q²M Glass,Q²M Collection,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Pompayı kapalı konumda sabitleyin. Kuru, karanlık ve serin bir yerde saklayın. Lütfen donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 3 yıldır.",How to store the product after use? What is the shelf life once opened?,"Secure the dispenser in the closed position. Store it in a dry, dark, and cool place. Please do not allow it to freeze or expose it to sunlight. Once opened, it has a ""good-to-use"" shelf life of 3 years.",https://gyeon.zendesk.com/hc/en-us/articles/360000982637-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360000982637
Q2M-CRYA250M,Q²M Cure REDEFINED,Q²M Collection,Q²M Cure REDEFINED çizgi izi bıraktı — neden?,Ürünün aşırı kullanımı high spot oluşumuna yol açar — ilgili paneli yıkayıp yeniden uygulayın.,Q²M Cure REDEFINED left streaks - Why ?,Overusing the product will result in high spot - Proceed with washing the panel concerned and re-apply.,https://gyeon.zendesk.com/hc/en-us/articles/360000991978-Q-M-Cure-REDEFINED-left-streaks-Why,360000991978
Q2M-CMR500M,Q²M Cure Matte REDEFINED,Q²M Collection,Üzerine ek kaplama uygulayabilir miyim?,Hayır.,Can I top it off with additional coating ?,No,https://gyeon.zendesk.com/hc/en-us/articles/360000991678-Can-I-top-it-off-with-additional-coating,360000991678
_BRAND:gyeon:q2m_general,Q²M WetCoat Essence,Q²M Collection,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Pompayı kapalı konumda sabitleyin. Kuru, karanlık ve serin bir yerde saklayın. Lütfen donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 3 yıldır.",How to store the product after use? What is the shelf life once opened?,"Secure the dispenser in the closed position. Store it in a dry, dark, and cool place. Please do not allow it to freeze or expose it to sunlight. Once opened, it has a ""good-to-use"" shelf life of 3 years.",https://gyeon.zendesk.com/hc/en-us/articles/360000981897-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360000981897
Q2M-WCYA4000M,Q²M WetCoat,Q²M Collection,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Pompayı kapalı konumda sabitleyin. Kuru, karanlık ve serin bir yerde saklayın. Lütfen donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 3 yıldır.",How to store the product after use? What is the shelf life once opened?,"Secure the dispenser in the closed position. Store it in a dry, dark, and cool place. Please do not allow it to freeze or expose it to sunlight. Once opened, it has a ""good-to-use"" shelf life of 3 years.",https://gyeon.zendesk.com/hc/en-us/articles/360000981677-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360000981677
Q2M-PO1000M,Q²M Polish,Q²M Collection,Plastik bir parçaya pasta sürdüm — nasıl çıkarırım?,Q²M Prep ile birden fazla kez silin.,I put some compound on a plastic part - How to remove it ?,Wipe multiple times with Q²M Prep,https://gyeon.zendesk.com/hc/en-us/articles/360000991178-I-put-some-compound-on-a-plastic-part-How-to-remove-it,360000991178
Q2M-CM1000M,Q²M Compound,Q²M Collection,Plastik bir parçaya pasta sürdüm — nasıl çıkarırım?,Q²M Prep ile birden fazla kez silin.,I put some compound on a plastic part - How to remove it ?,Wipe multiple times with Q²M Prep,https://gyeon.zendesk.com/hc/en-us/articles/360000990958-I-put-some-compound-on-a-plastic-part-How-to-remove-it,360000990958
Q2M-CMPR1000M,Q²M Compound+ REDEFINED,Q²M Collection,Plastik bir parçaya pasta sürdüm — nasıl çıkarırım?,Q²M Prep ile birden fazla kez silin.,I put some compound on a plastic part - How to remove it ?,Wipe multiple times with Q²M Prep,https://gyeon.zendesk.com/hc/en-us/articles/360000989698-I-put-some-compound-on-a-plastic-part-How-to-remove-it,360000989698
Q2M-PYA4000M,Q²M Prep,Q²M Collection,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Pompayı kapalı konumda sabitleyin. Kuru, karanlık ve serin bir yerde saklayın. Lütfen donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 3 yıldır.",How to store the product after use? What is the shelf life once opened?,"Secure the dispenser in the closed position. Store it in a dry, dark, and cool place. Please do not allow it to freeze or expose it to sunlight. Once opened, it has a ""good-to-use"" shelf life of 3 years.",https://gyeon.zendesk.com/hc/en-us/articles/360000962157-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360000962157
Q2M-TR4000M,Q²M Tar REDEFINED,Q²M Collection,Q²M Tar REDEFINED'i durulamaktan sonra hâlâ boyamda kontaminasyon hissediyorum — neden?,Bazı kontaminasyonlar optimum sonuç için birden fazla uygulama gerektirir.,After rinsing Q²M Tar REDEFINED I still feel my paint contamination - Why ?,Some contamination will require multiple applications for optimum results.,https://gyeon.zendesk.com/hc/en-us/articles/360000961297-After-rinsing-Q-M-Tar-REDEFINED-I-still-feel-my-paint-contamination-Why,360000961297
Q2M-IR4000M,Q²M Iron REDEFINED,Q²M Collection,Q²M Iron REDEFINED'i durulamaktan sonra jantlarımda hâlâ kir var — neden?,Bu solüsyon demir partiküllerini çıkarmak için tasarlanmıştır — mükemmel sonuç için jant yıkama prosedürüne devam etmeniz gerekir.,After rinsing Q²M Iron REDEFINED my wheels have still dirt on it - Why ?,This solution is designed to remove Iron particles - You will need to proceed with wheel wash procedure for a perfect result.,https://gyeon.zendesk.com/hc/en-us/articles/360000972338-After-rinsing-Q-M-Iron-REDEFINED-my-wheels-have-still-dirt-on-it-Why,360000972338
Q2M-WSYA1000M,Q²M WaterSpot,Q²M Collection,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Pompayı kapalı konumda sabitleyin. Kuru, karanlık ve serin bir yerde saklayın. Lütfen donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 3 yıldır.",How to store the product after use? What is the shelf life once opened?,"Secure the dispenser in the closed position. Store it in a dry, dark, and cool place. Please do not allow it to freeze or expose it to sunlight. Once opened, it has a ""good-to-use"" shelf life of 3 years.",https://gyeon.zendesk.com/hc/en-us/articles/360000959897-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360000959897
Q2M-BGYA1000M,Q²M Bug & Grime,Q²M Collection,Q²M Bug&Grime boyama veya kaplamama zarar verir/değiştirir mi?,Hayır — bu solüsyon kaplama ve wax güvenlidir.,Will Q²M Bug&Grime will damage/alter my paint work or coating ?,No - This solution is coating and wax safe.,https://gyeon.zendesk.com/hc/en-us/articles/360000971698-Will-Q-M-Bug-Grime-will-damage-alter-my-paint-work-or-coating,360000971698
Q2M-FYA4000M,Q²M Foam,Q²M Collection,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Pompayı kapalı konumda sabitleyin. Kuru, karanlık ve serin bir yerde saklayın. Lütfen donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 3 yıldır.",How to store the product after use? What is the shelf life once opened?,"Secure the dispenser in the closed position. Store it in a dry, dark, and cool place. Please do not allow it to freeze or expose it to sunlight. Once opened, it has a ""good-to-use"" shelf life of 3 years.",https://gyeon.zendesk.com/hc/en-us/articles/360000959677-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360000959677
Q2M-QDYA1000M,Q²M QuickDetailer,Q²M Collection,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Pompayı kapalı konumda sabitleyin. Kuru, karanlık ve serin bir yerde saklayın. Lütfen donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 3 yıldır.",How to store the product after use? What is the shelf life once opened?,"Secure the dispenser in the closed position. Store it in a dry, dark, and cool place. Please do not allow it to freeze or expose it to sunlight. Once opened, it has a ""good-to-use"" shelf life of 3 years.",https://gyeon.zendesk.com/hc/en-us/articles/360000959517-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360000959517
Q2M-LCN1000M,Q²M LeatherCleaner Natural,Q²M Collection,Üzerine ek kaplama uygulayabilir miyim?,"Evet, Q² LeatherCoat REDEFINED (Q²M LeatherSet'te bulunur) veya Q² LeatherShield EVO uygulamanızı öneririz.",Can I top it off with additional coating ?,Yes we recommend applying Q² LeatherCoat REDEFINED (present in Q²M LeatherSet) or Q² LeatherShield EVO,https://gyeon.zendesk.com/hc/en-us/articles/360000945738-Can-I-top-it-off-with-additional-coating,360000945738
Q2M-LCSYA1000M,Q²M LeatherCleaner Strong,Q²M Collection,Üzerine ek kaplama uygulayabilir miyim?,"Evet, Q² LeatherCoat REDEFINED (Q²M LeatherSet'te bulunur) veya Q² LeatherShield EVO uygulamanızı öneririz.",Can I top it off with additional coating ?,Yes we recommend applying Q² LeatherCoat REDEFINED (present in Q²M LeatherSet) or Q² LeatherShield EVO,https://gyeon.zendesk.com/hc/en-us/articles/360000936477-Can-I-top-it-off-with-additional-coating,360000936477
Q2M-TEYA1000M,Q²M Tire Express,Q²M Collection,Çıkarılabilir mi?,"Evet, Q²M TireCleaner kullanarak.",Can it be removed ?,"Yes, with the use of Q²M TireCleaner",https://gyeon.zendesk.com/hc/en-us/articles/360000934177-Can-it-be-removed,360000934177
_BRAND:gyeon:q2m_general,Q²M DeFrost,Q²M Collection,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Pompayı kapalı konumda sabitleyin. Kuru, karanlık ve serin bir yerde saklayın. Lütfen donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 3 yıldır.",How to store the product after use? What is the shelf life once opened?,"Secure the dispenser in the closed position. Store it in a dry, dark, and cool place. Please do not allow it to freeze or expose it to sunlight. Once opened, it has a ""good-to-use"" shelf life of 3 years.",https://gyeon.zendesk.com/hc/en-us/articles/18580547329436-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,18580547329436
Q2M-IWCR4000M,Q²M Iron WheelCleaner REDEFINED,Q²M Collection,Q²M Iron WheelCleaner REDEFINED boyama veya kaplamama zarar verir/değiştirir mi?,Hayır — Q²M Iron WheelCleaner REDEFINED'i kurumaya bırakmayın.,Will Q²M Iron WheelCleaner REDEFINED will damage/alter my paint work or coating ?,No - Do not let Q²M Iron WheelCleaner REDEFINED dry out.,https://gyeon.zendesk.com/hc/en-us/articles/5741589985553-Will-Q-M-Iron-WheelCleaner-REDEFINED-will-damage-alter-my-paint-work-or-coating,5741589985553
Q2M-PPFMR500M,Q²M PPF Maintain REDEFINED,Q²M Collection,Q²M PPF Maintain REDEFINED çizgi izi bıraktı — neden?,Ürünün aşırı kullanımı high spot oluşumuna yol açar — ilgili paneli yıkayıp yeniden uygulayın.,Q²M PPF Maintain REDEFINED left streaks - Why?,Overusing the product will result in high spot - Proceed with washing the panel concerned and re-apply.,https://gyeon.zendesk.com/hc/en-us/articles/360003986418-Q-M-PPF-Maintain-REDEFINED-left-streaks-Why,360003986418
Q2M-CRYA250M,Q²M Cure REDEFINED,Q²M Collection,Bu ürünle kaplı bir araç nasıl bakım görür?,"Normal yıkama rutininizde Q²M Bathe+ ve Q²M WetCoat kullanmanızı öneririz. Bu ürün, pH 4 ile 9 arası kimyasallara dirençli olarak tasarlanmıştır.",How to maintain a vehicle coated with that product ?,We recommend the use of Q²M Bathe+ and Q²M Wetcoat during your normal wash routine. This product is designed to resist chemicals ph. within 4 to 9.,https://gyeon.zendesk.com/hc/en-us/articles/360000991958-How-to-maintain-a-vehicle-coated-with-that-product,360000991958
Q2M-CMR500M,Q²M Cure Matte REDEFINED,Q²M Collection,Q²M Cure Matte REDEFINED çizgi izi bıraktı — neden?,Ürünün aşırı kullanımı high spot oluşumuna yol açar — ilgili paneli yıkayıp yeniden uygulayın.,Q²M Cure Matte REDEFINED left streaks - Why ?,Overusing the product will result in high spot - Proceed with washing the panel concerned and re-apply.,https://gyeon.zendesk.com/hc/en-us/articles/360000991698-Q-M-Cure-Matte-REDEFINED-left-streaks-Why,360000991698
Q2M-PO1000M,Q²M Polish,Q²M Collection,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Pompayı kapalı konumda sabitleyin. Kuru, karanlık ve serin bir yerde saklayın. Lütfen donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 3 yıldır.",How to store the product after use? What is the shelf life once opened?,"Secure the dispenser in the closed position. Store it in a dry, dark, and cool place. Please do not allow it to freeze or expose it to sunlight. Once opened, it has a ""good-to-use"" shelf life of 3 years.",https://gyeon.zendesk.com/hc/en-us/articles/360000981537-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360000981537
Q2M-CM1000M,Q²M Compound,Q²M Collection,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Pompayı kapalı konumda sabitleyin. Kuru, karanlık ve serin bir yerde saklayın. Lütfen donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 3 yıldır.",How to store the product after use? What is the shelf life once opened?,"Secure the dispenser in the closed position. Store it in a dry, dark, and cool place. Please do not allow it to freeze or expose it to sunlight. Once opened, it has a ""good-to-use"" shelf life of 3 years.",https://gyeon.zendesk.com/hc/en-us/articles/360000990878-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360000990878
Q2M-CMPR1000M,Q²M Compound+ REDEFINED,Q²M Collection,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Pompayı kapalı konumda sabitleyin. Kuru, karanlık ve serin bir yerde saklayın. Lütfen donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 3 yıldır.",How to store the product after use? What is the shelf life once opened?,"Secure the dispenser in the closed position. Store it in a dry, dark, and cool place. Please do not allow it to freeze or expose it to sunlight. Once opened, it has a ""good-to-use"" shelf life of three years.",https://gyeon.zendesk.com/hc/en-us/articles/360000989658-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360000989658
Q2M-TR4000M,Q²M Tar REDEFINED,Q²M Collection,Q²M Tar REDEFINED sıktım ama kahverengi renk görmüyorum — neden?,Aracınızda zift kontaminasyonu yoksa solüsyon tepki vermez ve kahverengiye dönmez.,I sprayed Q²M Tar REDEFINED but I don’t see brown colour - Why ?,If there is no tar contamination present on your vehicle the solution will not react and turn brown.,https://gyeon.zendesk.com/hc/en-us/articles/360000961337-I-sprayed-Q-M-Tar-REDEFINED-but-I-don-t-see-brown-colour-Why,360000961337
