target_sku,section_name,category_name,question_tr,answer_tr,question_en,answer_en,url,article_id
Q2-BS30M,Q² Booster,Q² Collection,Birden fazla kat uygulayabilir miyim?,Hayır.,Can I apply multiple layers? ,No,https://gyeon.zendesk.com/hc/en-us/articles/360000930298-Can-I-apply-multiple-layers,360000930298
Q2-SLE50M,Q² Syncro EVO,Q² Collection,Nasıl uygulanır?,Lütfen ürünle birlikte gelen kullanım kılavuzuna ya da şu bağlantıya bakın: https://gyeonquartz.com/wp-content/uploads/2022/01/paint-coatings-manual.pdf,How to apply ?,Please refer to the instruction manual that you find included with the product or here: https://gyeonquartz.com/wp-content/uploads/2022/01/paint-coatings-manual.pdf,https://gyeon.zendesk.com/hc/en-us/articles/360000921458-How-to-apply,360000921458
Q2-MLE100M,Q² Mohs EVO,Q² Collection,Ne kadar dayanır?,"Q² Mohs EVO tek katta 36 ay / 40.000 km, iki katta 48 ay / 50.000 km dayanır.",How long will it last ?,Q² Mohs EVO last up to 36 MONTHS / 40KKM for 1 layer & 48 MONTHS / 50KKM for 2 layers.,https://gyeon.zendesk.com/hc/en-us/articles/360000900097-How-long-will-it-last,360000900097
Q2-MTEL50M,Q² Matte EVO,Q² Collection,Birden fazla kat uygulayabilir miyim?,Evet.,Can I apply multiple layers? ,Yes.,https://gyeon.zendesk.com/hc/en-us/articles/360000899657-Can-I-apply-multiple-layers,360000899657
Q2-PLE50M,Q² Pure EVO,Q² Collection,Ne kadar dayanır?,Q² Pure EVO 36 ay / 40.000 km'ye kadar dayanır.,How long will it last ?,Q² Pure EVO will last up to 36 months/40k km.,https://gyeon.zendesk.com/hc/en-us/articles/360000903558-How-long-will-it-last,360000903558
Q2-OLE100M,Q² One EVO,Q² Collection,Çıkarılabilir mi?,Evet — çıkarmak için kesim pastası ve uygun bir ped ile mekanik cilalama gerekir.,Can it be removed?,Yes - removal will require mechanical polishing with a compound and appropriate polishing pad.,https://gyeon.zendesk.com/hc/en-us/articles/360000902898-Can-it-be-removed,360000902898
_BRAND:gyeon:q2_general,Q² CanCoat Pro EVO,Q² Collection,Wax üzerine uygulayabilir miyim?,"Hayır, her seramik kaplama uygulamadan önce mükemmel yüzey hazırlığı ve yağ alma gerektirir.",Can I apply it on top of a wax? ,"No, every ceramic coating requires excellent surface preparation and degreasing prior to application.",https://gyeon.zendesk.com/hc/en-us/articles/360000894497-Can-I-apply-it-on-top-of-a-wax,360000894497
Q2-CCE200M,Q² CanCoat EVO,Q² Collection,Çıkarılabilir mi?,Evet — çıkarmak için kesim pastası ve uygun bir ped ile mekanik cilalama gerekir.,Can it be removed?,Yes - removal will require mechanical polishing with a compound and appropriate polishing pad.,https://gyeon.zendesk.com/hc/en-us/articles/360000901618-Can-it-be-removed,360000901618
Q2-QV120M,Q² QuickView,Q² Collection,Ne kadar dayanır?,Q² QuickView 6 ay / 30.000 km'ye kadar dayanır.,How long will it last?,Q² QuickView can last up to 6 months/30k km,https://gyeon.zendesk.com/hc/en-us/articles/360015823058-How-long-will-it-last,360015823058
Q2-W175G,Q² Wax,Q² Collection,Birden fazla kat uygulayabilir miyim?,Evet.,Can I apply multiple layers?,Yes.,https://gyeon.zendesk.com/hc/en-us/articles/360015739837-Can-I-apply-multiple-layers,360015739837
_BRAND:gyeon:q2_general,Q² Flash EVO,Q² Collection,Bu ürünle kaplı bir araç nasıl bakım görür?,"Normal yıkama rutininizde Q²M Bathe+ ve Q²M WetCoat kullanmanızı öneririz. Kaplama, pH 2 ile 11 arası kimyasallara dirençli olarak tasarlanmıştır. Daha fazla tavsiye için Certified Detailer'ınızla iletişime geçin.",How to maintain a vehicle coated with that product?,We recommend the use of Q²M Bathe+ and Q²M WetCoat during your normal wash routine. The coating is designed to resist chemicals ph. within 2 to 11. For further advice please contact your Certified Detailer.,https://gyeon.zendesk.com/hc/en-us/articles/360004017637-How-to-maintain-a-vehicle-coated-with-that-product,360004017637
Q2-PPFE50M,Q² PPF EVO,Q² Collection,Birden fazla kat uygulayabilir miyim?,"Evet, ancak gerekli değildir.",Can I apply multiple layers ?,"Yes, however, it is not required.",https://gyeon.zendesk.com/hc/en-us/articles/360004004417-Can-I-apply-multiple-layers,360004004417
Q2-TYA500M,Q² Tire,Q² Collection,Çıkarılabilir mi?,"Evet, Q²M TireCleaner kullanarak.",Can it be removed?,"Yes, with the use of Q²M TireCleaner.",https://gyeon.zendesk.com/hc/en-us/articles/360000933357-Can-it-be-removed,360000933357
Q2-LCR500M,Q² LeatherCoat REDEFINED,Q² Collection,Çıkarılabilir mi?,Evet. Yüzeyi özel deri temizleyici ile birden çok kez temizlemek Q² LeatherCoat REDEFINED'i azaltır.,Can it be removed?,Yes. Multiple clean of the surface with dedidcated leather cleaner will diminish Q² LeatherCoat REDEFINED.,https://gyeon.zendesk.com/hc/en-us/articles/360000933117-Can-it-be-removed,360000933117
Q2-LSE50M,Q² LeatherShield EVO,Q² Collection,Ne kadar dayanır?,Q² LeatherShield EVO 18 ay / 30.000 km'ye kadar dayanır.,How long will it last ?,Q² LeatherShield EVO lasts up to 18 months/30k km,https://gyeon.zendesk.com/hc/en-us/articles/360000941218-How-long-will-it-last,360000941218
Q2-AF120M,Q² AntiFog,Q² Collection,Ne kadar dayanır?,Q² AntiFog 2 aya kadar dayanır.,How long will it last ?,Q² AntiFog lasts up to 2 months.,https://gyeon.zendesk.com/hc/en-us/articles/360000940998-How-long-will-it-last,360000940998
Q2-FCNA400M,Q² FabricCoat,Q² Collection,Ne kadar dayanır?,Q² FabricCoat 6 aya kadar dayanır.,How long will it last ?,Q² Fabric Coat last up to 6 months,https://gyeon.zendesk.com/hc/en-us/articles/360000931657-How-long-will-it-last,360000931657
Q2-VE20M,Q² View EVO,Q² Collection,Ürünün kuruması/kürlenmesi ne kadar sürer?,"Ürün uygulamadan sonra atmosferik etkilere maruz kalmadan en az 12 saat, deterjanlı yıkama yapılmadan da 14 gün daha bekletilmelidir.",How long does the product need to dry/cure ?,The product needs minimum 12h after application before being exposed to atmospherically impact and another 14 days with no detergent wash.,https://gyeon.zendesk.com/hc/en-us/articles/360000940398-How-long-does-the-product-need-to-dry-cure,360000940398
Q2-TRE30M,Q² Trim EVO,Q² Collection,Ne kadar dayanır?,Q² Trim EVO 36 ay / 50.000 km'ye kadar dayanır.,How long will it last ?,Q² Trim EVO will last up to 36months/ 50k km.,https://gyeon.zendesk.com/hc/en-us/articles/360000932758-How-long-will-it-last,360000932758
Q2-RE30M,Q² Rim EVO,Q² Collection,Birden fazla kat uygulayabilir miyim?,Evet — katlar arasında 1 saat bekleyin.,Can I apply multiple layers?,Yes - please wait 1h in between layers.,https://gyeon.zendesk.com/hc/en-us/articles/360000932158-Can-I-apply-multiple-layers,360000932158
Q2-PR1000M,Q² Primer,Q² Collection,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Pompayı kapalı konumda sabitleyin. Kuru, karanlık ve serin bir yerde saklayın. Lütfen donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 2 yıldır.",How to store the product after use? What is the shelf life once opened?,"Secure the dispenser in the closed position. Store it in a dry, dark, and cool place. Please do not allow it to freeze or expose it to sunlight. Once opened, it has a ""good-to-use"" shelf life of 2 years.",https://gyeon.zendesk.com/hc/en-us/articles/360000931198-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360000931198
Q2-BS30M,Q² Booster,Q² Collection,PPF/Mat boya/Vinil/Karbon Fiber üzerine uygulanabilir mi?,"Evet, mat bitiş yüzeyler hariç.",Can it be apply on PPF/Matte Paint/Vinyl/Carbon Fiber ?,"Yes, except matte finished surfaces.",https://gyeon.zendesk.com/hc/en-us/articles/360000920537-Can-it-be-apply-on-PPF-Matte-Paint-Vinyl-Carbon-Fiber,360000920537
Q2-SLE50M,Q² Syncro EVO,Q² Collection,Çıkarılabilir mi?,Evet — çıkarmak için kesim pastası ve uygun bir ped ile mekanik cilalama gerekir.,Can it be removed?,Yes - removal will require mechanical polishing with a compound and appropriate polishing pad.,https://gyeon.zendesk.com/hc/en-us/articles/360000921838-Can-it-be-removed,360000921838
Q2-MLE100M,Q² Mohs EVO,Q² Collection,Birden fazla kat uygulayabilir miyim?,"Evet — katlar arasında yaklaşık 1 saat bekleyin, 2 saati aşmayın.",Can I apply multiple layers? ,"Yes - wait about 1h between layer, do not exceed 2h mark.",https://gyeon.zendesk.com/hc/en-us/articles/360000908418-Can-I-apply-multiple-layers,360000908418
Q2-MTEL50M,Q² Matte EVO,Q² Collection,Parlak yüzeylere uygulanabilir mi?,Zarar vermez.,Can it be apply on Glossy Part ?,It will not do any harm.,https://gyeon.zendesk.com/hc/en-us/articles/360000906498-Can-it-be-apply-on-Glossy-Part,360000906498
Q2-PLE50M,Q² Pure EVO,Q² Collection,Birden fazla kat uygulayabilir miyim?,"Evet, ancak tek katta tam fonksiyonel olarak tasarlanmıştır.

Katlar arasında en az 1 saat bekleyin.",Can I apply multiple layers? ,"Yes, although it's designed to be fully functional with just one layer.

Wait minimum 1h between layers.",https://gyeon.zendesk.com/hc/en-us/articles/360000903618-Can-I-apply-multiple-layers,360000903618
Q2-OLE100M,Q² One EVO,Q² Collection,Kaplama uygulamadan önce boya korreksiyonu zorunlu mu?,Hayır — ancak yüzey hazırlığı (dekontaminasyon ve yağ alma) kritik öneme sahiptir. Daha fazla ürüne özel detay için kullanım kılavuzunu takip edin.,Is paint correction obligatory before applying the coating ?,No - however surface preparation (decontamination and degreasing) are crucial. Follow the user manual for more product specific details.,https://gyeon.zendesk.com/hc/en-us/articles/360000896197-Is-paint-correction-obligatory-before-applying-the-coating,360000896197
_BRAND:gyeon:q2_general,Q² CanCoat Pro EVO,Q² Collection,Islak yüzeye uygulanabilir mi?,"Hayır, yalnızca iyi hazırlanmış, dekontamine edilmiş ve Q²M Prep ile yağdan arındırılmış yüzeylere veya başka bir seramik kaplamanın üzerine uygulanır.",Can it be applied on a wet surface ?,"No, only on well prepared, decontaminated and degreased with Q²M Prep surfaces or on top of another ceramic coating.",https://gyeon.zendesk.com/hc/en-us/articles/360000901718-Can-it-be-applied-on-a-wet-surface,360000901718
Q2-CCE200M,Q² CanCoat EVO,Q² Collection,Q² CanCoat EVO hangi yüzeylere uygulanabilir?,"Q² CanCoat EVO çok yönlü bir üründür. Boya, trim, jant, metal, karbon fiber ve PPF/Vinil üzerine uygulayabilirsiniz.",What surface can you apply Q² CanCoat EVO on?,"Q² CanCoat EVO is a very versatile product. You are allowed to apply it to paint, trim, rims, metal, carbon fibre & PPF/Vinyl.",https://gyeon.zendesk.com/hc/en-us/articles/360000901478-What-surface-can-you-apply-Q-CanCoat-EVO-on,360000901478
Q2-QV120M,Q² QuickView,Q² Collection,Ürünün kuruması/kürlenmesi ne kadar sürer?,"Q² QuickView silmeden önce 5 dakika kürlenmesi gerekir. İdealde, uygulamadan sonraki 12 saat boyunca kaplı yüzeyi suya maruz bırakmamanızı öneririz.",How long does the product need to dry/cure ?,Q² QuickView needs 5 minutes to cure before wipe off - idealistically we would recommend to not expose the coated surface to water in the 12 hours following its application.,https://gyeon.zendesk.com/hc/en-us/articles/360015760557-How-long-does-the-product-need-to-dry-cure,360015760557
Q2-W175G,Q² Wax,Q² Collection,Islak yüzeye uygulanabilir mi?,"Hayır, yalnızca iyi hazırlanmış, dekontamine edilmiş ve Q²M Prep ile yağdan arındırılmış yüzeylere veya başka bir seramik kaplamanın üzerine uygulanır.",Can it be applied on a wet surface ?,"No, only on well prepared, decontaminated and degreased with Q²M Prep surfaces or on top of another ceramic coating.",https://gyeon.zendesk.com/hc/en-us/articles/360015739897-Can-it-be-applied-on-a-wet-surface,360015739897
_BRAND:gyeon:q2_general,Q² Flash EVO,Q² Collection,Kaplama uygulamadan önce boya korreksiyonu zorunlu mu?,"Bu, Certified Detailer'ınızın incelemesine bağlıdır — lütfen onun görüşüne güvenin.",Paint Correction is obligatory before applying the coating?,This depends on your Certified Detailer inspection - please rely on his opinion.,https://gyeon.zendesk.com/hc/en-us/articles/360004017757-Paint-Correction-is-obligatory-before-applying-the-coating,360004017757
Q2-PPFE50M,Q² PPF EVO,Q² Collection,Boya üzerine uygulanabilir mi?,"Hayır, Q² PPF EVO piyasadaki çoğu PPF ve vinil sargı üzerinde bulunan poliüretan gibi esnek bir yüzeye uygulanmak üzere tasarlanmıştır.",Can it be apply on paint ?,"No, Q² PPF EVO is designed to be applied on a flexible surface such as polyurethane present on most of PPF and vinyl wrap on the market.",https://gyeon.zendesk.com/hc/en-us/articles/360004004457-Can-it-be-apply-on-paint,360004004457
Q2-TYA500M,Q² Tire,Q² Collection,Ne kadar dayanır?,Q² Tire 5 yıkamaya kadar dayanır; ancak su itme özelliği sona erse bile hoş bir görsel etki kalır.,How long will it last ?,"Q² Tire lasts up to 5 washes, however, even if the repellency stops, a pleasant visual effect remains",https://gyeon.zendesk.com/hc/en-us/articles/360000933277-How-long-will-it-last,360000933277
Q2-LCR500M,Q² LeatherCoat REDEFINED,Q² Collection,Ne kadar dayanır?,Q² LeatherCoat REDEFINED 3 aya kadar dayanır.,How long will it last ?,Q² LeatherCoat REDEFINED last up to 3 months,https://gyeon.zendesk.com/hc/en-us/articles/360000932997-How-long-will-it-last,360000932997
Q2-LSE50M,Q² LeatherShield EVO,Q² Collection,Çıkarılabilir mi?,Hayır. Belirli bir sorun yaşıyorsanız lütfen iletişim formundan bize ulaşın.,Can it be removed?,No. If you have a specific issue please contact us via the contact form,https://gyeon.zendesk.com/hc/en-us/articles/360000941278-Can-it-be-removed,360000941278
Q2-AF120M,Q² AntiFog,Q² Collection,Ürünün kuruması ne kadar sürer?,Uygulamadan sonra en az 2 saat cama dokunmayın.,How long does the product need to dry ?,Do not touch the glass for at least 2 hours after application.,https://gyeon.zendesk.com/hc/en-us/articles/360000932157-How-long-does-the-product-need-to-dry,360000932157
Q2-FCNA400M,Q² FabricCoat,Q² Collection,Ürünün kuruması/kürlenmesi ne kadar sürer?,Tamamen kuruyana kadar yüzeye dokunmayın. Aracı en az 12 saat kullanmayın.,How long does the product need to dry/cure ?,Do not touch the surface until it fully dries. Do not use the vehicle for at least 12 hours,https://gyeon.zendesk.com/hc/en-us/articles/360000931997-How-long-does-the-product-need-to-dry-cure,360000931997
Q2-VE20M,Q² View EVO,Q² Collection,Birden fazla kat uygulayabilir miyim?,Evet.,Can I apply multiple layers? ,Yes,https://gyeon.zendesk.com/hc/en-us/articles/360000940238-Can-I-apply-multiple-layers,360000940238
Q2-TRE30M,Q² Trim EVO,Q² Collection,Ürünün kuruması/kürlenmesi ne kadar sürer?,"Ürün uygulamadan sonra atmosferik etkilere maruz kalmadan en az 12 saat, deterjanlı yıkama yapılmadan da 14 gün daha bekletilmelidir.",How long does the product need to dry/cure ?,The product needs minimum 12h after application before being exposed to atmospherically impact and another 14 days with no detergent wash.,https://gyeon.zendesk.com/hc/en-us/articles/360000932998-How-long-does-the-product-need-to-dry-cure,360000932998
Q2-RE30M,Q² Rim EVO,Q² Collection,Üzerine ek kaplama/wax/sealant uygulayabilir miyim?,Evet — Q² CanCoat/Pro veya Q²M Cure REDEFINED ve Q²M WetCoat üzerine uygulanabilir.,Can I top it off with additional coating/wax/sealant?,Yes - We recommend Q² CanCoat/Pro or Q²M Cure REDEFINED & Q²M WetCoat can be applied on top of it,https://gyeon.zendesk.com/hc/en-us/articles/360000932178-Can-I-top-it-off-with-additional-coating-wax-sealant,360000932178
Q2-BS30M,Q² Booster,Q² Collection,Ne kadar dayanır?,Q² Booster 12 aya kadar ekler.,How long will it last ?,Q² Booster adds up to 12months,https://gyeon.zendesk.com/hc/en-us/articles/360000913417-How-long-will-it-last,360000913417
Q2-SLE50M,Q² Syncro EVO,Q² Collection,Ne kadar dayanır?,Q² Syncro EVO 50 ay / 50.000 km'ye kadar dayanır.,How long will it last ?,Q² Syncro EVO will last up to 50 months/50k km.,https://gyeon.zendesk.com/hc/en-us/articles/360000911337-How-long-will-it-last,360000911337
Q2-MLE100M,Q² Mohs EVO,Q² Collection,PPF/Mat boya/Vinil/Karbon Fiber üzerine uygulanabilir mi?,Evet.,Can it be apply on PPF/Matte Paint/Vinyl/Carbon Fiber ?,Yes.,https://gyeon.zendesk.com/hc/en-us/articles/360000908438-Can-it-be-apply-on-PPF-Matte-Paint-Vinyl-Carbon-Fiber,360000908438
Q2-MTEL50M,Q² Matte EVO,Q² Collection,Sette gelen Q²M Cure Matte REDEFINED ne zaman uygulanmalı?,Q²M Cure Matte REDEFINED'in uygulamadan en az 12 saat sonra ve her yıkamadan sonra bakım ürünü olarak uygulanmasını öneririz.,When should I apply Q²M Cure Matte REDEFINED included in the kit ?,We recommend application of Q²M Cure Matte REDEFINED 12h minimum after the application and has a maintenance product after every wash.,https://gyeon.zendesk.com/hc/en-us/articles/360000899837-When-should-I-apply-Q-M-Cure-Matte-REDEFINED-included-in-the-kit,360000899837
Q2-PLE50M,Q² Pure EVO,Q² Collection,Q² Pure EVO hangi yüzeylere uygulanabilir?,Bu kaplama aracınızın tüm boyalı yüzeyleri için tasarlanmıştır.,What surface can you apply Q² Pure EVO on?,This coating is designed for all painted surfaces of your vehicle.,https://gyeon.zendesk.com/hc/en-us/articles/360000896457-What-surface-can-you-apply-Q-Pure-EVO-on,360000896457
Q2-OLE100M,Q² One EVO,Q² Collection,Wax üzerine uygulayabilir miyim?,Hayır.,Can I apply it on top of a wax? ,No.,https://gyeon.zendesk.com/hc/en-us/articles/360000895437-Can-I-apply-it-on-top-of-a-wax,360000895437
_BRAND:gyeon:q2_general,Q² CanCoat Pro EVO,Q² Collection,Ne kadar dayanır?,Q² CanCoat Pro EVO 12 ay / 15.000 km'ye kadar dayanır.,How long will it last ?,Q² CanCoat Pro EVO last up to 12 months / 15k km.,https://gyeon.zendesk.com/hc/en-us/articles/360000894297-How-long-will-it-last,360000894297
Q2-CCE200M,Q² CanCoat EVO,Q² Collection,Üzerine ek kaplama uygulayabilir miyim?,"Hayır, ancak uygulamadan 12 saat sonra üzerine Q² Wax katmanı eklenebilir.",Can I top it off with an additional coating ?,"No, but Q² Wax can be layered over it, 12h after application.",https://gyeon.zendesk.com/hc/en-us/articles/360000901538-Can-I-top-it-off-with-an-additional-coating,360000901538
Q2-QV120M,Q² QuickView,Q² Collection,Çıkarılabilir mi?,Evet — aşındırıcı bir pasta kullanımı gerektirir.,Can it be removed?,Yes - it will require the use of an abrasive compound.,https://gyeon.zendesk.com/hc/en-us/articles/360015761577-Can-it-be-removed,360015761577
Q2-W175G,Q² Wax,Q² Collection,Q² Wax hangi yüzeylere uygulanabilir?,"Q² Wax, plastik ve metal dahil her parlak boyalı yüzeye uygulanabilir.",What surface can you apply Q² Wax on?,Q² Wax can be applied on every glossy painted surfaces included plastic & metal.,https://gyeon.zendesk.com/hc/en-us/articles/360015195557-What-surface-can-you-apply-Q-Wax-on,360015195557
_BRAND:gyeon:q2_general,Q² Flash EVO,Q² Collection,Boyaya zarar veren su lekeleri veya kuş pisliklerini önler mi?,Evet — ancak bu tür kontaminasyonlar mümkün olan en kısa sürede boyadan temizlenmelidir.,Will it prevent water marks or bird droppings damaging paint?,Yes - however such contamination must be removed from the paint as soon as possible.,https://gyeon.zendesk.com/hc/en-us/articles/360004017717-Will-it-prevent-water-marks-or-bird-droppings-damaging-paint,360004017717
Q2-PPFE50M,Q² PPF EVO,Q² Collection,Çıkarılabilir mi?,"Evet, ancak yalnızca parlak PPF veya sargıda. Çıkarmak için kesim pastası ve uygun bir ped ile mekanik cilalama gerekir. Q²M PPF Renew önerilir.",Can it be removed?,"Yes, but only on glossy PPF or wrap. - removal will require mechanical polishing with a compound and appropriate polishing pad. Q²M PPF Renew is recommended.",https://gyeon.zendesk.com/hc/en-us/articles/360004006897-Can-it-be-removed,360004006897
Q2-TYA500M,Q² Tire,Q² Collection,Ürünün kuruması/kürlenmesi ne kadar sürer?,Uygulamadan sonra en az 15 dakika aracı kullanmayın.,How long does the product need to dry/cure ?,Do not drive the car for at least 15 minutes after application.,https://gyeon.zendesk.com/hc/en-us/articles/360000941898-How-long-does-the-product-need-to-dry-cure,360000941898
Q2-LCR500M,Q² LeatherCoat REDEFINED,Q² Collection,Derim kirli — kaplama çalışmıyor mu?,"Hayır — derinin üst yüzeyi zamanla kontamine olur, ancak bu kontaminasyon kaplamanın üzerinde kalacağından temizlik süreci kolaylaşır.",My leather is dirty - coating doesn’t work ?,"No - The top surface of the leather will be contaminated with time, however, this contamination will be on top of the coating making the cleaning process easier",https://gyeon.zendesk.com/hc/en-us/articles/360000941818-My-leather-is-dirty-coating-doesn-t-work,360000941818
Q2-LSE50M,Q² LeatherShield EVO,Q² Collection,Bu ürünle kaplı bir araç nasıl bakım görür?,Q²M LeatherCleaner Natural ve Q² LeatherCoat REDEFINED kullanmanızı öneririz (birlikte Q²M Leather Set'te bulunur).,How to maintain a vehicle coated with that product ?,We recommend the use of Q²M LeatherCleaner Natural & Q² LeatherCoat REDEFINED (available together in Q²M Leather Set),https://gyeon.zendesk.com/hc/en-us/articles/360000932517-How-to-maintain-a-vehicle-coated-with-that-product,360000932517
Q2-AF120M,Q² AntiFog,Q² Collection,Çıkarılabilir mi?,"Evet, herhangi bir cam temizleyici ile.",Can it be removed?,"Yes, with the use of any glass cleaner",https://gyeon.zendesk.com/hc/en-us/articles/360000941078-Can-it-be-removed,360000941078
Q2-FCNA400M,Q² FabricCoat,Q² Collection,Bu ürünle kaplı bir araç nasıl bakım görür?,"Yalnızca normal, pH nötr şampuanlar kullanın. Tekrar kaplama yapmayı planlamıyorsanız tekstile özel temizleyicileri kullanmayın.",How to maintain a vehicle coated with that product ?,"Use only regular, ph-neutral shampoos. Do not use textile specific cleaners unless you intend to recoat.",https://gyeon.zendesk.com/hc/en-us/articles/360000940798-How-to-maintain-a-vehicle-coated-with-that-product,360000940798
Q2-VE20M,Q² View EVO,Q² Collection,Üzerine ek kaplama/wax/sealant uygulayabilir miyim?,Hayır.,Can I top it off with additional coating/wax/sealant?,No,https://gyeon.zendesk.com/hc/en-us/articles/360000931277-Can-I-top-it-off-with-additional-coating-wax-sealant,360000931277
Q2-TRE30M,Q² Trim EVO,Q² Collection,Çıkarılabilir mi?,Evet — çıkarmak için kesim pastası ve uygun bir ped ile mekanik cilalama gerekir ve yalnızca parlak panellerde mümkündür.,Can it be removed?,Yes - removal will require mechanical polishing with a compound and appropriate polishing pad and is possible only on glossy panels.,https://gyeon.zendesk.com/hc/en-us/articles/360000922997-Can-it-be-removed,360000922997
Q2-RE30M,Q² Rim EVO,Q² Collection,Bu ürünle kaplı bir araç nasıl bakım görür?,"Standart jant temizleme prosedürünüze devam edin. Yüksek asitli temizleyicilerin kullanımından kaçının. Q²M Iron WheelCleaner REDEFINED ve Q²M TireCleaner gibi özel ürünler kaplamaya zarar verme riski olmadan kullanılabilir. Kaplama, pH 2 ile 11 arası kimyasallara dirençli olarak tasarlanmıştır.",How to maintain a vehicle coated with that product ?,Proceed with your standard wheel cleaning procedure. Avoid the use of highly acidic cleaners. Specific products such as Q²M Iron WheelCleaner REDEFINED and Q²M TireCleaner can be used with no risk of damaging the coating. The coating is designed to resist chemicals ph. within 2 to 11.,https://gyeon.zendesk.com/hc/en-us/articles/360000932238-How-to-maintain-a-vehicle-coated-with-that-product,360000932238
Q2-BS30M,Q² Booster,Q² Collection,Çıkarılabilir mi?,Evet — çıkarmak için kesim pastası ve uygun bir ped ile mekanik cilalama gerekir.,Can it be removed?,Yes - removal will require mechanical polishing with a compound and appropriate polishing pad.,https://gyeon.zendesk.com/hc/en-us/articles/360000920617-Can-it-be-removed,360000920617
Q2-SLE50M,Q² Syncro EVO,Q² Collection,Q² Skin EVO ne zaman uygulanır?,"Q² Skin EVO, Q² Mohs EVO'nun son katından en az 1 saat sonra uygulanmalıdır.",When to apply Q² Skin EVO ?,Q² Skin EVO should be applied 1 hours minimum after the last coat of Q² Mohs EVO.,https://gyeon.zendesk.com/hc/en-us/articles/360000922078-When-to-apply-Q-Skin-EVO,360000922078
Q2-MLE100M,Q² Mohs EVO,Q² Collection,Sette gelen Q²M Cure REDEFINED ne zaman uygulanmalı?,Q²M Cure REDEFINED'in uygulamadan en az 12 saat sonra ve her yıkamadan sonra bakım ürünü olarak uygulanmasını öneririz.,When should I apply the Q²M Cure REDEFINED included in the kit ?,We recommend the application of Q²M Cure REDEFINED 12h minimum after the application and has a maintenance product after every wash.,https://gyeon.zendesk.com/hc/en-us/articles/360000910757-When-should-I-apply-the-Q-M-Cure-REDEFINED-included-in-the-kit,360000910757
Q2-MTEL50M,Q² Matte EVO,Q² Collection,Çıkarılabilir mi?,Hayır. Ancak kimyasal ve UV maruziyeti nedeniyle zamanla doğal olarak azalır.,Can it be removed?,No. However it will naturally diminish with time due to chemical and UV exposure.,https://gyeon.zendesk.com/hc/en-us/articles/360000899697-Can-it-be-removed,360000899697
