target_sku,section_name,category_name,question_en,answer_en,url,article_id
_BRAND:gyeon:distribution,Sales & Distribution Questions,General Brand Questions,Do you offer samples?,We do not offer samples. We strongly believe that everybody needs to experience a full package of product to have a valid opinion. We are determined to provide best possible products with directions of use and all necessary legal information on the package for great user experience.,https://gyeon.zendesk.com/hc/en-us/articles/360000891917-Do-you-offer-samples,360000891917
_BRAND:gyeon:distribution,Sales & Distribution Questions,General Brand Questions,Do you run trade accounts?,"If you are a web shop, walk-in store or professional detailer, please reach out to your local distributor to set up a trade account.",https://gyeon.zendesk.com/hc/en-us/articles/360000891877-Do-you-run-trade-accounts,360000891877
_BRAND:gyeon:distribution,Sales & Distribution Questions,General Brand Questions,Can I buy directly from you?,"No. Our policy is to deal only and exclusively with country distributors, so no direct sale is possible.",https://gyeon.zendesk.com/hc/en-us/articles/360000898998-Can-I-buy-directly-from-you,360000898998
_BRAND:gyeon:distribution,Sales & Distribution Questions,General Brand Questions,How to become a reseller for Gyeon products in my country?,"Please contact your country distributor. We deal only and exclusively with distributors, so no direct sales are possible. You will find a full list here: www.gyeonquartz.com/distributors-detailers/",https://gyeon.zendesk.com/hc/en-us/articles/360000891837-How-to-become-a-reseller-for-Gyeon-products-in-my-country,360000891837
_BRAND:gyeon:distribution,Sales & Distribution Questions,General Brand Questions,How to become a Distributor for Gyeon in my country?,"If you have experience in direct business with major car care manufacturers and feel you are one of the leaders in your country, please send us a message via our contact form choosing Sales distribution as the reason of contact. Please include information about your business and don't forget to share your current distribution experience.",https://gyeon.zendesk.com/hc/en-us/articles/360000891817-How-to-become-a-Distributor-for-Gyeon-in-my-country,360000891817
_BRAND:gyeon:distribution,Sales & Distribution Questions,General Brand Questions,Where can I find my closest Gyeon Certified Detailer? ,You can find all Gyeon Certified Detailers here: http://gyeonquartz.com/distributors-detailers/ Only a studio listed on our website has a valid certification.,https://gyeon.zendesk.com/hc/en-us/articles/360000898958-Where-can-I-find-my-closest-Gyeon-Certified-Detailer,360000898958
_BRAND:gyeon:distribution,Sales & Distribution Questions,General Brand Questions,Where can I buy Gyeon products ?,You can find all our resellers & distributors here: http://gyeonquartz.com/distributors-detailers/ You may also check with your local Gyeon Certified Detailer - some carry basic maintenance products and accessories as well.,https://gyeon.zendesk.com/hc/en-us/articles/360000891597-Where-can-I-buy-Gyeon-products,360000891597
_BRAND:gyeon:brand,Brand Questions,General Brand Questions,Who can I speak to about sponsorship?,If you do anything extraordinary that could be related to our products - please contact us via the contact form on the website and choose general inquiries.,https://gyeon.zendesk.com/hc/en-us/articles/360000891577-Who-can-I-speak-to-about-sponsorship,360000891577
_BRAND:gyeon:brand,Brand Questions,General Brand Questions,Do you sponsor detailers?,"No, unfortunately not. If you are a detailer or enthusiast and look for sponsorship, please contact your local Gyeon Distributor.",https://gyeon.zendesk.com/hc/en-us/articles/360000898898-Do-you-sponsor-detailers,360000898898
_BRAND:gyeon:brand,Brand Questions,General Brand Questions,Do you offer trainings?,As for today - only during our Gyeon Demo Days with distributors. Soon we will be able to offer professional training in our state of the art training facility in Europe. Visit http://gyeonquartz.com/article/gyeon-training-center/ for more info!,https://gyeon.zendesk.com/hc/en-us/articles/360000898878-Do-you-offer-trainings,360000898878
_BRAND:gyeon:brand,Brand Questions,General Brand Questions,Where do I find out about job opportunities?,"Currently, we are not looking for any new team members, but if we eventually do, Facebook and the news section of our website is the place to look for job opportunities!",https://gyeon.zendesk.com/hc/en-us/articles/360000891557-Where-do-I-find-out-about-job-opportunities,360000891557
_BRAND:gyeon:brand,Brand Questions,General Brand Questions,Do you organise factory tours?,"Unfortunately, not at the moment. Our factory is working at high speed to meet customer expectations and deliver distributor orders as soon as possible. For this reason, we are not able to guide tours in the factory.",https://gyeon.zendesk.com/hc/en-us/articles/360000891497-Do-you-organise-factory-tours,360000891497
_BRAND:gyeon:brand,Brand Questions,General Brand Questions,Where can I find the latest news about Gyeon?,On our website: http://gyeonquartz.com/news-facts/ or on our daily updated social media platforms: https://www.facebook.com/gyeonquartzofficial/ or https://www.instagram.com/gyeon_quartz/,https://gyeon.zendesk.com/hc/en-us/articles/360000898798-Where-can-I-find-the-latest-news-about-Gyeon,360000898798
_BRAND:gyeon:brand,Brand Questions,General Brand Questions,Where can I meet you?,"We exhibit at multiple trade shows, visit or co-organize events with our distributors and travel the world to meet detailing enthusiasts. If you want to meet us - follow our social media channels and look out for announcements. Trade shows are the best venue to meet potential business partners and all interested in distribution are welcome to visit us there.",https://gyeon.zendesk.com/hc/en-us/articles/360000898778-Where-can-I-meet-you,360000898778
_BRAND:gyeon:brand,Brand Questions,General Brand Questions,How can I contact you?,We highly recommend to fill out the contact form on our website. You will find it here: www.gyeonquartz.com/contact/,https://gyeon.zendesk.com/hc/en-us/articles/360000891357-How-can-I-contact-you,360000891357
_BRAND:gyeon:brand,Brand Questions,General Brand Questions,I really like your logo - may I use it on my website or facebook?,"Only if you get in touch with us via the contact form on our website and we approve. Please mind, that our name, logo and all graphic design related are a registered trademark and subject of copyrights.",https://gyeon.zendesk.com/hc/en-us/articles/360000891317-I-really-like-your-logo-may-I-use-it-on-my-website-or-facebook,360000891317
_BRAND:gyeon:brand,Brand Questions,General Brand Questions,What does Gyeon mean?,"견고 - Gyeon-go, where the name Gyeon is derivate from, means in Korean solid, firm and strong. These adjectives describe ceramic coatings perfectly and this is why we decided to choose this name.",https://gyeon.zendesk.com/hc/en-us/articles/360000898638-What-does-Gyeon-mean,360000898638
_BRAND:gyeon:brand,Brand Questions,General Brand Questions,How do you pronounce Gyeon?,Everyone has its own version and we are always happy to hear our name in different languages. The one that we use and which is most common is the English-speaker pronunciation.,https://gyeon.zendesk.com/hc/en-us/articles/360000898618-How-do-you-pronounce-Gyeon,360000898618
Q2-QV120M,Q² QuickView,Q² Collection,What is it?,Q² QuickView is an easy to apply and durably rain repellent.,https://gyeon.zendesk.com/hc/en-us/articles/360015822578-What-is-it,360015822578
Q2-W175G,Q² Wax,Q² Collection,What is it?,Q² Wax is durable a fluorine based wax for any colour type.,https://gyeon.zendesk.com/hc/en-us/articles/360015195257-What-is-it,360015195257
_BRAND:gyeon:q2_general,Q² Flash EVO,Q² Collection,What is it ?,"Q² Flash EVO, unique dedicated coating for Certified Mobile Detailer. Its polysilazane fast curing formula allows application under various conditions.",https://gyeon.zendesk.com/hc/en-us/articles/360003985678-What-is-it,360003985678
Q2-PPFE50M,Q² PPF EVO,Q² Collection,What is it?,Q² PPF EVO is a very easy to apply flexible one layer coating for all types of PPF and vinyl.,https://gyeon.zendesk.com/hc/en-us/articles/360003974278-What-is-it,360003974278
Q2-TYA500M,Q² Tire,Q² Collection,What is it ?,Q² Tire is the only quartz-based tire sealant,https://gyeon.zendesk.com/hc/en-us/articles/360000941838-What-is-it,360000941838
Q2-LCR500M,Q² LeatherCoat REDEFINED,Q² Collection,What is it ?,Q² LeatherCoat REDEFINED is a leather sealant providing protection and dirt repellency.,https://gyeon.zendesk.com/hc/en-us/articles/360000941718-What-is-it,360000941718
Q2-LSE50M,Q² LeatherShield EVO,Q² Collection,What is it ?,"Q² LeatherShield EVO is a ceramic leather coating designed to repel dirt and prevent discolouration, protect against liquids and UV rays.",https://gyeon.zendesk.com/hc/en-us/articles/360000932317-What-is-it,360000932317
Q2-AF120M,Q² AntiFog,Q² Collection,What is it ?,Q² Antifog is a coating preventing moisture condensation on your interior glass.,https://gyeon.zendesk.com/hc/en-us/articles/360000932097-What-is-it,360000932097
Q2-FCNA400M,Q² FabricCoat,Q² Collection,What is it ?,"Q² Fabric Coat is an advanced quartz-based, highly hydrophobic fabric protectant.",https://gyeon.zendesk.com/hc/en-us/articles/360000931597-What-is-it,360000931597
Q2-VE20M,Q² View EVO,Q² Collection,What is it ?,Q² View EVO is a durable and resistant rain repellent.,https://gyeon.zendesk.com/hc/en-us/articles/360000931217-What-is-it,360000931217
Q2-TRE30M,Q² Trim EVO,Q² Collection,What is it ?,Q² Trim EVO is a protective ceramic coating with very strong restorative/colour enhancement qualities designed to be used on all sorts of plastic.,https://gyeon.zendesk.com/hc/en-us/articles/360000932698-What-is-it,360000932698
Q2-RE30M,Q² Rim EVO,Q² Collection,What is it ?,Q² Rim EVO is a ceramic coating designed to protect various types of wheels. It can be used as well on metal & chrome parts such as exhaust tips or brake callipers thanks to its high-temperature resistance.,https://gyeon.zendesk.com/hc/en-us/articles/360000922417-What-is-it,360000922417
Q2-PR1000M,Q² Primer,Q² Collection,What is it ?,Q² Primer is an ultra-light finishing polish as well as a SiO₂ pre-coating primer.,https://gyeon.zendesk.com/hc/en-us/articles/360000922197-What-is-it,360000922197
Q2-BS30M,Q² Booster,Q² Collection,What is it ?,"Q² Booster is a reactive, fluorine-based top coat that changes the surface tension and increases hydrophobicity of a ceramic base coating.",https://gyeon.zendesk.com/hc/en-us/articles/360000913357-What-is-it,360000913357
Q2-SLE50M,Q² Syncro EVO,Q² Collection,What is it ?,Q² Syncro EVO is a sophisticated 2-stage formula delivering great results with minimum effort. Q² Syncro EVO offers incredible gloss and repellency.,https://gyeon.zendesk.com/hc/en-us/articles/360000911297-What-is-it,360000911297
Q2-MLE100M,Q² Mohs EVO,Q² Collection,What is it ?,"Q² Mohs EVO is an advanced, fluoro-modified polisilazanes coating, durable and water repellent coating for professionals and enthusiasts.",https://gyeon.zendesk.com/hc/en-us/articles/360000900037-What-is-it,360000900037
Q2-MTEL50M,Q² Matte EVO,Q² Collection,What is it ?,Q² Matte EVO is a coating designed for matte paintwork providing hydrophobicity & protection without altering the finish of your car's paint.,https://gyeon.zendesk.com/hc/en-us/articles/360000899457-What-is-it,360000899457
Q2-PLE50M,Q² Pure EVO,Q² Collection,What is it ?,Q² Pure EVO is the highest concentrated SiO₂ coating in the range. It delivers candy gloss and great hydrophobicity in a single layer formula.,https://gyeon.zendesk.com/hc/en-us/articles/360000903498-What-is-it,360000903498
Q2-OLE100M,Q² One EVO,Q² Collection,What is it ?,Q² One EVO is a one layer coating for enthusiasts who want more durability & gloss than the entry level Q² CanCoat EVO.,https://gyeon.zendesk.com/hc/en-us/articles/360000895037-What-is-it,360000895037
_BRAND:gyeon:q2_general,Q² CanCoat Pro EVO,Q² Collection,What is it ?,Q² CanCoat Pro EVO is a concentrated SiO2 coating. It's both a standalone coating as well as a Certified coating top up available only for Gyeon Certified Detailers.,https://gyeon.zendesk.com/hc/en-us/articles/360000894177-What-is-it,360000894177
Q2-CCE200M,Q² CanCoat EVO,Q² Collection,What is it ?,"Q² CanCoat EVO is a SiO2 based coating, a durable and glossy product very easy to use.",https://gyeon.zendesk.com/hc/en-us/articles/360000893757-What-is-it,360000893757
_BRAND:gyeon:q2_general,General Product Question,Q² Collection,How to remove a coating from my car ?,"By machine polishing. Once a ceramic coating fully cures, the only way to remove it from painted surfaces it mechanical polishing with a cutting compound.",https://gyeon.zendesk.com/hc/en-us/articles/360000901418-How-to-remove-a-coating-from-my-car,360000901418
_BRAND:gyeon:q2_general,General Product Question,Q² Collection,Will Gyeon coatings prevent stone chips ?,No - Only a quality paint protection film will.,https://gyeon.zendesk.com/hc/en-us/articles/360000893677-Will-Gyeon-coatings-prevent-stone-chips,360000893677
_BRAND:gyeon:q2_general,General Product Question,Q² Collection,What should I avoid with a coated car ?,Contact with detergents/chemicals during the first 14 days. Any use of automatic car washes is forbidden. Avoid exposing your vehicle to strong sun operation once wet.,https://gyeon.zendesk.com/hc/en-us/articles/360000901278-What-should-I-avoid-with-a-coated-car,360000901278
_BRAND:gyeon:q2_general,General Product Question,Q² Collection,How long should I wait to wash my car after coating application ?,"After the application of any ceramic coating, we recommend to not wash your vehicle for a minimum of 14 days.",https://gyeon.zendesk.com/hc/en-us/articles/360000893337-How-long-should-I-wait-to-wash-my-car-after-coating-application,360000893337
_BRAND:gyeon:q2_general,General Product Question,Q² Collection,How to maintain a Gyeon coated vehicle ?,"Make sure you maintain your coated vehicle regularly with the use of correct tools and products. A basic set shall include two buckets with dirt separators, a Ph. neutral shampoo, high-quality wash mitt and drying towels. We highly advise you to use the Q²M Cure maintenance spray periodically to increase slickness, hydrophobicity and gloss. Include chemical decontamination in your maintenance procedure. Once you feel spot contamination on your paint, use Q²M Tar and Q²M Iron to remove it.",https://gyeon.zendesk.com/hc/en-us/articles/360000893317-How-to-maintain-a-Gyeon-coated-vehicle,360000893317
_BRAND:gyeon:q2_general,General Product Question,Q² Collection,"I have no beading, did the coating stop to work?","If your coating is not beading anymore, the reason might be simple. The surface accumulated contamination (tar, tree sap, metallic contamination) with time. Your coating is still there and protects your car against UV rays or chemicals. We recommend performing chemical decontamination with the help of Q²M Iron & Q²M Tar to remove contamination and use Q²M Cure or Q²M WetCoat to restore initial repellency.",https://gyeon.zendesk.com/hc/en-us/articles/360000901198-I-have-no-beading-did-the-coating-stop-to-work,360000901198
_BRAND:gyeon:q2_general,General Product Question,Q² Collection,Will a coating resist scratches ?,"All our quartz coatings within the Q² line show higher resistance to scratches compared to a non-coated car due to their slickness. However, they will not make your car scratch resistant and will not protect against swirls caused by automatic car washes, brushes, wrong maintenance or any form of vandalism.",https://gyeon.zendesk.com/hc/en-us/articles/360000893297-Will-a-coating-resist-scratches,360000893297
_BRAND:gyeon:q2_general,General Product Question,Q² Collection,"What is the difference between quartz coating, glass coating and ceramic coating?","""Quartz"", ""glass"" & ""ceramic"" are synonyms used for one and same type of product - SiO₂ (silica-dioxide) coatings. Do not get distracted by fake marketing.",https://gyeon.zendesk.com/hc/en-us/articles/360000893277-What-is-the-difference-between-quartz-coating-glass-coating-and-ceramic-coating,360000893277
_BRAND:gyeon:q2_general,General Product Question,Q² Collection,What is the difference between a quartz coating and a wax?,"A wax is a layer designed to perform for a limited time, as it doesn't create a permanent or semi-permanent bond with the paint. a wax is a mixture of organic and inorganic components like carnauba wax, beeswax or synthetic PET-C or polymer-based ingredients. It adds gloss and repellency but will fade after few washes due to its low chemical resistance. A ceramic coating, on the other hand, is a mixture of Silica or Polysilazanes with solvents coming in the form of a liquid, which crystallizes after the evaporation of the solvent and creates a solid layer on the surface. This layer is highly chemical resistant and once cured, it can be removed from the surface only by mechanical polishing.",https://gyeon.zendesk.com/hc/en-us/articles/360000901138-What-is-the-difference-between-a-quartz-coating-and-a-wax,360000901138
_BRAND:gyeon:q2_general,General Product Question,Q² Collection,Can I apply it by myself ?,Yes - most of our coatings are designed to be user-friendly. Each set includes a user manual to take you to step by step through the process,https://gyeon.zendesk.com/hc/en-us/articles/360000893217-Can-I-apply-it-by-myself,360000893217
_BRAND:gyeon:q2_general,General Product Question,Q² Collection,What is a Quartz coating ?,"It's a solid transparent, slick and highly self-cleaning silica-based protective layer once crystallized on any surface of your vehicle.",https://gyeon.zendesk.com/hc/en-us/articles/360000901078-What-is-a-Quartz-coating,360000901078
Q2-QV120M,Q² QuickView,Q² Collection,Where to apply?,This coating is designed for exterior glass parts of your vehicle.,https://gyeon.zendesk.com/hc/en-us/articles/360015822778-Where-to-apply,360015822778
Q2-W175G,Q² Wax,Q² Collection,How to apply?,Make sure to wash and degrease the surface properly for maximum performance. Apply a light and uniform layer over dry paintwork. Leave it to cure for a minimum of 30 minutes before wipe-off. We recommend using Q²M PolishWipe EVO for that job.,https://gyeon.zendesk.com/hc/en-us/articles/360015195417-How-to-apply,360015195417
_BRAND:gyeon:q2_general,Q² Flash EVO,Q² Collection,How to apply?,The application is possible only by a Mobile Certified Detailer.,https://gyeon.zendesk.com/hc/en-us/articles/360003986058-How-to-apply,360003986058
Q2-PPFE50M,Q² PPF EVO,Q² Collection,How to apply?,Please refer to the instruction manual that you find included with the product or here: https://gyeonquartz.com/wp-content/uploads/2022/01/paint-coatings-manual.pdf,https://gyeon.zendesk.com/hc/en-us/articles/360004003977-How-to-apply,360004003977
Q2-TYA500M,Q² Tire,Q² Collection,Where to apply ?,On all types of tires,https://gyeon.zendesk.com/hc/en-us/articles/360000941858-Where-to-apply,360000941858
Q2-LCR500M,Q² LeatherCoat REDEFINED,Q² Collection,Where to apply ?,This coating is designed for interior leather upholstery of your vehicle but might be used on marine leather as well.,https://gyeon.zendesk.com/hc/en-us/articles/360000932977-Where-to-apply,360000932977
Q2-LSE50M,Q² LeatherShield EVO,Q² Collection,Where to apply ?,"Make sure the leather is clean and dry. Use the attached applicator and rub a small amount of product into a panel at a time. Leave to dry. Ensure an even finish after 15 minutes since the application. If necessary, recoat.",https://gyeon.zendesk.com/hc/en-us/articles/360000932457-Where-to-apply,360000932457
Q2-AF120M,Q² AntiFog,Q² Collection,Where to apply ?,This coating is designed for interior glass parts of your vehicle,https://gyeon.zendesk.com/hc/en-us/articles/360000932137-Where-to-apply,360000932137
Q2-FCNA400M,Q² FabricCoat,Q² Collection,Where to apply ?,"This coating is designed for all types of fabrics that you can find in your vehicle, including convertible soft tops and Alcantara.",https://gyeon.zendesk.com/hc/en-us/articles/360000931637-Where-to-apply,360000931637
Q2-VE20M,Q² View EVO,Q² Collection,Where to apply ?,This coating is designed for exterior glass parts of your vehicle,https://gyeon.zendesk.com/hc/en-us/articles/360000940198-Where-to-apply,360000940198
Q2-TRE30M,Q² Trim EVO,Q² Collection,Where to apply ?,This coating is designed for exterior plastic trim (Inc. Headlight) of your vehicle,https://gyeon.zendesk.com/hc/en-us/articles/360000932738-Where-to-apply,360000932738
Q2-RE30M,Q² Rim EVO,Q² Collection,Where to apply ?,This coating is designed for wheels/metal/chrome/exhaust tips/callipers of your vehicle.,https://gyeon.zendesk.com/hc/en-us/articles/360000931998-Where-to-apply,360000931998
Q2-PR1000M,Q² Primer,Q² Collection,Where to apply ?,"This primer is designed for all painted, glossy surfaces of your vehicle prior to coating application.",https://gyeon.zendesk.com/hc/en-us/articles/360000922237-Where-to-apply,360000922237
Q2-BS30M,Q² Booster,Q² Collection,Where to apply ?,This coating is designed for all painted surfaces of your vehicle.,https://gyeon.zendesk.com/hc/en-us/articles/360000913377-Where-to-apply,360000913377
Q2-SLE50M,Q² Syncro EVO,Q² Collection,What is Q² Skin EVO ? What it does ?,Q² Skin EVO is SiO2 based topcoat designed to provide extreme gloss and great water repellency.,https://gyeon.zendesk.com/hc/en-us/articles/360000912337-What-is-Q-Skin-EVO-What-it-does,360000912337
Q2-MLE100M,Q² Mohs EVO,Q² Collection,Where to apply ?,This coating is designed for all painted surfaces of your vehicle.,https://gyeon.zendesk.com/hc/en-us/articles/360000907378-Where-to-apply,360000907378
Q2-MTEL50M,Q² Matte EVO,Q² Collection,Where to apply ?,This coating is designed for all painted surfaces of your vehicle.,https://gyeon.zendesk.com/hc/en-us/articles/360000899497-Where-to-apply,360000899497
Q2-PLE50M,Q² Pure EVO,Q² Collection,How to apply ?,Please refer to the instruction manual that you find included with the product or here: https://gyeonquartz.com/wp-content/uploads/2022/01/paint-coatings-manual.pdf,https://gyeon.zendesk.com/hc/en-us/articles/360000896437-How-to-apply,360000896437
Q2-OLE100M,Q² One EVO,Q² Collection,How to apply ?,Please refer to the instruction manual that you find included with the product or here: https://gyeonquartz.com/wp-content/uploads/2022/01/paint-coatings-manual.pdf,https://gyeon.zendesk.com/hc/en-us/articles/360000902278-How-to-apply,360000902278
_BRAND:gyeon:q2_general,Q² CanCoat Pro EVO,Q² Collection,How to apply ?,"Simply spray Q² CanCoat Pro EVO onto the included microfibre, wipe a small section until full gloss is achieved. Change the side of the fibre and give the surface one last wipe to ensure a perfect finish.",https://gyeon.zendesk.com/hc/en-us/articles/360000901658-How-to-apply,360000901658
Q2-CCE200M,Q² CanCoat EVO,Q² Collection,How to apply ?,"Simply spray Q² CanCoat EVO onto the included microfibre, wipe a small section until full gloss is achieved. Change the side of the fibre and give the surface one last wipe to ensure a perfect finish.",https://gyeon.zendesk.com/hc/en-us/articles/360000893897-How-to-apply,360000893897
Q2-QV120M,Q² QuickView,Q² Collection,How to apply? ,"Please refer to the instructions that you find on the product or here:
https://youtu.be/iO6oH4cMNdg",https://gyeon.zendesk.com/hc/en-us/articles/360015754537-How-to-apply,360015754537
Q2-W175G,Q² Wax,Q² Collection,How long will it last ?,Q² Wax lasts up to 4/6 months.,https://gyeon.zendesk.com/hc/en-us/articles/360015806038-How-long-will-it-last,360015806038
_BRAND:gyeon:q2_general,Q² Flash EVO,Q² Collection,Can it be removed?,Yes - removal will require mechanical polishing with a compound and appropriate polishing pad. For further advice please contact your Gyeon Certified Detailer.,https://gyeon.zendesk.com/hc/en-us/articles/360004017677-Can-it-be-removed,360004017677
Q2-PPFE50M,Q² PPF EVO,Q² Collection,Where to apply?,This coating is designed for all surfaces protected with PPF or vinyl wrap - either glossy or matte/stealth.,https://gyeon.zendesk.com/hc/en-us/articles/360003974758-Where-to-apply,360003974758
Q2-TYA500M,Q² Tire,Q² Collection,How to apply ?,Dispose of one pump of product onto the applicator of your choice (you may use our Q²M MF Applicator). Rub the product over the surface of the side wall of your tire. Use only on dry and well-prepared tyres. Ensure optimal surface preparation with the use of Q²M TireCleaner.,https://gyeon.zendesk.com/hc/en-us/articles/360000933157-How-to-apply,360000933157
Q2-LCR500M,Q² LeatherCoat REDEFINED,Q² Collection,How to apply ?,Make sure the leather is clean and dry. Use the Q²M MF Applicator and rub a small amount of product into a panel at a time. Leave to dry. Wipe after 10-15 minutes if you prefer a fully matte finish.,https://gyeon.zendesk.com/hc/en-us/articles/360000932957-How-to-apply,360000932957
Q2-LSE50M,Q² LeatherShield EVO,Q² Collection,How to apply ?,"Please refer to the instruction manual that you find included with the product or here:

https://gyeon.co/wp-content/uploads/2025/02/2023interiorcoatingsmanual.pdf",https://gyeon.zendesk.com/hc/en-us/articles/360000932337-How-to-apply,360000932337
Q2-AF120M,Q² AntiFog,Q² Collection,How to apply ?,Please refer to the instruction manual that you find included with the product or here: http://gyeonquartz.com/wp-content/uploads/2016/10/all-suface-manual.pdf,https://gyeon.zendesk.com/hc/en-us/articles/360000932117-How-to-apply,360000932117
Q2-FCNA400M,Q² FabricCoat,Q² Collection,How to apply ?,Apply Q² FabricCoat only on a clean and completely dry surface. Mask the elements around to avoid hardly removable overspray. Always wipe the product with Q²M LeatherBrush to create an even finish and agitate the absorption. Do not overdose. We recommend applying 2 thin layers instead of 1 thick.,https://gyeon.zendesk.com/hc/en-us/articles/360000940538-How-to-apply,360000940538
Q2-VE20M,Q² View EVO,Q² Collection,How to apply ?,Please refer to the instruction manual that you find included with the product or here: https://gyeon.co/wpcontent/uploads/2025/02/2023exteriorcoatingsmanual.pdf,https://gyeon.zendesk.com/hc/en-us/articles/360000940178-How-to-apply,360000940178
Q2-TRE30M,Q² Trim EVO,Q² Collection,How to apply ?,Please refer to the instruction manual that you find included with the product or here: https://gyeon.co/wpcontent/uploads/2025/02/2023exteriorcoatingsmanual.pdf,https://gyeon.zendesk.com/hc/en-us/articles/360000932718-How-to-apply,360000932718
