sku,barcode,product_name,brand,price,image_url,main_cat,sub_cat,sub_cat2,target_surface,template_group,template_sub_type,url
22.992.281.001,4260063010545,MENZERNA 3800 Süper Hare Giderici Cila - 250 ml,MENZERNA,670,https://mgpolishing.com/wp-content/uploads/2025/11/22992.281.001_0.jpg,DIŞ YÜZEY,Pasta Cila Ürünleri,Hare Gidericiler,"Tüm vernik tipleri, koyu renkli boyalar, hassas yüzeyler, show car kalitesi aranan araçlar",abrasive_polish,finish,https://mtskimya.com/dis-yuzey/pasta-cila-urunleri/hare-gidericiler/prd-menzerna-3800-super-hare-giderici-cila-250-ml
22.029.261.001,4260063010033,MENZERNA 3000 Standart Hare Giderici Cila - 1 lt,MENZERNA,1250,https://mgpolishing.com/wp-content/uploads/2025/11/22029.261.001_0.jpg,DIŞ YÜZEY,Pasta Cila Ürünleri,Hare Gidericiler,"Tüm vernik tipleri - yumuşak, orta sert ve çizilmeye dirençli boyalar",abrasive_polish,finish,https://mtskimya.com/dis-yuzey/pasta-cila-urunleri/hare-gidericiler/prd-menzerna-3000-standart-hare-giderici-cila-1-lt
22.748.261.001,4260063010965,MENZERNA One-Step Polish 3in1 Tek Adım Pasta Cila Koruma - 1 lt,MENZERNA,2100,https://mgpolishing.com/wp-content/uploads/2025/11/22748.261.001_0.jpg,DIŞ YÜZEY,Pasta Cila Ürünleri,İnce Pastalar,"Tüm araç boyaları, hafif kusurlu yüzeyler, satışa hazırlanan araçlar, mevsimsel bakım gerektiren yüzeyler",abrasive_polish,one_step_polish,https://mtskimya.com/dis-yuzey/pasta-cila-urunleri/ince-pastalar/prd-menzerna-one-step-polish-3in1-tek-adim-pasta-cila-koruma-1-lt
20.144.261.001,4260063010385,MENZERNA Likit Matlaştırıcı Pasta - 1 lt,MENZERNA,1220,https://mgpolishing.com/wp-content/uploads/2025/11/20144.261.001_0.jpg,DIŞ YÜZEY,Pasta Cila Ürünleri,Kalın Pastalar,"Boya öncesi hazırlanacak yüzeyler, kıvrımlı paneller, zorlu ulaşımlı alanlar, su lekeli ve kireçli yüzeyler",abrasive_polish,sanding_paste,https://mtskimya.com/dis-yuzey/pasta-cila-urunleri/kalin-pastalar/prd-menzerna-likit-matlastirici-pasta-1-lt
23.003.391.001,4260063011269,"MENZERNA Metal Polish Metal Krom, Çelik Parlatıcı - 125 gr",MENZERNA,380,https://mgpolishing.com/wp-content/uploads/2025/11/23003.391.001_0.jpg,DIŞ YÜZEY,Metal ve Krom Parlatıcılar,,"Paslanmaz çelik, alüminyum, krom, pirinç, bakır, gümüş, plastik materyaller",abrasive_polish,metal_polish,https://mtskimya.com/dis-yuzey/metal-ve-krom-parlaticilar/prd-menzerna-metal-polish-metal-krom-celik-parlatici-125-gr
Q2M-CMP1000M,,GYEON QM Compound+ Plus Ağır Çizik Giderici Kalın Pasta - 1000 ml,GYEON,2400,https://mgpolishing.com/wp-content/uploads/2025/08/Q2M-CMP1000M_1.webp,DIŞ YÜZEY,Pasta Cila Ürünleri,Kalın Pastalar,"Ağır yıpranmış otomotiv boyaları, matlaşmış yüzeyler, oksitlenmiş vernikler, zımpara izi kalmış paneller",abrasive_polish,heavy_cut_compound,https://mtskimya.com/dis-yuzey/pasta-cila-urunleri/kalin-pastalar/prd-gyeon-q-m-compound-plus-redefined-agir-cizik-giderici-kalin-pasta-1000-ml
Q2M-CMPR1000M,8683492661106,GYEON QM Compound+ Plus REDEFINED Ağır Çizik Giderici Kalın Pasta - 1000 ml,GYEON,2600,https://mgpolishing.com/wp-content/uploads/2025/11/Q2M-CMPR1000M_0.jpg,DIŞ YÜZEY,Pasta Cila Ürünleri,Kalın Pastalar,"Ağır kusurlu otomotiv boyaları, derin çizikler, oksitlenmiş yüzeyler, sıcak iklimlerde çalışılacak araçlar",abrasive_polish,heavy_cut_compound,https://mtskimya.com/dis-yuzey/pasta-cila-urunleri/kalin-pastalar/prd-gyeon-q-m-compound-plus-redefined-agir-cizik-giderici-kalin-pasta-1000-ml
Q2M-CM1000M,8809432673828,GYEON QM Compound Çizik Giderici Pasta - 1000 ml,GYEON,2050,https://mgpolishing.com/wp-content/uploads/2025/11/Q2M-CMP1000M_0.jpg,DIŞ YÜZEY,Pasta Cila Ürünleri,İnce Pastalar,"Swirl mark bulunan boyalar, hafif çizikli yüzeyler, asit lekeli paneller, orta seviye kusurlu araçlar",abrasive_polish,heavy_cut_compound,https://mtskimya.com/dis-yuzey/pasta-cila-urunleri/ince-pastalar/prd-gyeon-q-m-compound-cizik-giderici-pasta
Q2M-PO1000M,8809432673927,GYEON QM Polish Ara Kesim Hare Giderici Cila - 1000 ml,GYEON,2200,https://mgpolishing.com/wp-content/uploads/2025/11/Q2M-PO1000M_0.jpg,DIŞ YÜZEY,Pasta Cila Ürünleri,Hare Gidericiler,"Hafif-orta kusurlu boyalar, hologram kalmış yüzeyler, canlandırılacak boyalar, seramik kaplama öncesi yüzeyler",abrasive_polish,polish,https://mtskimya.com/dis-yuzey/pasta-cila-urunleri/hare-gidericiler/prd-gyeon-q-m-polish-ara-kesim-hare-giderici-cila-1000-ml
Q2M-GP120M,8809973750415,GYEON QM Glass Polish Cam Pastası Leke Temizleyici Kireç Çözücü Hafif Çizik Giderici - 120 ml,GYEON,600,https://mgpolishing.com/wp-content/uploads/2025/11/Q2M-GP120M_0.jpg,DIŞ YÜZEY,Yüzey Hazırlık ve Temizleyiciler,Cam Temizleyici ve Koruyucular,"Otomotiv ön cam, yan camlar, arka cam (renkli/filmli camlar hariç)",abrasive_polish,glass_polish,https://mtskimya.com/dis-yuzey/yuzey-hazirlik-ve-temizleyiciler/cam-temizleyici-ve-koruyucular/prd-gyeon-q-m-glass-polish-cam-pastasi-leke-temizleyici-kirec-cozucu-hafif-cizik-giderici-120-ml
Q2M-PPR120M,8809432674603,GYEON QM PPF Renew PPF Folyo Temizleyici Yenileyici Ve Koruyucu Pasta - 120 ml,GYEON,660,https://mgpolishing.com/wp-content/uploads/2025/11/Q2M-PPR120M_0.jpg,DIŞ YÜZEY,PPF Kaplama Ürünleri,PPF Koruyucular,PPF (Boya Koruma Filmi) - self-healing filmler dahil tüm tipler,abrasive_polish,polish,https://mtskimya.com/dis-yuzey/ppf-kaplama-urunleri/ppf-koruyucular/prd-gyeon-q-m-ppf-renew-folyo-temizleyici-yenileyici-ve-koruyucu-pasta-120-ml
22.203.281.001,4260063019364,MENZERNA Cut Force Pro Altın Seri Ağır Çizik Giderici Kalın Pasta - 250 ml,MENZERNA,990,https://mgpolishing.com/wp-content/uploads/2025/11/22203.281.001_0.jpg,DIŞ YÜZEY,Pasta Cila Ürünleri,Kalın Pastalar,"Ağır kusurlu otomotiv boyaları, sert vernikler, zımpara izi kalmış yüzeyler, en zorlu boya kusurları",abrasive_polish,heavy_cut_compound,https://mtskimya.com/dis-yuzey/pasta-cila-urunleri/kalin-pastalar/prd-menzerna-cut-force-pro-altin-seri-agir-cizik-giderici-kalin-pasta-250-ml
22.200.261.001,4260063012112,MENZERNA 400 Yeşil Seri Ağır Çizik Giderici Kalın Pasta - 1 lt,MENZERNA,2500,https://mgpolishing.com/wp-content/uploads/2025/11/22200.261.001_0.jpg,DIŞ YÜZEY,Pasta Cila Ürünleri,Kalın Pastalar,"Otomotiv boyası, sert ve orta sertlikte vernikler, kapalı atölye ortamlarında çalışılacak araçlar",abrasive_polish,heavy_cut_compound,https://mtskimya.com/dis-yuzey/pasta-cila-urunleri/kalin-pastalar/prd-menzerna-400-yesil-seri-agir-cizik-giderici-kalin-pasta-1-lt
22.202.260.001,4260063017841,MENZERNA YENİ 400 Ağır Çizik Giderici Kalın Pasta - 1 Kg,MENZERNA,1900,https://mgpolishing.com/wp-content/uploads/2025/11/22202.260.001_0.jpg,DIŞ YÜZEY,Pasta Cila Ürünleri,Kalın Pastalar,"Otomotiv boyası, sert ve orta sertlikte vernikler",abrasive_polish,heavy_cut_compound,https://mtskimya.com/dis-yuzey/pasta-cila-urunleri/kalin-pastalar/prd-menzerna-yeni-400-agir-cizik-giderici-kalin-pasta-1-kg
22.202.281.001,4260063016738,MENZERNA YENİ 400 Ağır Çizik Giderici Kalın Pasta - 250 ml,MENZERNA,700,https://mgpolishing.com/wp-content/uploads/2025/11/22202.281.001_0.jpg,DIŞ YÜZEY,Pasta Cila Ürünleri,Kalın Pastalar,"Otomotiv boyası, sert ve orta sertlikte vernikler",abrasive_polish,heavy_cut_compound,https://mtskimya.com/dis-yuzey/pasta-cila-urunleri/kalin-pastalar/prd-menzerna-yeni-400-agir-cizik-giderici-kalin-pasta-250-ml
22.984.281.001,,MENZERNA 1000 Çizik Giderici Kalın Pasta - 250 ml,MENZERNA,450,,DIŞ YÜZEY,Pasta Cila Ürünleri,Kalın Pastalar,"Ağır kusurlu otomotiv boyaları, zımpara izi kalmış yüzeyler",abrasive_polish,heavy_cut_compound,https://mtskimya.com/dis-yuzey/pasta-cila-urunleri/kalin-pastalar/prd-menzerna-yeni-1000-kalin-pasta-250-ml-agir-cizik-zimpara-izi-giderici-hizli-kesim
22.828.261.001,4260063010156,MENZERNA 2500 İnce Çizik Giderici Pasta - 1 lt,MENZERNA,1700,https://mgpolishing.com/wp-content/uploads/2025/11/22828.261.001_0.jpg,DIŞ YÜZEY,Pasta Cila Ürünleri,İnce Pastalar,"Yumuşak ve hassas vernikler, mikro-çizilmeye yatkın boyalar",abrasive_polish,heavy_cut_compound,https://mtskimya.com/dis-yuzey/pasta-cila-urunleri/ince-pastalar/prd-menzerna-2500-ince-cizik-giderici-pasta-1-lt
22.828.281.001,4260063010828,MENZERNA 2500 İnce Çizik Giderici Pasta - 250 ml,MENZERNA,600,https://mgpolishing.com/wp-content/uploads/2025/11/22828.281.001_0.jpg,DIŞ YÜZEY,Pasta Cila Ürünleri,İnce Pastalar,"Yumuşak ve hassas vernikler, mikro-çizilmeye yatkın boyalar, orta sertlikte araç boyaları, keçe izi kalmış yüzeyler",abrasive_polish,heavy_cut_compound,https://mtskimya.com/dis-yuzey/pasta-cila-urunleri/ince-pastalar/prd-menzerna-2500-ince-cizik-giderici-pasta-250-ml
22.748.281.001,4260063010958,MENZERNA One-Step Polish 3in1 Tek Adım Pasta Cila Koruma - 250 ml,MENZERNA,720,https://mgpolishing.com/wp-content/uploads/2025/11/22748.281.001_0.jpg,DIŞ YÜZEY,Pasta Cila Ürünleri,İnce Pastalar,"Otomotiv boyası, tüm vernik tipleri",abrasive_polish,one_step_polish,https://mtskimya.com/dis-yuzey/pasta-cila-urunleri/ince-pastalar/prd-menzerna-one-step-polish-3in1-tek-adim-pasta-cila-koruma-250-ml
22.029.281.001,4260063010835,MENZERNA 3000 Standart Hare Giderici Cila - 250 ml,MENZERNA,480,https://mgpolishing.com/wp-content/uploads/2025/11/22029.281.001_0.jpg,DIŞ YÜZEY,Pasta Cila Ürünleri,Hare Gidericiler,"Tüm vernik tipleri - yumuşak, orta sert, çizilmeye dirençli",abrasive_polish,polish,https://mtskimya.com/dis-yuzey/pasta-cila-urunleri/hare-gidericiler/prd-menzerna-3000-standart-hare-giderici-cila-250-ml
22.992.251.001,8683492660819,MENZERNA 3800 Süper Hare Giderici Cila - 5 lt,MENZERNA,7700,https://mgpolishing.com/wp-content/uploads/2025/11/22992.251.001_0.jpg,DIŞ YÜZEY,Pasta Cila Ürünleri,Hare Gidericiler,"Tüm vernik tipleri, koyu renkli boyalar, show car hazırlığı",abrasive_polish,polish,https://mtskimya.com/dis-yuzey/pasta-cila-urunleri/hare-gidericiler/prd-menzerna-3800-super-hare-giderici-cila-5-lt
22.992.261.001,4260063010378,MENZERNA 3800 Süper Hare Giderici Cila - 1 lt,MENZERNA,1800,https://mgpolishing.com/wp-content/uploads/2025/11/22992.261.001_0.jpg,DIŞ YÜZEY,Pasta Cila Ürünleri,Hare Gidericiler,"Tüm vernik tipleri, koyu renkli boyalar, show car hazırlığı",abrasive_polish,polish,https://mtskimya.com/dis-yuzey/pasta-cila-urunleri/hare-gidericiler/prd-menzerna-3800-super-hare-giderici-cila-1-lt
Q2M-CMPR120M,8683492661199,GYEON QM Compound+ Plus REDEFINED Ağır Çizik Giderici Kalın Pasta - 120 ml,GYEON,520,https://mgpolishing.com/wp-content/uploads/2025/11/Q2M-CMPR120M_0.jpg,DIŞ YÜZEY,Pasta Cila Ürünleri,Kalın Pastalar,"Ağır kusurlu otomotiv boyaları, derin çizikler",abrasive_polish,heavy_cut_compound,https://mtskimya.com/dis-yuzey/pasta-cila-urunleri/kalin-pastalar/prd-gyeon-q-m-compound-plus-redefined-agir-cizik-giderici-kalin-pasta-120-ml
Q2M-CM120M,8809432673781,GYEON QM Compound Çizik Giderici Pasta - 120 ml,GYEON,460,https://mgpolishing.com/wp-content/uploads/2025/11/Q2M-CM120M_0.jpg,DIŞ YÜZEY,Pasta Cila Ürünleri,İnce Pastalar,"Swirl mark bulunan boyalar, hafif-orta çizikli yüzeyler",abrasive_polish,heavy_cut_compound,https://mtskimya.com/dis-yuzey/pasta-cila-urunleri/ince-pastalar/prd-gyeon-q-m-compound-cizik-giderici-pasta-120-ml
Q2M-PO120M,8809432673880,GYEON QM Polish Ara Kesim Hare Giderici Cila - 120 ml,GYEON,490,https://mgpolishing.com/wp-content/uploads/2025/08/Q2M-PO120M_1.webp,DIŞ YÜZEY,Pasta Cila Ürünleri,Hare Gidericiler,"Hafif-orta kusurlu boyalar, hologram kalmış yüzeyler",abrasive_polish,polish,https://mtskimya.com/dis-yuzey/pasta-cila-urunleri/hare-gidericiler/prd-gyeon-q-m-polish-ara-kesim-hare-giderici-cila-120-ml
Q2M-GP250M,8809432677895,GYEON QM Glass Polish Cam Pastası Leke Temizleyici Kireç Çözücü Hafif Çizik Giderici - 250 ml,GYEON,1100,https://mgpolishing.com/wp-content/uploads/2025/11/Q2M-GP250M_0.jpg,DIŞ YÜZEY,Yüzey Hazırlık ve Temizleyiciler,Cam Temizleyici ve Koruyucular,"Otomotiv ön cam, yan camlar, arka cam",abrasive_polish,heavy_cut_compound,https://mtskimya.com/dis-yuzey/yuzey-hazirlik-ve-temizleyiciler/cam-temizleyici-ve-koruyucular/prd-gyeon-q-m-glass-polish-cam-pastasi-leke-temizleyici-kirec-cozucu-hafif-cizik-giderici-250-ml
Q2M-PPR1000M,8809432674658,GYEON QM PPF Renew PPF Folyo Temizleyici Yenileyici Ve Koruyucu Pasta - 1000 ml,GYEON,3150,https://mgpolishing.com/wp-content/uploads/2025/11/Q2M-PPR1000M_0.jpg,DIŞ YÜZEY,PPF Kaplama Ürünleri,PPF Koruyucular,PPF (Boya Koruma Filmi) - self-healing filmler dahil,abrasive_polish,heavy_cut_compound,https://mtskimya.com/dis-yuzey/ppf-kaplama-urunleri/ppf-koruyucular/prd-gyeon-q-m-ppf-renew-folyo-temizleyici-yenileyici-ve-koruyucu-pasta-1000-ml
74903,8027486747856,"FRA-BER Polish Plus Aroma Antistatik Plastik, Trim, Vinil Yenileyici Bakım Spreyi - 750 ml",FRA-BER,480,https://mgpolishing.com/wp-content/uploads/2025/08/74903_1.webp,İÇ YÜZEY,Plastik Temizlik ve Bakım Ürünleri,Plastik Bakım Ürünleri,"Torpido, kapı panelleri, tampon, plastik trimler, kauçuk parçalar, vinil yüzeyler, deri aksesuarlar",abrasive_polish,polish,https://mtskimya.com/ic-yuzey/plastik-temizlik-ve-bakim-urunleri/plastik-bakim-urunleri/prd-fra-ber-polish-plus-aroma-antistatik-plastik-trim-vinil-yenileyici-bakim-spreyi-750-ml
700209,8027486807109,"FRA-BER Polish Plus Aroma Plastik, Trim, Deri Yenileyici Bakım Spreyi (1:3 Konst.) - 4,54 lt",FRA-BER,2200,https://mgpolishing.com/wp-content/uploads/2025/08/700209_1.webp,İÇ YÜZEY,Plastik Temizlik ve Bakım Ürünleri,Plastik Bakım Ürünleri,"Torpido, kapı panelleri, deri koltuklar, plastik trimler, vinil yüzeyler",abrasive_polish,polish,https://mtskimya.com/ic-yuzey/plastik-temizlik-ve-bakim-urunleri/plastik-bakim-urunleri/prd-fra-ber-polish-plus-aroma-plastik-trim-deri-yenileyici-bakim-spreyi-1-3-konst-4-54-lt
74391,8027486786305,"FRA-BER Polish Plus Antistatik Plastik, Trim, Vinil Yenileyici Bakım Spreyi (1:3 Konsantre) - 25 lt",FRA-BER,11200,https://mgpolishing.com/wp-content/uploads/2025/06/74391.jpg,İÇ YÜZEY,Plastik Temizlik ve Bakım Ürünleri,Plastik Bakım Ürünleri,"Tüm plastik, vinil, kauçuk, deri yüzeyler - iç ve dış mekan",abrasive_polish,polish,https://mtskimya.com/ic-yuzey/plastik-temizlik-ve-bakim-urunleri/plastik-bakim-urunleri/prd-fra-ber-polish-plus-antistatik-plastik-trim-vinil-yenileyici-bakim-spreyi-1-3-konsantre-25-lt
SGGD188-02,8683492660789,SGCB Hand Wax Sponge Yuvarlak El Uygulama Pedi 105mm -2'li Paket,SGCB,140,https://mgpolishing.com/wp-content/uploads/2025/11/SGGD188-02_0.jpg,AKSESUAR,Uygulama Aplikatörleri,,"Boyalı yüzeyler, vernik",applicators,applicator_pad,https://mtskimya.com/aksesuar_mg/uygulama-aplikatorleri/prd-sgcb-hand-wax-sponge-yuvarlak-el-uygulama-pedi-105mm-2-li-paket
3229,8809512170667,KLIN Softy Peluş Nano Koruma Aplikatörü 2'li Paket,KLIN,290,https://mgpolishing.com/wp-content/uploads/2025/08/3229_1.webp,AKSESUAR,Uygulama Aplikatörleri,,"Boyalı yüzeyler, cam, tüm pürüzsüz yüzeyler",applicators,applicator_pad,https://mtskimya.com/aksesuar/uygulama-aplikatorleri/prd-klin-softy-pelus-nano-koruma-aplikatoru-2-li-paket
3224M,8809512170506,KLIN Finger Parmak Aplikatörü 6'lı Paket,KLIN,380,https://mgpolishing.com/wp-content/uploads/2025/08/3224M_1.webp,AKSESUAR,Uygulama Aplikatörleri,,"Dar alanlar, köşeler, hassas bölgeler",applicators,applicator_pad,https://mtskimya.com/aksesuar/uygulama-aplikatorleri/prd-klin-finger-parmak-aplikatoru-6-li-paket
3235,8809512170704,KLIN Dual Çift Taraflı Sünger Aplikatör 2'li Paket,KLIN,350,https://mgpolishing.com/wp-content/uploads/2025/08/3235_1.webp,AKSESUAR,Uygulama Aplikatörleri,,"Boyalı yüzeyler, plastik trimler",applicators,applicator_pad,https://mtskimya.com/aksesuar/uygulama-aplikatorleri/prd-klin-dual-cift-tarafli-sunger-aplikator-2-li-paket
ACC-SPG-2,8683492660932,KLIN Tire Elips Lastik Parlatma Süngeri - 1 Adet,KLIN,100,https://mgpolishing.com/wp-content/uploads/2025/08/ACC-SPG-2_1.webp,AKSESUAR,Uygulama Aplikatörleri,,Lastik yan yüzeyleri,applicators,tire_applicator,https://mtskimya.com/aksesuar/uygulama-aplikatorleri/prd-klin-tire-elips-lastik-parlatma-sungeri-1-adet
SGGD190,4713435112564,SGCB Magic Sponge Sihirli Sünger - Melamin Silgi Temizlik Süngeri 90x70x35mm,SGCB,60,https://mgpolishing.com/wp-content/uploads/2025/11/SGGD190_0.jpg,AKSESUAR,Uygulama Aplikatörleri,,"Plastik, vinil, deri, sert yüzeyler",applicators,cleaning_sponge,https://mtskimya.com/aksesuar_mg/uygulama-aplikatorleri/prd-sgcb-magic-sponge-sihirli-sunger-melamin-silgi-temizlik-sungeri-90x70x35mm
SGGD296,6973086161092,SGCB Tire Sponge PRO Lastik Parlatıcı Uygulama Aparatı - 31 cm,SGCB,750,https://mgpolishing.com/wp-content/uploads/2025/11/SGGD296_0.jpg,AKSESUAR,Uygulama Aplikatörleri,,Lastik yan yüzeyleri,applicators,tire_applicator,https://mtskimya.com/aksesuar_mg/uygulama-aplikatorleri/prd-sgcb-tire-sponge-pro-lastik-parlatici-uygulama-aparati-31-cm
11075-RE,8683492660505,MG PS Çok Amaçlı El Tipi Aplikatör Sünger (Kırmızı) - 110x75 mm,MG PS,140,https://mgpolishing.com/wp-content/uploads/2025/11/11075-RE_0.jpg,AKSESUAR,Uygulama Aplikatörleri,,"Çok amaçlı - boya, plastik, deri",applicators,applicator_pad,https://mtskimya.com/aksesuar/uygulama-aplikatorleri/prd-mg-pads-cok-amacli-el-tipi-aplikator-sunger-kirmizi-110x75-mm
Q2M-CA2P,8809432671046,GYEON QM Coating Applicator Çift Taraflı Seramik Uygulama Pedi - 2'li Paket,GYEON,550,https://mgpolishing.com/wp-content/uploads/2025/11/Q2M-CA2P_0.jpg,AKSESUAR,Uygulama Aplikatörleri,,Boyalı yüzeyler - seramik kaplama uygulaması,applicators,coating_applicator,https://mtskimya.com/aksesuar/uygulama-aplikatorleri/prd-gyeon-q-m-coating-applicator-cift-tarafli-seramik-uygulama-pedi-2-li-paket
Q2M-CA10P,8809432671077,GYEON QM Coating Applicator Çift Taraflı Seramik Uygulama Pedi - 10'lu Paket,GYEON,2700,https://mgpolishing.com/wp-content/uploads/2025/11/Q2M-CA10P_0.jpg,AKSESUAR,Uygulama Aplikatörleri,,Boyalı yüzeyler - seramik kaplama uygulaması,applicators,coating_applicator,https://mtskimya.com/aksesuar/uygulama-aplikatorleri/prd-gyeon-q-m-coating-applicator-cift-tarafli-seramik-uygulama-pedi-10-lu-paket
Q2M-CAP10P,8809432677239,GYEON QM Coating Applicator Light Çift Taraflı Seramik Boya Yüzey Uygulama Pedi - 10'lu Paket,GYEON,1700,https://mgpolishing.com/wp-content/uploads/2025/08/Q2M-CAP10P_1.webp,AKSESUAR,Uygulama Aplikatörleri,,"Boyalı yüzeyler, cam, plastik",applicators,coating_applicator,https://mtskimya.com/aksesuar/uygulama-aplikatorleri/prd-gyeon-q-m-coating-applicator-light-cift-tarafli-seramik-boya-yuzey-uygulama-pedi-10-lu-paket
Q2M-MFAE,8809432674870,GYEON QM MF Applicator EVO Parmak Tip Uygulama Aplikatörü - 2'li Paket,GYEON,600,https://mgpolishing.com/wp-content/uploads/2025/11/Q2M-MFAE_0.jpg,AKSESUAR,Uygulama Aplikatörleri,,"Boyalı yüzeyler, hassas bölgeler, köşeler",applicators,applicator_pad,https://mtskimya.com/aksesuar/uygulama-aplikatorleri/prd-gyeon-q-m-mf-applicator-evo-parmak-tip-uygulama-aplikatoru-2li-paket
