target_sku,section_name,category_name,question_en,answer_en,url,article_id
Q2-LCR500M,Q² LeatherCoat REDEFINED,Q² Collection,I can see high spots - why (and what to do) ?,Re-apply a small amount of product to the affected area. If necessary clean leather and reapply the coating.,https://gyeon.zendesk.com/hc/en-us/articles/360000933137-I-can-see-high-spots-why-and-what-to-do,360000933137
Q2-LSE50M,Q² LeatherShield EVO,Q² Collection,I can spot sudges after the application - what to do?,Re-apply a small amount of product to the affected area. If necessary clean leather and reapply the coating,https://gyeon.zendesk.com/hc/en-us/articles/360000941318-I-can-spot-sudges-after-the-application-what-to-do,360000941318
Q2-VE20M,Q² View EVO,Q² Collection,"I see ""clouds"" after the application - what to do? ",Wipe the coating with a damp cloth and check again.,https://gyeon.zendesk.com/hc/en-us/articles/360000940518-I-see-clouds-after-the-application-what-to-do,360000940518
Q2-TRE30M,Q² Trim EVO,Q² Collection,I can see high spots - why (and what to do) ?,"Right after the application, multiple wipes with Q²M Prep & Q²M Polishwipe might help.",https://gyeon.zendesk.com/hc/en-us/articles/360000933158-I-can-see-high-spots-why-and-what-to-do,360000933158
Q2-RE30M,Q² Rim EVO,Q² Collection,I can see high spots - why (and what to do) ?,"Right after the application, multiple wipes with Q²M Prep & Q²M Polishwipe EVO might help.",https://gyeon.zendesk.com/hc/en-us/articles/360000922777-I-can-see-high-spots-why-and-what-to-do,360000922777
Q2-BS30M,Q² Booster,Q² Collection,Can it be used as top coat ?,"Yes, it's the only function of this product. Q² Booster is not a stand-alone coating.",https://gyeon.zendesk.com/hc/en-us/articles/360000930338-Can-it-be-used-as-top-coat,360000930338
Q2-SLE50M,Q² Syncro EVO,Q² Collection,Can I apply multiple layers? ,Yes - The Q² Mohs EVO base requires 1 layer (2 are optional and allowed) and the Q² Skin top coat can be layered as well.,https://gyeon.zendesk.com/hc/en-us/articles/360000911657-Can-I-apply-multiple-layers,360000911657
Q2-MLE100M,Q² Mohs EVO,Q² Collection,Is paint correction obligatory before applying the coating ?,No - however surface preparation (decontamination and degreasing) are crucial. Follow the user manual for more product specific details.,https://gyeon.zendesk.com/hc/en-us/articles/360000910737-Is-paint-correction-obligatory-before-applying-the-coating,360000910737
Q2-MTEL50M,Q² Matte EVO,Q² Collection,How to maintain a vehicle coated with that product ?,We recommend the use of Q²M Bathe+ and Q²M Wetcoat during your normal wash routine. The coating is designed to resist chemicals ph. within 2 to 11.,https://gyeon.zendesk.com/hc/en-us/articles/360000906578-How-to-maintain-a-vehicle-coated-with-that-product,360000906578
Q2-PLE50M,Q² Pure EVO,Q² Collection,Is paint correction obligatory before applying the coating ?,No - However surface preparation (decontamination and degreasing) are crucial. Follow the user manual for more product specific details.,https://gyeon.zendesk.com/hc/en-us/articles/360000903838-Is-paint-correction-obligatory-before-applying-the-coating,360000903838
Q2-OLE100M,Q² One EVO,Q² Collection,Can it be used as top coating ?,No.,https://gyeon.zendesk.com/hc/en-us/articles/360000902818-Can-it-be-used-as-top-coating,360000902818
_BRAND:gyeon:q2_general,Q² CanCoat Pro EVO,Q² Collection,Will Q² CanCoat Pro EVO alter the finish of my paintwork?,"It will provide gloss and visual slickness, a typical ""glass-like-gloss"". You will benefit from enhanced colour and depth as well.",https://gyeon.zendesk.com/hc/en-us/articles/360000894977-Will-Q-CanCoat-Pro-EVO-alter-the-finish-of-my-paintwork,360000894977
Q2-CCE200M,Q² CanCoat EVO,Q² Collection,Will Q² CanCoat EVO alter the finish of my paintwork?,"It will provide gloss and visual slickness, a typical ""glass-like-gloss"". You will benefit from enhanced colour and depth as well.",https://gyeon.zendesk.com/hc/en-us/articles/360000901638-Will-Q-CanCoat-EVO-alter-the-finish-of-my-paintwork,360000901638
Q2-QV120M,Q² QuickView,Q² Collection,Can I top it off with additional coating/wax/sealant?,No,https://gyeon.zendesk.com/hc/en-us/articles/360015829718-Can-I-top-it-off-with-additional-coating-wax-sealant,360015829718
Q2-W175G,Q² Wax,Q² Collection,How to maintain a vehicle coated with that product ?,"We recommend the use of Q²M Bathe+, Q²M Cure, Q²M Ceramic Detailer or Q²M Wetcoat during your normal wash routine. If the properties of the Q² Wax start to diminish - wash your car with Q²M Restart Wash and re-apply a layer over it.",https://gyeon.zendesk.com/hc/en-us/articles/360015806958-How-to-maintain-a-vehicle-coated-with-that-product,360015806958
Q2-PPFE50M,Q² PPF EVO,Q² Collection,I can see high spots - Why (and what to do) ?,"Right after the application, multiple wipes with Q²M Prep & Q²M Polishwipe might help. On the next day, you will have to use a machine polisher. However, the removal is possible only on glossy PPF or wrap.",https://gyeon.zendesk.com/hc/en-us/articles/360003977838-I-can-see-high-spots-Why-and-what-to-do,360003977838
Q2-LCR500M,Q² LeatherCoat REDEFINED,Q² Collection,How to maintain a vehicle upholstery coated with that product ?,We recommend the use of Q²M LeatherCleaner Natural (available together in Q²M Leather Set),https://gyeon.zendesk.com/hc/en-us/articles/360000933097-How-to-maintain-a-vehicle-upholstery-coated-with-that-product,360000933097
Q2-LSE50M,Q² LeatherShield EVO,Q² Collection,My leather got dirty - does the coating not work ?,"No. The top surface of the leather will be contaminated over time, however, this contamination will be stuck on top of the coating",https://gyeon.zendesk.com/hc/en-us/articles/360000941298-My-leather-got-dirty-does-the-coating-not-work,360000941298
Q2-FCNA400M,Q² FabricCoat,Q² Collection,Water does not bead anymore – what to do ?,"Beading is not the only factor to judge protection. Even if Q² FabricCoat does not bead, it will protect the surface against UV rays and colour change.",https://gyeon.zendesk.com/hc/en-us/articles/360000940838-Water-does-not-bead-anymore-what-to-do,360000940838
Q2-VE20M,Q² View EVO,Q² Collection,Water does not run off anymore - what to do ?,Check the glass surface for contamination. Use a clay bar to remove it. Clean glass with Q²M Glass.,https://gyeon.zendesk.com/hc/en-us/articles/360000940458-Water-does-not-run-off-anymore-what-to-do,360000940458
Q2-TRE30M,Q² Trim EVO,Q² Collection,"The beading is gone, what to do ?","Most of all - do not worry. Water repellency is not the only indicator of the coatings presence. Decontaminate the surface and check repellency. If it's gone, but the intensity of the colour is still on the required level, you may leave the coated panel for another period of time. In any other case - recoat the panel.",https://gyeon.zendesk.com/hc/en-us/articles/360000933038-The-beading-is-gone-what-to-do,360000933038
Q2-RE30M,Q² Rim EVO,Q² Collection,"The beading is gone, what to do ?",Proceed with surface decontamination with Q²M Iron REDEFINED & Q²M Tar REDEFINED after a complete maintenance wash. Use Q²M WetCoat or Q²M Cure REDEFINED to restore repellency.,https://gyeon.zendesk.com/hc/en-us/articles/360000932278-The-beading-is-gone-what-to-do,360000932278
Q2-BS30M,Q² Booster,Q² Collection,Can I top it off with additional coating ?,No,https://gyeon.zendesk.com/hc/en-us/articles/360000920557-Can-I-top-it-off-with-additional-coating,360000920557
Q2-SLE50M,Q² Syncro EVO,Q² Collection,Can it be apply on PPF/Matte Paint/Vinyl/Carbon Fiber ?,"Yes, except for matte finished surfaces.",https://gyeon.zendesk.com/hc/en-us/articles/360000921678-Can-it-be-apply-on-PPF-Matte-Paint-Vinyl-Carbon-Fiber,360000921678
Q2-MLE100M,Q² Mohs EVO,Q² Collection,"The beading is gone, what to do ?",Proceed with surface decontamination with Q²M Iron REDEFINED & Q²M Tar REDEFINED after a complete maintenance wash. Use Q²M Cure REDEFINED or Q²M WetCoat to restore initial repellency.,https://gyeon.zendesk.com/hc/en-us/articles/360000920918-The-beading-is-gone-what-to-do,360000920918
Q2-MTEL50M,Q² Matte EVO,Q² Collection,I can see high spots – What I did wrong ? What to do now ?,Multiples wipe with Q²M Prep & Q²M Polishwipe shall solve the issue once spotted in time. Please be very careful with matte finished paints - you have only one chance to apply to product correctly.,https://gyeon.zendesk.com/hc/en-us/articles/360000899877-I-can-see-high-spots-What-I-did-wrong-What-to-do-now,360000899877
Q2-PLE50M,Q² Pure EVO,Q² Collection,Can it be used as top coating ?,No.,https://gyeon.zendesk.com/hc/en-us/articles/360000903738-Can-it-be-used-as-top-coating,360000903738
Q2-OLE100M,Q² One EVO,Q² Collection,How to maintain a vehicle coated with that product ?,"We recommend the use of Q²M Bathe+, Q²M Cure or Q²M Wetcoat during your normal wash routine. The coating is designed to resist chemicals with a Ph. within 2 to 11, so a wide variety of specifics is allowed during daily maintenance.",https://gyeon.zendesk.com/hc/en-us/articles/360000895457-How-to-maintain-a-vehicle-coated-with-that-product,360000895457
_BRAND:gyeon:q2_general,Q² CanCoat Pro EVO,Q² Collection,Can it be removed?,Yes - removal will require mechanical polishing with a compound and appropriate polishing pad.,https://gyeon.zendesk.com/hc/en-us/articles/360000894797-Can-it-be-removed,360000894797
Q2-CCE200M,Q² CanCoat EVO,Q² Collection,Will it prevent water marks or bird droppings damaging paint ?,"Nothing can entirely prevent water marks. They can happen on bare, waxed and coated paint as well. Bird residue is one of the harshest and most damaging substance known. A coating will provide you with the time necessary to remove the contamination without etching. However, once you leave it on a hot summer day for many hours, not even a coating will prevent damage entirely.",https://gyeon.zendesk.com/hc/en-us/articles/360000894137-Will-it-prevent-water-marks-or-bird-droppings-damaging-paint,360000894137
Q2-QV120M,Q² QuickView,Q² Collection,How to store the product after use? What is the shelf life once opened?,"Store it in a dry, dark, and cool place. Please do not allow it to freeze or be exposed to sunlight. Once opened, it has a ""good-to-use"" shelf life of 2 years.",https://gyeon.zendesk.com/hc/en-us/articles/360015827998-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360015827998
Q2-W175G,Q² Wax,Q² Collection,Will Q² Wax alter the finish of my paintwork?,"It will provide gloss and visual slickness, a typical ""glass-like-gloss"". You will benefit from enhanced colour and depth as well.",https://gyeon.zendesk.com/hc/en-us/articles/360015822338-Will-Q-Wax-alter-the-finish-of-my-paintwork,360015822338
Q2-PPFE50M,Q² PPF EVO,Q² Collection,Is paint correction obligatory before applying the coating ?,"No - however surface preparation (decontamination and degreasing) are crucial.

Follow the user manual for more product-specific details.",https://gyeon.zendesk.com/hc/en-us/articles/360003977658-Is-paint-correction-obligatory-before-applying-the-coating,360003977658
Q2-LSE50M,Q² LeatherShield EVO,Q² Collection,How to store the product after use? What is the shelf life once opened?,"Store it in a dry, dark, and cool place. Please do not allow it to freeze or be exposed to sunlight. Once opened, it has a ""good-to-use"" shelf life of 2 years.",https://gyeon.zendesk.com/hc/en-us/articles/360000941238-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360000941238
Q2-FCNA400M,Q² FabricCoat,Q² Collection,Can it be removed?,Only with the use of a textile cleaner and with the use of an extraction vacuum cleaner.,https://gyeon.zendesk.com/hc/en-us/articles/360000940818-Can-it-be-removed,360000940818
Q2-VE20M,Q² View EVO,Q² Collection,Can it be removed?,Yes - it will require the use of Q²M Glass Polish included in the product package.,https://gyeon.zendesk.com/hc/en-us/articles/360000931317-Can-it-be-removed,360000931317
Q2-TRE30M,Q² Trim EVO,Q² Collection,How to store the product after use? What is the shelf life once opened?,"Store it in a dry, dark, and cool place. Please do not allow it to freeze or be exposed to sunlight. Once opened, it has a ""good-to-use"" shelf life of 2 years.",https://gyeon.zendesk.com/hc/en-us/articles/360000932918-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360000932918
Q2-RE30M,Q² Rim EVO,Q² Collection,How to store the product after use? What is the shelf life once opened?,"Store it in a dry, dark, and cool place. Please do not allow it to freeze or be exposed to sunlight. Once opened, it has a ""good-to-use"" shelf life of 2 years.",https://gyeon.zendesk.com/hc/en-us/articles/360000922677-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360000922677
Q2-BS30M,Q² Booster,Q² Collection,"The beading is gone, what to do ?",Proceed with surface decontamination with Q²M Iron & Q²M Tar after a complete maintenance wash. Use Q²M Cure or Q²M WetCoat to restore initial repellency.,https://gyeon.zendesk.com/hc/en-us/articles/360000930378-The-beading-is-gone-what-to-do,360000930378
Q2-SLE50M,Q² Syncro EVO,Q² Collection,I can see high spots - why (and what to do) ?,"Right after the application, multiple wipes with Q²M Prep & Q²M Polishwipe might help. On the next day, you will have to use a machine polisher.",https://gyeon.zendesk.com/hc/en-us/articles/360000912317-I-can-see-high-spots-why-and-what-to-do,360000912317
Q2-MLE100M,Q² Mohs EVO,Q² Collection,Will it prevent water marks or bird droppings damaging paint ?,Yes - however such contamination must be removed from the paint as soon as possible.,https://gyeon.zendesk.com/hc/en-us/articles/360000902197-Will-it-prevent-water-marks-or-bird-droppings-damaging-paint,360000902197
Q2-MTEL50M,Q² Matte EVO,Q² Collection,Will it prevent WaterSpot/Bird Drops to stick to my car paint ?,Proceed with surface decontamination with Q²M Iron & Q²M Tar after a complete maintenance wash. Use Q²M Cure Matte to restore initial repellency.,https://gyeon.zendesk.com/hc/en-us/articles/360000899717-Will-it-prevent-WaterSpot-Bird-Drops-to-stick-to-my-car-paint,360000899717
Q2-PLE50M,Q² Pure EVO,Q² Collection,Can I top it off with additional coating/wax/sealant?,"Yes, we recommend Q² CanCoat EVO or Q² Wax as a top-up product.",https://gyeon.zendesk.com/hc/en-us/articles/360000896537-Can-I-top-it-off-with-additional-coating-wax-sealant,360000896537
Q2-OLE100M,Q² One EVO,Q² Collection,I can see high spots - why (and what to do) ?,"Right after the application, multiple wipes with Q²M Prep & Q²M Polishwipe might help. On the next day, you will have to use a machine polisher.",https://gyeon.zendesk.com/hc/en-us/articles/360000896297-I-can-see-high-spots-why-and-what-to-do,360000896297
_BRAND:gyeon:q2_general,Q² CanCoat Pro EVO,Q² Collection,How to maintain a vehicle coated with that product ?,"We recommend the use of Q²M Bathe+, Q²M Cure REDEFINED or Q²M WetCoat during your normal wash routine. The coating is designed to resist chemicals with a ph. within 3 to 11, so a wide variety of specifics is allowed during daily maintenance.",https://gyeon.zendesk.com/hc/en-us/articles/360000901938-How-to-maintain-a-vehicle-coated-with-that-product,360000901938
Q2-CCE200M,Q² CanCoat EVO,Q² Collection,I can see high spots - why (and what to do) ?,"Right after the application, multiple wipes with Q²M Prep & Q²M Polishwipe might help. On the next day, you will have to use a machine polisher.",https://gyeon.zendesk.com/hc/en-us/articles/360000894157-I-can-see-high-spots-why-and-what-to-do,360000894157
Q2-W175G,Q² Wax,Q² Collection,How long does the product need to dry/cure ?,"When you finish applying Q² Wax, the car should remain in the garage/studio for 12 hours. Any contact with chemicals/detergents shall be avoided for the next 7 to 14 days.",https://gyeon.zendesk.com/hc/en-us/articles/360015740197-How-long-does-the-product-need-to-dry-cure,360015740197
Q2-PPFE50M,Q² PPF EVO,Q² Collection,How to maintain a vehicle coated with that product ?,We recommend the use of Q²M Bathe+ and Q²M WetCoat during your normal wash routine. The coating is designed to resist chemicals ph. within 2 to 11. Apply periodically Q²M PPF Maintain to boost hydrophobicity and slickness.,https://gyeon.zendesk.com/hc/en-us/articles/360004004737-How-to-maintain-a-vehicle-coated-with-that-product,360004004737
Q2-FCNA400M,Q² FabricCoat,Q² Collection,I sprayed some of product on windows/paint - how to remove ?,Wipe multiple time with Q²M Prep and Q²M BaldWipe,https://gyeon.zendesk.com/hc/en-us/articles/360000932037-I-sprayed-some-of-product-on-windows-paint-how-to-remove,360000932037
Q2-VE20M,Q² View EVO,Q² Collection,How to store the product after use? What is the shelf life once opened?,"Store it in a dry, dark, and cool place. Please do not allow it to freeze or be exposed to sunlight. Once opened, it has a ""good-to-use"" shelf life of 2 years.",https://gyeon.zendesk.com/hc/en-us/articles/360000940218-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360000940218
Q2-BS30M,Q² Booster,Q² Collection,I can see high spots – Why? (and what to do now ?),"Due to its fluorine base, the product will flash immediately - if you notice any high spots they are the result of the ceramic base coat and were present before the application of Q² Booster.",https://gyeon.zendesk.com/hc/en-us/articles/360000930398-I-can-see-high-spots-Why-and-what-to-do-now,360000930398
Q2-SLE50M,Q² Syncro EVO,Q² Collection,Is paint correction obligatory before applying the coating ?,No - however surface preparation (decontamination and degreasing) are crucial. Follow the user manual for more product specific details.,https://gyeon.zendesk.com/hc/en-us/articles/360000921878-Is-paint-correction-obligatory-before-applying-the-coating,360000921878
Q2-MLE100M,Q² Mohs EVO,Q² Collection,Can it be removed?,Yes - removal will require mechanical polishing with a compound and appropriate polishing pad.,https://gyeon.zendesk.com/hc/en-us/articles/360000902157-Can-it-be-removed,360000902157
Q2-MTEL50M,Q² Matte EVO,Q² Collection,"The beading is gone, what to do ?",Proceed with surface decontamination with Q²M Iron & Q²M Tar after a complete maintenance wash.,https://gyeon.zendesk.com/hc/en-us/articles/360000906618-The-beading-is-gone-what-to-do,360000906618
Q2-PLE50M,Q² Pure EVO,Q² Collection,How to maintain a vehicle coated with that product ?,"We recommend the use of Q²M Bathe+, Q²M Cure or Q²M WetCoat during your normal wash routine. The coating is designed to resist chemicals with a Ph. within 3 to 11, so a wide variety of specifics is allowed during daily maintenance.",https://gyeon.zendesk.com/hc/en-us/articles/360000903778-How-to-maintain-a-vehicle-coated-with-that-product,360000903778
Q2-OLE100M,Q² One EVO,Q² Collection,Will it prevent water marks or bird droppings damaging paint ?,Yes - however such contamination must be removed from the paint as soon as possible.,https://gyeon.zendesk.com/hc/en-us/articles/360000902998-Will-it-prevent-water-marks-or-bird-droppings-damaging-paint,360000902998
_BRAND:gyeon:q2_general,Q² CanCoat Pro EVO,Q² Collection,Can I use it as a top coat to another coating? ,"Yes, it can be applied as a top coat to any high-quality ceramic coating.",https://gyeon.zendesk.com/hc/en-us/articles/360000894457-Can-I-use-it-as-a-top-coat-to-another-coating,360000894457
Q2-CCE200M,Q² CanCoat EVO,Q² Collection,How to maintain a vehicle coated with that product ?,"We recommend the use of Q²M Bathe+, Q²M Cure or Q²M WetCoat during your normal wash routine. The coating is designed to resist chemicals with a Ph. within 3 to 11, so a wide variety of specifics is allowed during daily maintenance.",https://gyeon.zendesk.com/hc/en-us/articles/360000901598-How-to-maintain-a-vehicle-coated-with-that-product,360000901598
Q2-W175G,Q² Wax,Q² Collection,How to store the product after use? What is the shelf life once opened?,"Make sure to close the tube properly with both top clear cover and top screw. Store it in a dry, dark, and cool place. Please do not allow it to freeze or be exposed to sunlight. Once opened, it has a ""good-to-use"" shelf life of 2 years.",https://gyeon.zendesk.com/hc/en-us/articles/360015806538-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360015806538
Q2-PPFE50M,Q² PPF EVO,Q² Collection,"The beading is gone, what to do?",Proceed with surface decontamination with Q²M Iron REDEFINED after a complete maintenance wash. Use Q²M PPF Maintain REDEFINED or Q²M WetCoat to restore initial repellency.,https://gyeon.zendesk.com/hc/en-us/articles/360003976998-The-beading-is-gone-what-to-do,360003976998
Q2-FCNA400M,Q² FabricCoat,Q² Collection,The surface where I used the product is sticky - is that normal? ,"No, it should not become sticky. Q² FabricCoat has a formula designed to dry quickly. Once it dries very slowly (because you have overapplied the product), it might become sticky/grabby. In such case, clean the textile with a low pile microfibre soaked with hot water.",https://gyeon.zendesk.com/hc/en-us/articles/360000932017-The-surface-where-I-used-the-product-is-sticky-is-that-normal,360000932017
Q2-BS30M,Q² Booster,Q² Collection,Will it prevent water marks or bird droppings damaging paint ?,Yes - however such contamination must be removed from the paint as soon as possible.,https://gyeon.zendesk.com/hc/en-us/articles/360000930358-Will-it-prevent-water-marks-or-bird-droppings-damaging-paint,360000930358
Q2-SLE50M,Q² Syncro EVO,Q² Collection,"The beading is gone, what to do ?",Proceed with surface decontamination with Q²M Iron & Q²M Tar after a complete maintenance wash. Use Q²M Cure or Q²M WetCoat to restore initial repellency.,https://gyeon.zendesk.com/hc/en-us/articles/360000912057-The-beading-is-gone-what-to-do,360000912057
Q2-MLE100M,Q² Mohs EVO,Q² Collection,How to maintain a vehicle coated with that product ?,We recommend the use of Q²M Bathe+ and Q²M Wetcoat during your normal wash routine. The coating is designed to resist chemicals ph. within 2 to 11.,https://gyeon.zendesk.com/hc/en-us/articles/360000908478-How-to-maintain-a-vehicle-coated-with-that-product,360000908478
Q2-MTEL50M,Q² Matte EVO,Q² Collection,How long will it last ?,Q² Matte EVO last up to 24 months/30k km.,https://gyeon.zendesk.com/hc/en-us/articles/360000899517-How-long-will-it-last,360000899517
Q2-PLE50M,Q² Pure EVO,Q² Collection,Will it prevent water marks or bird droppings damaging paint ?,Yes - however such contamination must be removed from the paint as soon as possible.,https://gyeon.zendesk.com/hc/en-us/articles/360000896697-Will-it-prevent-water-marks-or-bird-droppings-damaging-paint,360000896697
Q2-OLE100M,Q² One EVO,Q² Collection,How long does the product need to dry/cure ?,The product needs minimum 12h after application before being exposed to atmospherically impact and another 14 days with no detergent wash.,https://gyeon.zendesk.com/hc/en-us/articles/360000902798-How-long-does-the-product-need-to-dry-cure,360000902798
_BRAND:gyeon:q2_general,Q² CanCoat Pro EVO,Q² Collection,What surface can you apply Q² CanCoat Pro EVO on?,"Q² CanCoat Pro EVO is a very versatile product. You are allowed to apply it to paint, trim, rims, metal, carbon fibre & PPF/Vinyl.",https://gyeon.zendesk.com/hc/en-us/articles/360000901678-What-surface-can-you-apply-Q-CanCoat-Pro-EVO-on,360000901678
Q2-CCE200M,Q² CanCoat EVO,Q² Collection,Can I use it as a top coat to another coating? ,"Yes, it can be applied as a top coat to any high-quality ceramic coating.",https://gyeon.zendesk.com/hc/en-us/articles/360000901558-Can-I-use-it-as-a-top-coat-to-another-coating,360000901558
Q2-PPFE50M,Q² PPF EVO,Q² Collection,How to store the product after use? What is the shelf life once opened?,"Store it in a dry, dark, and cool place. Please do not allow it to freeze or be exposed to sunlight. Once opened, it has a ""good-to-use"" shelf life of 2 years.",https://gyeon.zendesk.com/hc/en-us/articles/360004004397-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360004004397
Q2-BS30M,Q² Booster,Q² Collection,How long does the product need to dry/cure ?,The product needs minimum 12h after application before being exposed to atmospherically impact and another 14 days with no detergent wash.,https://gyeon.zendesk.com/hc/en-us/articles/360000920577-How-long-does-the-product-need-to-dry-cure,360000920577
Q2-SLE50M,Q² Syncro EVO,Q² Collection,Will it prevent water marks or bird droppings damaging paint ?,Yes - however such contamination must be removed from the paint as soon as possible.,https://gyeon.zendesk.com/hc/en-us/articles/360000912037-Will-it-prevent-water-marks-or-bird-droppings-damaging-paint,360000912037
Q2-MLE100M,Q² Mohs EVO,Q² Collection,How long does the product need to dry/cure ?,The product needs minimum 12h after application before being exposed to atmospherically impact and another 14 days with no detergent wash.,https://gyeon.zendesk.com/hc/en-us/articles/360000902117-How-long-does-the-product-need-to-dry-cure,360000902117
Q2-MTEL50M,Q² Matte EVO,Q² Collection,How long does the product need to dry/cure ?,The product needs minimum 12h after application before being exposed to atmospherically impact and another 14 days with no detergent wash.,https://gyeon.zendesk.com/hc/en-us/articles/360000906558-How-long-does-the-product-need-to-dry-cure,360000906558
Q2-PLE50M,Q² Pure EVO,Q² Collection,I can see high spots - why (and what to do) ?,"Right after the application, multiple wipes with Q²M Prep & Q²M Polishwipe might help. On the next day, you will have to use a machine polisher.",https://gyeon.zendesk.com/hc/en-us/articles/360000904358-I-can-see-high-spots-why-and-what-to-do,360000904358
Q2-OLE100M,Q² One EVO,Q² Collection,"The beading is gone, what to do ?",Proceed with surface decontamination with Q²M Iron & Q²M Tar after a complete maintenance wash. Use Q²M Cure or Q²M WetCoat to restore initial repellency.,https://gyeon.zendesk.com/hc/en-us/articles/360000903398-The-beading-is-gone-what-to-do,360000903398
_BRAND:gyeon:q2_general,Q² CanCoat Pro EVO,Q² Collection,Can I top it off with an additional coating ?,No.,https://gyeon.zendesk.com/hc/en-us/articles/360000901738-Can-I-top-it-off-with-an-additional-coating,360000901738
Q2-CCE200M,Q² CanCoat EVO,Q² Collection,How long does the product need to dry/cure ?,When you finish applying Q² CanCoat EVO the car should remain in the garage/studio for 12 hours. Any contact with chemicals/detergents shall be avoided for the next 7 days.,https://gyeon.zendesk.com/hc/en-us/articles/360000893997-How-long-does-the-product-need-to-dry-cure,360000893997
Q2-BS30M,Q² Booster,Q² Collection,How to store the product after use? What is the shelf life once opened?,The coating shall be used entirely once opened.,https://gyeon.zendesk.com/hc/en-us/articles/360000920517-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360000920517
