target_sku,section_name,category_name,question_en,answer_en,url,article_id
Q2-LSE50M,Q² LeatherShield EVO,Q² Collection,How long will it last ?,Q² LeatherShield EVO lasts up to 18 months/30k km,https://gyeon.zendesk.com/hc/en-us/articles/360000941218-How-long-will-it-last,360000941218
Q2-AF120M,Q² AntiFog,Q² Collection,How long will it last ?,Q² AntiFog lasts up to 2 months.,https://gyeon.zendesk.com/hc/en-us/articles/360000940998-How-long-will-it-last,360000940998
Q2-FCNA400M,Q² FabricCoat,Q² Collection,How long will it last ?,Q² Fabric Coat last up to 6 months,https://gyeon.zendesk.com/hc/en-us/articles/360000931657-How-long-will-it-last,360000931657
Q2-VE20M,Q² View EVO,Q² Collection,How long does the product need to dry/cure ?,The product needs minimum 12h after application before being exposed to atmospherically impact and another 14 days with no detergent wash.,https://gyeon.zendesk.com/hc/en-us/articles/360000940398-How-long-does-the-product-need-to-dry-cure,360000940398
Q2-TRE30M,Q² Trim EVO,Q² Collection,How long will it last ?,Q² Trim EVO will last up to 36months/ 50k km.,https://gyeon.zendesk.com/hc/en-us/articles/360000932758-How-long-will-it-last,360000932758
Q2-RE30M,Q² Rim EVO,Q² Collection,Can I apply multiple layers?,Yes - please wait 1h in between layers.,https://gyeon.zendesk.com/hc/en-us/articles/360000932158-Can-I-apply-multiple-layers,360000932158
Q2-PR1000M,Q² Primer,Q² Collection,How to store the product after use? What is the shelf life once opened?,"Secure the dispenser in the closed position. Store it in a dry, dark, and cool place. Please do not allow it to freeze or expose it to sunlight. Once opened, it has a ""good-to-use"" shelf life of 2 years.",https://gyeon.zendesk.com/hc/en-us/articles/360000931198-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360000931198
Q2-BS30M,Q² Booster,Q² Collection,Can it be apply on PPF/Matte Paint/Vinyl/Carbon Fiber ?,"Yes, except matte finished surfaces.",https://gyeon.zendesk.com/hc/en-us/articles/360000920537-Can-it-be-apply-on-PPF-Matte-Paint-Vinyl-Carbon-Fiber,360000920537
Q2-SLE50M,Q² Syncro EVO,Q² Collection,Can it be removed?,Yes - removal will require mechanical polishing with a compound and appropriate polishing pad.,https://gyeon.zendesk.com/hc/en-us/articles/360000921838-Can-it-be-removed,360000921838
Q2-MLE100M,Q² Mohs EVO,Q² Collection,Can I apply multiple layers? ,"Yes - wait about 1h between layer, do not exceed 2h mark.",https://gyeon.zendesk.com/hc/en-us/articles/360000908418-Can-I-apply-multiple-layers,360000908418
Q2-MTEL50M,Q² Matte EVO,Q² Collection,Can it be apply on Glossy Part ?,It will not do any harm.,https://gyeon.zendesk.com/hc/en-us/articles/360000906498-Can-it-be-apply-on-Glossy-Part,360000906498
Q2-PLE50M,Q² Pure EVO,Q² Collection,Can I apply multiple layers? ,"Yes, although it's designed to be fully functional with just one layer.

Wait minimum 1h between layers.",https://gyeon.zendesk.com/hc/en-us/articles/360000903618-Can-I-apply-multiple-layers,360000903618
Q2-OLE100M,Q² One EVO,Q² Collection,Is paint correction obligatory before applying the coating ?,No - however surface preparation (decontamination and degreasing) are crucial. Follow the user manual for more product specific details.,https://gyeon.zendesk.com/hc/en-us/articles/360000896197-Is-paint-correction-obligatory-before-applying-the-coating,360000896197
_BRAND:gyeon:q2_general,Q² CanCoat Pro EVO,Q² Collection,Can it be applied on a wet surface ?,"No, only on well prepared, decontaminated and degreased with Q²M Prep surfaces or on top of another ceramic coating.",https://gyeon.zendesk.com/hc/en-us/articles/360000901718-Can-it-be-applied-on-a-wet-surface,360000901718
Q2-CCE200M,Q² CanCoat EVO,Q² Collection,What surface can you apply Q² CanCoat EVO on?,"Q² CanCoat EVO is a very versatile product. You are allowed to apply it to paint, trim, rims, metal, carbon fibre & PPF/Vinyl.",https://gyeon.zendesk.com/hc/en-us/articles/360000901478-What-surface-can-you-apply-Q-CanCoat-EVO-on,360000901478
Q2-QV120M,Q² QuickView,Q² Collection,How long does the product need to dry/cure ?,Q² QuickView needs 5 minutes to cure before wipe off - idealistically we would recommend to not expose the coated surface to water in the 12 hours following its application.,https://gyeon.zendesk.com/hc/en-us/articles/360015760557-How-long-does-the-product-need-to-dry-cure,360015760557
Q2-W175G,Q² Wax,Q² Collection,Can it be applied on a wet surface ?,"No, only on well prepared, decontaminated and degreased with Q²M Prep surfaces or on top of another ceramic coating.",https://gyeon.zendesk.com/hc/en-us/articles/360015739897-Can-it-be-applied-on-a-wet-surface,360015739897
_BRAND:gyeon:q2_general,Q² Flash EVO,Q² Collection,Paint Correction is obligatory before applying the coating?,This depends on your Certified Detailer inspection - please rely on his opinion.,https://gyeon.zendesk.com/hc/en-us/articles/360004017757-Paint-Correction-is-obligatory-before-applying-the-coating,360004017757
Q2-PPFE50M,Q² PPF EVO,Q² Collection,Can it be apply on paint ?,"No, Q² PPF EVO is designed to be applied on a flexible surface such as polyurethane present on most of PPF and vinyl wrap on the market.",https://gyeon.zendesk.com/hc/en-us/articles/360004004457-Can-it-be-apply-on-paint,360004004457
Q2-TYA500M,Q² Tire,Q² Collection,How long will it last ?,"Q² Tire lasts up to 5 washes, however, even if the repellency stops, a pleasant visual effect remains",https://gyeon.zendesk.com/hc/en-us/articles/360000933277-How-long-will-it-last,360000933277
Q2-LCR500M,Q² LeatherCoat REDEFINED,Q² Collection,How long will it last ?,Q² LeatherCoat REDEFINED last up to 3 months,https://gyeon.zendesk.com/hc/en-us/articles/360000932997-How-long-will-it-last,360000932997
Q2-LSE50M,Q² LeatherShield EVO,Q² Collection,Can it be removed?,No. If you have a specific issue please contact us via the contact form,https://gyeon.zendesk.com/hc/en-us/articles/360000941278-Can-it-be-removed,360000941278
Q2-AF120M,Q² AntiFog,Q² Collection,How long does the product need to dry ?,Do not touch the glass for at least 2 hours after application.,https://gyeon.zendesk.com/hc/en-us/articles/360000932157-How-long-does-the-product-need-to-dry,360000932157
Q2-FCNA400M,Q² FabricCoat,Q² Collection,How long does the product need to dry/cure ?,Do not touch the surface until it fully dries. Do not use the vehicle for at least 12 hours,https://gyeon.zendesk.com/hc/en-us/articles/360000931997-How-long-does-the-product-need-to-dry-cure,360000931997
Q2-VE20M,Q² View EVO,Q² Collection,Can I apply multiple layers? ,Yes,https://gyeon.zendesk.com/hc/en-us/articles/360000940238-Can-I-apply-multiple-layers,360000940238
Q2-TRE30M,Q² Trim EVO,Q² Collection,How long does the product need to dry/cure ?,The product needs minimum 12h after application before being exposed to atmospherically impact and another 14 days with no detergent wash.,https://gyeon.zendesk.com/hc/en-us/articles/360000932998-How-long-does-the-product-need-to-dry-cure,360000932998
Q2-RE30M,Q² Rim EVO,Q² Collection,Can I top it off with additional coating/wax/sealant?,Yes - We recommend Q² CanCoat/Pro or Q²M Cure REDEFINED & Q²M WetCoat can be applied on top of it,https://gyeon.zendesk.com/hc/en-us/articles/360000932178-Can-I-top-it-off-with-additional-coating-wax-sealant,360000932178
Q2-BS30M,Q² Booster,Q² Collection,How long will it last ?,Q² Booster adds up to 12months,https://gyeon.zendesk.com/hc/en-us/articles/360000913417-How-long-will-it-last,360000913417
Q2-SLE50M,Q² Syncro EVO,Q² Collection,How long will it last ?,Q² Syncro EVO will last up to 50 months/50k km.,https://gyeon.zendesk.com/hc/en-us/articles/360000911337-How-long-will-it-last,360000911337
Q2-MLE100M,Q² Mohs EVO,Q² Collection,Can it be apply on PPF/Matte Paint/Vinyl/Carbon Fiber ?,Yes.,https://gyeon.zendesk.com/hc/en-us/articles/360000908438-Can-it-be-apply-on-PPF-Matte-Paint-Vinyl-Carbon-Fiber,360000908438
Q2-MTEL50M,Q² Matte EVO,Q² Collection,When should I apply Q²M Cure Matte REDEFINED included in the kit ?,We recommend application of Q²M Cure Matte REDEFINED 12h minimum after the application and has a maintenance product after every wash.,https://gyeon.zendesk.com/hc/en-us/articles/360000899837-When-should-I-apply-Q-M-Cure-Matte-REDEFINED-included-in-the-kit,360000899837
Q2-PLE50M,Q² Pure EVO,Q² Collection,What surface can you apply Q² Pure EVO on?,This coating is designed for all painted surfaces of your vehicle.,https://gyeon.zendesk.com/hc/en-us/articles/360000896457-What-surface-can-you-apply-Q-Pure-EVO-on,360000896457
Q2-OLE100M,Q² One EVO,Q² Collection,Can I apply it on top of a wax? ,No.,https://gyeon.zendesk.com/hc/en-us/articles/360000895437-Can-I-apply-it-on-top-of-a-wax,360000895437
_BRAND:gyeon:q2_general,Q² CanCoat Pro EVO,Q² Collection,How long will it last ?,Q² CanCoat Pro EVO last up to 12 months / 15k km.,https://gyeon.zendesk.com/hc/en-us/articles/360000894297-How-long-will-it-last,360000894297
Q2-CCE200M,Q² CanCoat EVO,Q² Collection,Can I top it off with an additional coating ?,"No, but Q² Wax can be layered over it, 12h after application.",https://gyeon.zendesk.com/hc/en-us/articles/360000901538-Can-I-top-it-off-with-an-additional-coating,360000901538
Q2-QV120M,Q² QuickView,Q² Collection,Can it be removed?,Yes - it will require the use of an abrasive compound.,https://gyeon.zendesk.com/hc/en-us/articles/360015761577-Can-it-be-removed,360015761577
Q2-W175G,Q² Wax,Q² Collection,What surface can you apply Q² Wax on?,Q² Wax can be applied on every glossy painted surfaces included plastic & metal.,https://gyeon.zendesk.com/hc/en-us/articles/360015195557-What-surface-can-you-apply-Q-Wax-on,360015195557
_BRAND:gyeon:q2_general,Q² Flash EVO,Q² Collection,Will it prevent water marks or bird droppings damaging paint?,Yes - however such contamination must be removed from the paint as soon as possible.,https://gyeon.zendesk.com/hc/en-us/articles/360004017717-Will-it-prevent-water-marks-or-bird-droppings-damaging-paint,360004017717
Q2-PPFE50M,Q² PPF EVO,Q² Collection,Can it be removed?,"Yes, but only on glossy PPF or wrap. - removal will require mechanical polishing with a compound and appropriate polishing pad. Q²M PPF Renew is recommended.",https://gyeon.zendesk.com/hc/en-us/articles/360004006897-Can-it-be-removed,360004006897
Q2-TYA500M,Q² Tire,Q² Collection,How long does the product need to dry/cure ?,Do not drive the car for at least 15 minutes after application.,https://gyeon.zendesk.com/hc/en-us/articles/360000941898-How-long-does-the-product-need-to-dry-cure,360000941898
Q2-LCR500M,Q² LeatherCoat REDEFINED,Q² Collection,My leather is dirty - coating doesn’t work ?,"No - The top surface of the leather will be contaminated with time, however, this contamination will be on top of the coating making the cleaning process easier",https://gyeon.zendesk.com/hc/en-us/articles/360000941818-My-leather-is-dirty-coating-doesn-t-work,360000941818
Q2-LSE50M,Q² LeatherShield EVO,Q² Collection,How to maintain a vehicle coated with that product ?,We recommend the use of Q²M LeatherCleaner Natural & Q² LeatherCoat REDEFINED (available together in Q²M Leather Set),https://gyeon.zendesk.com/hc/en-us/articles/360000932517-How-to-maintain-a-vehicle-coated-with-that-product,360000932517
Q2-AF120M,Q² AntiFog,Q² Collection,Can it be removed?,"Yes, with the use of any glass cleaner",https://gyeon.zendesk.com/hc/en-us/articles/360000941078-Can-it-be-removed,360000941078
Q2-FCNA400M,Q² FabricCoat,Q² Collection,How to maintain a vehicle coated with that product ?,"Use only regular, ph-neutral shampoos. Do not use textile specific cleaners unless you intend to recoat.",https://gyeon.zendesk.com/hc/en-us/articles/360000940798-How-to-maintain-a-vehicle-coated-with-that-product,360000940798
Q2-VE20M,Q² View EVO,Q² Collection,Can I top it off with additional coating/wax/sealant?,No,https://gyeon.zendesk.com/hc/en-us/articles/360000931277-Can-I-top-it-off-with-additional-coating-wax-sealant,360000931277
Q2-TRE30M,Q² Trim EVO,Q² Collection,Can it be removed?,Yes - removal will require mechanical polishing with a compound and appropriate polishing pad and is possible only on glossy panels.,https://gyeon.zendesk.com/hc/en-us/articles/360000922997-Can-it-be-removed,360000922997
Q2-RE30M,Q² Rim EVO,Q² Collection,How to maintain a vehicle coated with that product ?,Proceed with your standard wheel cleaning procedure. Avoid the use of highly acidic cleaners. Specific products such as Q²M Iron WheelCleaner REDEFINED and Q²M TireCleaner can be used with no risk of damaging the coating. The coating is designed to resist chemicals ph. within 2 to 11.,https://gyeon.zendesk.com/hc/en-us/articles/360000932238-How-to-maintain-a-vehicle-coated-with-that-product,360000932238
Q2-BS30M,Q² Booster,Q² Collection,Can it be removed?,Yes - removal will require mechanical polishing with a compound and appropriate polishing pad.,https://gyeon.zendesk.com/hc/en-us/articles/360000920617-Can-it-be-removed,360000920617
Q2-SLE50M,Q² Syncro EVO,Q² Collection,When to apply Q² Skin EVO ?,Q² Skin EVO should be applied 1 hours minimum after the last coat of Q² Mohs EVO.,https://gyeon.zendesk.com/hc/en-us/articles/360000922078-When-to-apply-Q-Skin-EVO,360000922078
Q2-MLE100M,Q² Mohs EVO,Q² Collection,When should I apply the Q²M Cure REDEFINED included in the kit ?,We recommend the application of Q²M Cure REDEFINED 12h minimum after the application and has a maintenance product after every wash.,https://gyeon.zendesk.com/hc/en-us/articles/360000910757-When-should-I-apply-the-Q-M-Cure-REDEFINED-included-in-the-kit,360000910757
Q2-MTEL50M,Q² Matte EVO,Q² Collection,Can it be removed?,No. However it will naturally diminish with time due to chemical and UV exposure.,https://gyeon.zendesk.com/hc/en-us/articles/360000899697-Can-it-be-removed,360000899697
Q2-PLE50M,Q² Pure EVO,Q² Collection,Can it be applied on PPF/Matte Paint/Vinyl/Carbon Fiber ?,"Yes, except matte finished surfaces.",https://gyeon.zendesk.com/hc/en-us/articles/360000903638-Can-it-be-applied-on-PPF-Matte-Paint-Vinyl-Carbon-Fiber,360000903638
Q2-OLE100M,Q² One EVO,Q² Collection,Can I apply multiple layers? ,"Yes, although it's designed to be fully functional with just one layer.",https://gyeon.zendesk.com/hc/en-us/articles/360000902758-Can-I-apply-multiple-layers,360000902758
_BRAND:gyeon:q2_general,Q² CanCoat Pro EVO,Q² Collection,How long does the product need to dry/cure ?,When you finish applying Q² CanCoat Pro EVO the car should remain in the studio for 12 hours. Any contact with chemicals/detergents shall be avoided for the next 7 days.,https://gyeon.zendesk.com/hc/en-us/articles/360000901818-How-long-does-the-product-need-to-dry-cure,360000901818
Q2-CCE200M,Q² CanCoat EVO,Q² Collection,Can I apply it on top of a wax? ,"No, every ceramic coating requires excellent surface preparation and degreasing prior to application.",https://gyeon.zendesk.com/hc/en-us/articles/360000893977-Can-I-apply-it-on-top-of-a-wax,360000893977
Q2-QV120M,Q² QuickView,Q² Collection,Water does not run off anymore - what to do?,Check the glass surface for contamination. Use a clay bar to remove it. Clean glass with Q²M Glass.,https://gyeon.zendesk.com/hc/en-us/articles/360015831658-Water-does-not-run-off-anymore-what-to-do,360015831658
Q2-W175G,Q² Wax,Q² Collection,Can I use it as a top coat to another coating?,"Yes, it can be applied as a top coat to any high-quality ceramic coating. Make sure the coating underneath is dry and had time to cure.",https://gyeon.zendesk.com/hc/en-us/articles/360015739957-Can-I-use-it-as-a-top-coat-to-another-coating,360015739957
_BRAND:gyeon:q2_general,Q² Flash EVO,Q² Collection,How long does the product need to dry/cure ?,The product needs minimum 3h after application before being exposed to atmospherically impact and another 14 days with no detergent wash.,https://gyeon.zendesk.com/hc/en-us/articles/360004017617-How-long-does-the-product-need-to-dry-cure,360004017617
Q2-PPFE50M,Q² PPF EVO,Q² Collection,Can I top it off with additional coating/wax/sealant?,"You can top it with Q²M PPF Maintain, a silica maintenance spray.",https://gyeon.zendesk.com/hc/en-us/articles/360003975118-Can-I-top-it-off-with-additional-coating-wax-sealant,360003975118
Q2-TYA500M,Q² Tire,Q² Collection,Can I top it off with additional sealants or dressings ?,Yes - We recommend the use of Q²M TireExpress.,https://gyeon.zendesk.com/hc/en-us/articles/360000941878-Can-I-top-it-off-with-additional-sealants-or-dressings,360000941878
Q2-LCR500M,Q² LeatherCoat REDEFINED,Q² Collection,Can I top it off with additional coating/wax/sealant?,No,https://gyeon.zendesk.com/hc/en-us/articles/360000933057-Can-I-top-it-off-with-additional-coating-wax-sealant,360000933057
Q2-LSE50M,Q² LeatherShield EVO,Q² Collection,Can I top it off with additional coating/wax/sealant?,"Yes, we recommend the use of Q² LeatherCoat REDEFINED for maintenance purpose.",https://gyeon.zendesk.com/hc/en-us/articles/360000932477-Can-I-top-it-off-with-additional-coating-wax-sealant,360000932477
Q2-AF120M,Q² AntiFog,Q² Collection,I still have foggy windows even after application - What to do ?,This could happen either by wrong surface preparation or because the windows have been cleaned with a glass cleaner after Q² AntiFog has been applied.,https://gyeon.zendesk.com/hc/en-us/articles/360000932257-I-still-have-foggy-windows-even-after-application-What-to-do,360000932257
Q2-FCNA400M,Q² FabricCoat,Q² Collection,Can I use it on Alcantara?,Yes,https://gyeon.zendesk.com/hc/en-us/articles/360000932057-Can-I-use-it-on-Alcantara,360000932057
Q2-VE20M,Q² View EVO,Q² Collection,How to maintain a vehicle coated with that product ?,We recommend the use of any GYEON shampoo during your normal wash routine and periodical cleaning with Q²M Glass.,https://gyeon.zendesk.com/hc/en-us/articles/360000931297-How-to-maintain-a-vehicle-coated-with-that-product,360000931297
Q2-TRE30M,Q² Trim EVO,Q² Collection,How to maintain a vehicle coated with that product ?,We recommend the use of Q²M Bathe+ and Q²M Wetcoat during your normal wash routine.,https://gyeon.zendesk.com/hc/en-us/articles/360000933018-How-to-maintain-a-vehicle-coated-with-that-product,360000933018
Q2-RE30M,Q² Rim EVO,Q² Collection,How long will it last ?,Q² Rim EVO will last up to 18 months/45k km,https://gyeon.zendesk.com/hc/en-us/articles/360000932118-How-long-will-it-last,360000932118
Q2-BS30M,Q² Booster,Q² Collection,Is paint correction obligatory before applying the coating ?,Q² Booster is only and exclusively a top coat. It shall be applied only over a not fully cured ceramic base coat. The question shall refer to the application of the base coat.,https://gyeon.zendesk.com/hc/en-us/articles/360000920657-Is-paint-correction-obligatory-before-applying-the-coating,360000920657
Q2-SLE50M,Q² Syncro EVO,Q² Collection,When should I apply the Q²M Cure included in the kit ?,We recommend the application of Q²M Cure as a maintenance product after every wash.,https://gyeon.zendesk.com/hc/en-us/articles/360000912077-When-should-I-apply-the-Q-M-Cure-included-in-the-kit,360000912077
Q2-MLE100M,Q² Mohs EVO,Q² Collection,After application my paint doesn't feel slick - why ?,It is a natural thing for ceramic coatings. A wipe with Q²M Cure will solve this issue.,https://gyeon.zendesk.com/hc/en-us/articles/360000921358-After-application-my-paint-doesn-t-feel-slick-why,360000921358
Q2-MTEL50M,Q² Matte EVO,Q² Collection,Can it be used as top coating ?,No.,https://gyeon.zendesk.com/hc/en-us/articles/360000906538-Can-it-be-used-as-top-coating,360000906538
Q2-PLE50M,Q² Pure EVO,Q² Collection,When should I apply the Q²M CURE REDEFINED included in the kit ?,We recommend application of Q²M Cure REDEFINED 12h minimum after the application and has a maintenance product after every wash.,https://gyeon.zendesk.com/hc/en-us/articles/360000897217-When-should-I-apply-the-Q-M-CURE-REDEFINED-included-in-the-kit,360000897217
Q2-OLE100M,Q² One EVO,Q² Collection,Can it be applied on PPF/Matte Paint/Vinyl/Carbon Fiber ?,"Yes, except matte finished surfaces.",https://gyeon.zendesk.com/hc/en-us/articles/360000895377-Can-it-be-applied-on-PPF-Matte-Paint-Vinyl-Carbon-Fiber,360000895377
_BRAND:gyeon:q2_general,Q² CanCoat Pro EVO,Q² Collection,I can see high spots - why (and what to do) ?,"Right after the application, multiple wipes with Q²M Prep & Q²M Polishwipe EVO might help. On the next day, you will have to use a machine polisher.",https://gyeon.zendesk.com/hc/en-us/articles/360000902218-I-can-see-high-spots-why-and-what-to-do,360000902218
Q2-CCE200M,Q² CanCoat EVO,Q² Collection,Can I apply multiple layers? ,"Yes, wait minimum 1h between each layer.",https://gyeon.zendesk.com/hc/en-us/articles/360000893957-Can-I-apply-multiple-layers,360000893957
Q2-QV120M,Q² QuickView,Q² Collection,"I see ""clouds"" after the application - what to do?",Wipe the coating with a damp cloth and check again.,https://gyeon.zendesk.com/hc/en-us/articles/360015831798-I-see-clouds-after-the-application-what-to-do,360015831798
Q2-W175G,Q² Wax,Q² Collection,Can I top it off with an additional coating ?,No. However you can use any product of our maintenance line to maximise and extend its properties.,https://gyeon.zendesk.com/hc/en-us/articles/360015806678-Can-I-top-it-off-with-an-additional-coating,360015806678
_BRAND:gyeon:q2_general,Q² Flash EVO,Q² Collection,Why this product is only available for Mobile Certified Detailers ?,"This product is unique and requires adequate training to be applied properly. Therefore, only chosen and approved Mobile Certified Detailer have access to it. This exclusivity allows Gyeon to have a quality standard and support client and detailer with a warranty.",https://gyeon.zendesk.com/hc/en-us/articles/360003985778-Why-this-product-is-only-available-for-Mobile-Certified-Detailers,360003985778
Q2-PPFE50M,Q² PPF EVO,Q² Collection,Can it be used as top coating ?,No.,https://gyeon.zendesk.com/hc/en-us/articles/360004004557-Can-it-be-used-as-top-coating,360004004557
Q2-LCR500M,Q² LeatherCoat REDEFINED,Q² Collection,How long does the product need to dry/cure ?,Do not use the seats for at least 1 hour after the use of Q² LeatherCoat REDEFINED.,https://gyeon.zendesk.com/hc/en-us/articles/360000941778-How-long-does-the-product-need-to-dry-cure,360000941778
Q2-LSE50M,Q² LeatherShield EVO,Q² Collection,How long does the product need to dry/cure ?,Do not touch the coated parts for at least 1 hour. Do not use the vehicle for at least 12 hours after use.,https://gyeon.zendesk.com/hc/en-us/articles/360000932497-How-long-does-the-product-need-to-dry-cure,360000932497
Q2-AF120M,Q² AntiFog,Q² Collection,How to store the product after use? What is the shelf life once opened?,"Store it in a dry, dark, and cool place. Do not allow it to freeze or be exposed to sunlight. Once opened, it has a ""good-to-use"" shelf life of 2 years.",https://gyeon.zendesk.com/hc/en-us/articles/360000941038-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360000941038
Q2-FCNA400M,Q² FabricCoat,Q² Collection,Can I use it on suede?,Wipe multiple time with Q²M Prep and Q²M BaldWipe or use hot water and regular shampoo. Hot water helps to dissolve the residue.,https://gyeon.zendesk.com/hc/en-us/articles/360000940858-Can-I-use-it-on-suede,360000940858
Q2-VE20M,Q² View EVO,Q² Collection,Am I obliged to use Q²M GlassPolish ?,Yes - Q²M GlassPolish will ensure perfect surface preparation and act as a bonding agent as well.,https://gyeon.zendesk.com/hc/en-us/articles/360000931477-Am-I-obliged-to-use-Q-M-GlassPolish,360000931477
Q2-TRE30M,Q² Trim EVO,Q² Collection,Can I top it off with additional coating/wax/sealant?,No,https://gyeon.zendesk.com/hc/en-us/articles/360000922957-Can-I-top-it-off-with-additional-coating-wax-sealant,360000922957
Q2-RE30M,Q² Rim EVO,Q² Collection,How long does the product need to dry/cure ?,The product needs minimum 12h after application before being exposed to atmospherically impact and another 14 days with no detergent wash.,https://gyeon.zendesk.com/hc/en-us/articles/360000922717-How-long-does-the-product-need-to-dry-cure,360000922717
