Product Name,Barcode,Product Description,Product Description_1,Product Description_2,Product Description_3,Product Name Eng,URL,URL 1,URL 2,URL 3,URL 4,URL 5
Fra-Ber Kimyasal Dayanıklı Ölçekli Ithal Sprey Başlıklı Şişe (Siyah) - 1000 ml,79588-644,,,,,,,,,,,
Gyeon Q²m Wheelmitt Evo Jantlara Özel Dayanıklı Yıkama Eldiveni - 1250 Gsm,Q2M-WME,,,,,,,,,,,
Cream Leather 750 ml Spray (Deri ve Iç Yüzey Bakım Kremi),70751,,,,,,,,,,,
Menzerna 400 Yeşil Seri Heavy Comp. Ağır Çizik Gid. Pasta 250 ml,22200.281.001,,,,,,,,,,,
Fra-Ber Turbowash B.s Lux Yüksek Performanslı Yağ Sökücü Deterjan (1:80 Konsantre) - 10 kg,74258,,,,,,,,,,,
Gyeon Q2M Suede 20×20 cm,Q2M-S2020C,,,,,,,,,,,
Gyeon Q²m Ppf Lift Ppf Folyo Konumlandırma Yeniden Montaj Sıvısı - 500 ml -Yoğun Konsantre,PPF-L500M,,,,,,,,,,,
Gyeon Q² Fabriccoat Araç Kumaş Koltuk Tente Koruyucu - 400 ml - Seramik Bazlı Nano Su Itici,Q2-FCNA400M,,,,,,,,,,,
Gyeon Q²m Tar Redefıned Zift Katran Reçine Temizleyici ve Yapışkan Sökücü - 4000 ml,Q2M-TR4000M,,,,,,,,,,,
MENZERNA Sealing Wax Boya Koruma Cilası - 1 Lt,22870.261.001,,,,,,,,,,,
Menzerna Krater Kuzu Yünü Polisaj Keçe 220MM/9',26906.099.001,,,,,,,,,,,
Gyeon Quartz Gyeon Q2 Mohs Evo Light Box 50 ml,Q2-MLE50M,,,,,,,,,,,
Fra-Ber Toglimoscerini Sinek Böcek Sökücü Sprey - 750 ml,76008,,,,,,,,,,,
Gyeon Q²m Cure Redefined Araç Boya Koruma ve Bakım Spreyi - 250 ml -Seramik Bazlı Koruyucu Nano,Q2M-CRYA250M,,,,,,,,,,,
Gyeon Q2 Syncro Evo Light Box 50 ml,Q2-SLE50M,,,,,,,,,,,
Menzerna 2200 Medium Cut Polish Orta Der.Çizik Gid.Pasta 1 Lt,22771.261.001,,,,,,,,,,,
Gyeon Q²m Apc Çok Amaçlı Genel Yüzey Temizleyici - 4000 ml -Konsantre Leke Çıkarıcı Yağ Çözücü,Q2M-APYA4000M,,,,,,,,,,,
Fra-Ber Brilliant Drakar Antistatik Konsol ve Iç Plastik Temizleyici Parlatıcı Parfümlü - 600 ml,70894,,,,,,,,,,,
Menzerna 3800 Super Finish Hare Giderici Cila 1 Lt,22992.261.001,,,,,,https://www.menzerna.com/car-care/car-polish/products/details/super-finish-plus-3800,https://www.theultimatefinish.co.uk/products/menzerna-super-finish-plus-3800.aspx,https://www.springriver.eu/menzerna-super-finish-plus-3800.html,https://www.elitecarcare.co.uk/product/menzerna-super-finish-plus-3800-finishing-polish-1-litre/,https://www.slimsdetailing.co.uk/products/menzerna-super-finish-plus-3800,
Gyeon Q²m Total Remover Balmumu Wax Cila Çözücü Koruma Sökücü - 1000 ml,Q2M-TOTR1000M,,,,,,https://www.polishedbliss.co.uk/products/gyeon-q-m-total-remover,https://www.cleanyourcar.co.uk/gyeon-q2m-total-remover,https://www.theultimatefinish.co.uk/products/gyeon-q2m-total-remover.aspx,https://www.tocsupplies.ca/products/gyeon-q-m-total-remover-500ml,https://carzilla.ca/products/gyeon-q2m-total-remover,https://www.detailedimage.com/Gyeon-M91/Total-Remover-P3565/500-ml-S1/
Gyeon Q²m Restartwash Seramik Kaplama Ppf Yenileyici Asidik Şampuan - 500 ml -Konsantre,Q2M-RWYA500M,,,,,,https://detailingworldnj.com/products/gyeon-q2m-restart-wash-400ml,https://carzilla.ca/products/gyeon-q2m-restart-wash-400ml,https://www.detailedimage.com/Gyeon-M91/Restart-Wash-P2457/400-ml-S1/,https://gyeon.co/product/restartwash/,,
Menzerna P175 Süper Parlatıcı Katı Cila Sarı Çok Amaçlı Yüzey Parlatıcı – 1300 gr,07984.056.001,,,,,,,,,,,
Menzerna 300 Super Heavy Cut Compound Yoğun Çizik Gid. Pasta 250 ml,22746.281.001,,,,,,,,,,,
Gyeon Q2 Mohs Evo Light Box 100 ml,Q2-MLE100M,,,,,,,,,,,
Gyeon Q2 AntiFog Buğu Önleyici 120ml,Q2-AF120M,,,,,,,,,,,
Menzerna GW16 Parlatıcı Katı Cila Bej Plastik Kompozit Boyalı Yüzey Parlatıcı – 1200 gr,12002.056.001,,,,,,,,,,,
Fra-Ber Innovacar S2 Foamy - Enzim Bazlı Yıkama Köpüğü 1lt,79283,,,,,,,,,,,
Menzerna Hare Hologram Giderici Cila Süngeri 2li Paket (Yeşil) - 95MM,26909.099.001,,,,,,,,,,,
Gyeon Quartz Q2m Polish-Silikonsuz Hare Giderici Cila 1 lt,Q2M-PO1000M,,,,,,https://www.in2detailing.co.uk/products/gyeon-q2m-polish?variant=39415771562063,https://gyeon.co/product/polish/,,,,
Menzerna Heavy Cut Premium Kırmızı Pasta Süngeri 150mm,26900.224.010,,,,,,https://www.menzerna.com/car-care/accessories/polishing-accessories/details/heavy-cut-foam-pad,https://intercash.pro/en/menzerna/5478-menzerna-foam-pad-heavy-cut-diam-150-mm-4260063012280.html,https://www.theultimatefinish.co.uk/products/menzerna-heavy-cut-foam-pad-red.aspx,https://www.springriver.eu/menzerna-heavy-cut-foam-pad-150mm.html,https://www.carcare24.eu/en/menzerna-heavy-cut-polishing-foam-pad-red-150mm.html,
Gyeon Q²m Tire Cleaner Araç Lastik Kauçuk Temizleyici - 500 ml -Güçlü Oto Teker Temizleyici,Q2M-TCYA500M,,,,,,https://www.polishedbliss.co.uk/products/gyeon-q2m-tirecleaner,https://clean-garage.com/gyeon-q2m-tire-cleaner-500ml-highly-effective-rubber-cleaner/,https://www.cleanyourcar.co.uk/gyeon-q-m-tire-cleaner,https://www.carcareproducts.com.au/products/gyeon-q2m-tire-cleaner-500ml,https://detailing.com/products/gyeon-q2m-tire-cleaner-500-ml,https://carzilla.ca/products/gyeon-qm-tire-cleaner-1000ml
"Fra-Ber Multıforce Çok Amaçlı Güçlü Yağ ve Kir Temizleyici (1:10 Konsantre) - 4,54 Lt",701010,,,,,,https://www.gecegy.com/en/shop/fra-ber-multiforce-italian-multi-purpose-stubborn-dirt-degreaser-4-54l-8165,https://shop.fra-ber.it/en/products/sgrassatore-potente-per-motori-olio-grasso-multiforce?variant=43696420683984,,,,
"Fra-Ber Lindo Cam, Lake ve Parlak Yüzey Temizleyici (1:10 Konsantre) - 5 kg",700466,,,,,,https://detailingmania.lv/en/products/fra-ber-lindo-4-54l-10---110---glass-cleaner,https://shop.fra-ber.it/en/products/detergente-per-vetri-auto-professionale-lindo?variant=43691459674320,,,,
Menzerna Rotary Polisaj Makineleri Matkap İçin Dayanıklı Ped Destek Disk Tabanlık - 75 mm,26934.099.001,,,,,,https://detailerplace.com/en/product/menzerna-polishing-pad-holder-rotary/,https://www.cleanyourcar.co.uk/menzerna-3-75mm-rotary-backing-plate,https://www.menzerna.com/car-care/accessories/polishing-accessories/details/premium-backing-plate,https://www.iclean.at/en/menzerna-backing-plate-75mm,,
Gyeon Q²m Coating Applicator Light Çift Taraflı Seramik Boya Yüzey Uygulama Pedi - 10'lu Paket,Q2M-CAP10P,,,,,,https://gyeon.co/product/coating-applicator/,https://www.detailedimage.com/Gyeon-M91/Coating-Applicator-2-Pack-P2461/,https://carzilla.ca/products/gyeon-q-m-coating-applicator-2-pack,https://www.carcareproducts.com.au/products/gyeon-q2m-suede-applicators-10x10-10-pack,,
Gyeon Q²m Interiordetailer Araç Içi Temizleyici - 4000 ml -Alkol Bazlı Dezenfektan,Q2M-IDYA4000M,,,,,,https://esotericcarcare.com/products/gyeon-q2m-interior-detailer,https://gyeon.co/product/interior-detailer/,https://www.detailstore.com.au/products/gyeon-q2m-interior-detailer-500ml,https://www.tocsupplies.ca/products/gyeon-q-m-interior-detailer-500ml-1l-4l,https://www.carclean.com/en/gyeon-q2m-interiordetailer-4000-ml.html,https://www.detailedimage.com/Gyeon-M91/Interior-Detailer-P2482/4-L-S3/
Fra-Ber Multıforce Çok Amaçlı Güçlü Yağ ve Kir Temizleyici Sprey - 600 gr,701040,,,,,,https://shop.fra-ber.it/en/products/sgrassatore-potente-per-motori-olio-grasso-multiforce?variant=43696420683984,,,,,
Menzerna Marin Gelcoat Boya 3in1 Tek Adım Pasta Cila Koruma - 1 Lt,24011.261.080,,,,,,https://www.menzerna.com/boat-care/boat-polish/details/gelcoat-premium-one-step-polish,https://www.detailedimage.com/Menzerna-M10/3in1-Cut-Gloss-Wax-P980/8-oz-S1/,https://carzilla.ca/products/menzerna-gelcoat-premium-one-step-polish,,,
Gyeon Q² Wax Hidrofobik Parlatıcı Boya Koruma 175GR,Q2-W175G,,,,,,https://gyeon.co/product/wax/,https://carzilla.ca/products/gyeon-q-wax-175g,https://www.polishedbliss.co.uk/products/gyeon-q-wax,https://www.detailedimage.com/Gyeon-M91/Wax-P2451/,,
Innovacar 0 Ammonıa Amonyaksız Cam Temizleyici Konsantre - 500 ml,700396,,,,,,https://rentek.ie/products/innovacar-0-ammonia-glass-cleaner,https://thehouseofrags.com/products/0-ammonia-glass-cleaner,https://en.innovacar.it/products/pulitore-vetri-auto-0-ammonia-glass-cleaner,,,
Fra-Ber Fraber Innovacar S2 Foamy Mavi Renkli Ph-Nötr Şampuan 1 Lt,700507,,,,,,https://jmproducts.be/en/products/innovacar-s2-foamy-color-blue,https://carzilla.ca/products/innovacar-s2-foamy-blue-flower-colored-foam,https://thecarcarebn.com/products/innovacar-s2-foamy-blue-flower-shampoo,https://thehouseofrags.com/products/s2-foamy-blue-flower,https://rentek.ie/products/innovacar-ds-scale-1l-copy,https://en.innovacar.it/products/shampoo-foam-auto-ph-neutro-s2-foamy-color-blu
Menzerna Cut Force Pro Altın Seri Ağır Çizik Giderici Kalın Pasta - 250 ml,22203.281.001,,,,,,https://carzilla.ca/products/menzerna-cut-force-pro-speed-compound,https://carzilla.ca/products/menzerna-cut-force-pro-speed-compound,,,,
Menzerna Ince Kesim Ara Kat Pasta Süngeri 2li Paket (Sarı) - 95MM,26908.099.001,,,,,,https://www.springriver.eu/menzerna-medium-cut-foam-pad-yellow-95-mm.html,https://www.theultimatefinish.co.uk/products/menzerna-medium-cut-foam-pad-yellow.aspx,https://www.thepolishingshop.co.uk/medium-cut-foam-pad-95mm-yellow-menzerna-premium-415507,https://www.menzerna.com/car-care/accessories/polishing-accessories/details/soft-cut-foam-pad,,
Gyeon Q²m Tar Redefıned Zift Katran Reçine Temizleyici ve Yapışkan Sökücü - 500 ml,Q2M-TR500M,,,,,,https://carzilla.ca/products/gyeon-q2m-tar-redefined,https://www.gyeon.be/en/shop/q2m-tar-redefined-2467,https://www.detailedimage.com/Gyeon-M91/Tar-P1426/500-ml-S1/,https://www.autogeek.net/gyeon-tar-500.html,,
Fra-Ber Reef Marin Krom ve Çelik Parçalar Için Pas ve Kireç Çözücü - 750 ml,75130,,,,,,https://shop.fra-ber.it/en/products/disincrostante-e-anticalcare-per-barche-reef?variant=43675767767248,https://detailingmania.lv/en/products/fra-ber-ko-iron-750ml---wheel-cleaner-and-de-ironiser,https://www.gecegy.com/en/shop/fra-ber-ko-iron-italian-cleaner-disinfectant-for-body-wheel-750ml-5313,https://www.noon.com/saudi-en/frapper-rim-cleaner-iron-rust-remover-750-ml/Z21FDEC03491E36B8E8E2Z/p/,,
Gyeon Q2M Kneel Mat,Q2M-KM,,,,,,https://gyeon.de/GYEON-QM-KneelMat,https://themicrofibershop.com/products/gyeon-q-m-kneel-mat,https://www.carcareproducts.com.au/products/gyeon-q2m-kneel-mat,https://www.goldlabelcarcare.co.uk/products/gyeon-q2m-kneel-mat,https://www.mycarcleaning.co.uk/products/gyeon-q2m-kneel-mat,
Gyeon Q2 One Evo Light Box 50 ml,Q2-OLE50M,,,,,,https://www.detailedimage.com/Gyeon-M91/One-Evo-P2587/50-ml-S2/,https://carzilla.ca/products/gyeon-one-evo-lightbox-30ml-50ml-100ml,https://gyeonusa.com/products/q-one-evo,,,
Fra-Ber Bersolux Cilalı Köpüklü Manuel Araç Yıkama Şampuanı (1:120 Konsantre) - 25 kg,70616,,,,,,https://shop.fra-ber.it/en/products/shampoo-per-auto-professionale-bersolux?variant=43696406462672,https://store.ecoclean-sa.com/en/products/39c27edb-1128-4f6f-8d88-5044e5f02cee,https://www.autopia.ie/product/bersolux-1l-polishing-shampoo/,,,
Fra-Ber Sentetik Güderi Bez Süper Kurulama Bezi 300 gr - 54X44 cm,70919,,,,,,https://hamiltonclassic.co.uk/products/absorber-chamois,https://elhuria.com/en/product/6241-italian-rim-cleaner-(without-discolouration)-750-ml-fra-ber-lega,https://shop.fra-ber.it/en/products/panno-in-pelle-per-auto-super-assorbente,,,
Fra-Ber Lava Interni B Aroma Enzimli Genel Amaçlı Detaylı Araç Temizleyici (1:40 Konsantre) - 5 kg,75614,,,,,,https://www.fra-ber.it/en/car-wash-detergents/interior-and-glass-detergents/lava-interni-b-aroma/,https://www.gecegy.com/en/shop/fra-ber-lava-interni-b-aroma-italian-intensive-detergent-for-fabrics-5l-5303,https://www.autopia.ie/product/fra-ber-lava-interni-b-aroma-fabric-cleaner/,,,
Fra-Ber Deotex Kötü Koku Giderici Tazeleyici Araç Parfümü Sprey - 750 ml,701610,,,,,,https://shop.fra-ber.it/en/products/cattura-rimuovi-elimina-odori-auto-deotex?variant=43740349333712,https://www.gecegy.com/en/shop/fra-ber-deotex-plus-sany-italian-deodorizing-sanitizing-treatment-250ml-9097,https://detailersa.com/products/deotex,,,
Fra-Ber Kimyasal Dayanıklı Ölçekli Canyon Sprey Başlıklı Şişe (Yeşil) - 1000 ml,79586-643,,,,,,https://shop.fra-ber.it/en/products/flaconi-graduati-da-1-litro-fra-ber?variant=43680672186576,https://detailersa.com/products/graduated-1l-bottle-only,,,,
"Fra-Ber Innovacar Innovacar D3 Tar Yağlı Artıklar, Katran, Asfalt ve Mumlar Için Yağ Çözücü",79293,,,,,,https://thehouseofrags.com/products/d3-tar,https://ledakcijas.lv/en/products/copy-of-bezudens-mazgasanas-lidzeklis-fra-ber-lustradry-750ml,https://detailingmania.lv/en/products/innovacar-d3-tar-500ml---tar-and-glue-remover,https://jmproducts.be/en/products/innovacar-d3-tar,https://en.innovacar.it/products/sciogli-catrame-e-rimuovi-resina-auto-d3-tar,
"Fra-Ber Fraber Ko Demir Tozu Temizleyici 4,54 Lt",700210,,,,,,https://www.gecegy.com/en/shop/fra-ber-ko-iron-italian-cleaner-disinfectant-for-body-wheel-4-54l-5311,https://www.bkap.eu/products/fra-ber-ko-iron-removedor-de-ferro-e-decontaminante-ferroso-4-54l,https://www.patriotis.com/en/fra-ber-ko-iron-454l,https://www.fra-ber.it/en/car-wash-detergents/rims-cleaning-and-tyres-shine/ko-iron/,,
Fra-Ber Pulitore Cerchi Enzimli Jant ve Balata Tozu Temizleyici Sprey - 750 ml,76006,,,,,,https://www.gecegy.com/en/shop/fra-ber-lega-italian-degreaser-for-rims-tires-750ml-5312,https://jmproducts.be/en/products/fra-ber-lega,https://shop.fra-ber.it/en/products/detergente-sgrassatore-pulitore-cerchi-lega?variant=43691867635920,,,
Gyeon Q²m Mf Applicator Evo Parmak Tip Uygulama Aplikatörü - 2li Paket,Q2M-MFAE,,,,,,https://gyeon.de/GYEON-QM-MF-Applicator-EVO-2-pieces,https://www.carclean.com/nl/gyeon-q2m-mf-applicator-evo-2-pack.html,https://www.detailedimage.com/Gyeon-M91/MF-Applicator-P1848/2-pack-S1/,https://www.polishedbliss.co.uk/products/gyeon-q2m-mf-applicators,https://carzilla.ca/products/gyeon-q-mf-applicator-2-pack,
Gyeon Q²m Compound+ Plus Redefıned Ağır Çizik Giderici Kalın Pasta - 1000 ml,Q2M-CMPR1000M,,,,,,https://www.polishedbliss.co.uk/products/gyeon-q2m-compound-plus,https://www.polishedbliss.co.uk/products/gyeon-q2m-compound-plus,https://carzilla.ca/products/gyeon-q2m-compound-plus-redefined,https://gyeon.co/product/compound-plus-redefined/,,
Gyeon Q²m Prep Seramik Ppf Folyo Kaplama Öncesi Yüzey Hazırlayıcı ve Temizleyici - 1000 ml,Q2M-PYA1000M,,,,,,https://gyeon.co/product/prep/,https://carzilla.ca/products/gyeon-q2m-prep-500ml,https://www.autogeek.net/gyeon-prep-liter.html,https://www.cleanandshiny.co.uk/products/gyeon-q2m-prep-500ml,https://www.goldlabelcarcare.co.uk/products/gyeon-q2m-prep,https://www.detailedimage.com/Gyeon-M91/Prep-P1420/500-ml-S1/
Gyeon Q²m Cure Redefined Araç Boya Koruma ve Bakım Spreyi - 100 ml -Seramik Bazlı Koruyucu Nano,Q2M-CRYA100M,,,,,,https://gyeon.co/product/cure-redefined/,https://www.polishedbliss.co.uk/products/gyeon-q2m-cure#product.info.description,https://carzilla.ca/products/gyeon-cure-redefined,,,
Gyeon Q²m Leatherwipe evo Deri Aksamlara Özel Temizleme Bezi 2'li Paket - 40X40 cm,Q2M-LWE40402P,,,,,,https://gyeonusa.com/products/leather-wipe-evo,https://autojoy.shop/products/gy-q2m-leatherwipe-evo,https://www.gsfcarparts.com/products/q-m-leatherwipe-evo-40x40-cm-pack-of-2-brnglwe402,https://carzilla.ca/products/gyeon-q2m-leather-wipe-evo,,
Fra-Ber Spumone Self Yağ Çözücü Güçlü Ön Yıkama Köpüğü - 1000 ml,700387,,,,,,https://shop.fra-ber.it/en/products/prodotto-prelavaggio-auto-e-detergente-spumone-self?variant=43696501948624,https://elhuria.com/en/product/6232-sabamone-high-concentration-outdoor-foam-1-liter-fra-ber-spumone-self,,,,
Fra-Ber Bean Classic Man Spray - Maskülen Erkek Kokusu Oto Kokusu – 150ML,76389,,,,,,https://www.autopia.ie/product/fra-ber-bean-classic-air-freshener/,,,,,
Fra-Ber Lustratouch Mum Bazlı Boya Koruyucu ve Parlatıcı - 5 Lt,75182,,,,,,https://shop.fra-ber.it/en/products/cera-spray-per-auto-e-polish-lucidante-lustratouch?variant=43664817586384,,,,,
Gyeon Q2 Ppf Seramik Kaplama 50 ml,Q2-PPFE50M,,,,,,https://carzilla.ca/products/gyeon-ppf-evo-ceramic-coating-50ml,https://www.polishedbliss.co.uk/products/gyeon-q2-ppf-evo,https://www.detailedimage.com/Gyeon-M91/PPF-Evo-P3096/50-ml-S1/,,,
Fra-Ber Brillant Plastik Vinil Ahşap Için Koruyucu Cila,74598,,,,,,https://shop.fra-ber.it/en/products/lucida-cruscotti-professionale-auto-brilliant?variant=43698062655696,,,,,
Menzerna Power Lock Ultimate Protection-Üstün Boya Koruma 1 Lt,22070.261.001,,,,,,https://carzilla.ca/products/menzerna-power-lock-ultimate-protection-32oz,https://www.menzerna.com/car-care/car-polish/products/details/power-lock-ultimate-protection,https://www.theultimatefinish.co.uk/products/menzerna-power-lock.aspx,,,
Fra-Ber Kimyasal Dayanıklı Ölçekli Canyon Sprey Başlıklı Şişe (Siyah) - 1000 ml,79588-643,,,,,,https://www.patriotis.com/en/fra-ber-spray-bottle-blue-1l,https://ashupads.in/products/fra-ber-color-coded-chemical-resistant-spray-bottles-1000ml-with-dilution-ratio-guide-blue-black-green,https://shop.fra-ber.it/en/products/flaconi-graduati-da-1-litro-fra-ber?variant=43680672186576,,,
